index,B19301_001E,state,county,tract,block group,B03002_001E,B03002_004E,B19055_001E,B19055_002E,B11001_001E,B11001_006E,B03002_005E,B19001_001E,B19001_017E,B23025_003E,B23025_005E,B01001_001E,B01001_026E,B25010_001E,B03002_006E,B11005_003E,B11005_005E,B01002_001E,B03001_001E,B03001_003E,B25077_001E,B25064_001E,B25024_001E,B25024_010E,B25003_001E,B25003_003E,B25002_001E,B25002_003E,B17021_001E,B17021_002E,C24010_001E,C24010_038E,B25044_001E,B25044_003E,B25044_010E,C24010_032E,C24010_068E,C24010_019E,C24010_055E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B01001_003E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_027E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B27001_001E,B27001_005E,B27001_008E,B27001_011E,B27001_014E,B27001_017E,B27001_020E,B27001_023E,B27001_026E,B27001_029E,B27001_033E,B27001_036E,B27001_039E,B27001_042E,B27001_045E,B27001_048E,B27001_051E,B27001_054E,B27001_057E,B16004_007E,B16004_008E,B16004_012E,B16004_013E,B16004_017E,B16004_018E,B16004_022E,B16004_023E,B16004_029E,B16004_030E,B16004_034E,B16004_035E,B16004_039E,B16004_040E,B16004_044E,B16004_045E,B16004_051E,B16004_052E,B16004_056E,B16004_057E,B16004_061E,B16004_062E,B16004_066E,B16004_067E,B16004_001E,bg_fips,tract_fips,country_fips,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
482015116004,34262.0,48,201,511600,4,816.0,27.0,388.0,56.0,388.0,48.0,0.0,388.0,35.0,594.0,24.0,816.0,415.0,2.1,10.0,49.0,16.0,50.0,3542.0,2166.0,509100.0,956.0,446.0,0.0,388.0,208.0,446.0,58.0,816.0,305.0,570.0,283.0,388.0,12.0,34.0,0.0,0.0,63.0,130.0,718.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,91.0,59.0,0.0,75.0,34.0,0.0,10.0,14.0,0.0,25.0,0.0,11.0,0.0,0.0,0.0,0.0,30.0,22.0,0.0,0.0,11.0,3542.0,0.0,0.0,203.0,39.0,26.0,63.0,16.0,25.0,0.0,0.0,8.0,0.0,56.0,89.0,68.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,482015116004,48201511600,48201,48201,48,201,511600,4,1500000US482015116004,482015116004,4,BG,941794,0,"POLYGON ((-95.382611 29.81394, -95.37915099999999 29.813976, -95.37528399999999 29.813209, -95.373576 29.808689, -95.37335299999999 29.80761, -95.372598 29.80381, -95.37476599999999 29.80384, -95.374736 29.801939, -95.37724399999999 29.801911, -95.378106 29.80391, -95.381917 29.803848, -95.381981 29.807563, -95.38200399999999 29.808785, -95.382009 29.80957, -95.382465 29.813308, -95.382611 29.81394))"
482015201001,63868.0,48,201,520100,1,2088.0,70.0,896.0,128.0,896.0,77.0,0.0,896.0,193.0,1307.0,17.0,2088.0,1116.0,2.33,190.0,210.0,64.0,34.8,2088.0,694.0,365100.0,1764.0,1028.0,0.0,896.0,523.0,1028.0,132.0,2082.0,132.0,1290.0,587.0,896.0,16.0,7.0,19.0,3.0,13.0,24.0,1531.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,8.0,13.0,19.0,26.0,20.0,28.0,37.0,14.0,15.0,0.0,27.0,10.0,72.0,18.0,34.0,24.0,21.0,7.0,7.0,2088.0,0.0,8.0,0.0,15.0,9.0,2.0,41.0,0.0,0.0,0.0,26.0,20.0,30.0,17.0,0.0,33.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1988.0,482015201001,48201520100,48201,48201,48,201,520100,1,1500000US482015201001,482015201001,1,BG,2951364,0,"POLYGON ((-95.46822899999999 29.802906, -95.46268499999999 29.803025, -95.462532 29.803234, -95.451263 29.795012, -95.452215 29.791159, -95.45201499999999 29.784656, -95.45215399999999 29.783784, -95.45276899999999 29.782423, -95.453868 29.780937, -95.45665099999999 29.782682, -95.45680399999999 29.782766, -95.45984199999999 29.784091, -95.461598 29.784416, -95.467996 29.784464, -95.468059 29.788668, -95.468142 29.794571, -95.46822899999999 29.802906))"
482015202001,72009.0,48,201,520200,1,361.0,0.0,161.0,26.0,161.0,10.0,0.0,161.0,49.0,239.0,8.0,361.0,187.0,2.24,56.0,54.0,12.0,47.8,3363.0,673.0,567000.0,1562.2685185185185,186.0,0.0,161.0,38.0,186.0,25.0,361.0,11.0,231.0,127.0,161.0,0.0,11.0,0.0,0.0,0.0,7.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,26.0,7.0,12.0,0.0,0.0,0.0,10.0,18.0,0.0,15.0,6.0,0.0,0.0,12.0,3363.0,19.0,0.0,0.0,17.0,47.0,127.0,20.0,0.0,45.0,0.0,0.0,41.0,85.0,40.0,42.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,482015202001,48201520200,48201,48201,48,201,520200,1,1500000US482015202001,482015202001,1,BG,399226,0,"POLYGON ((-95.475832 29.788992, -95.472618 29.788977, -95.46949699999999 29.789437, -95.46948499999999 29.788664, -95.468059 29.788668, -95.467996 29.784464, -95.46968699999999 29.784457, -95.474216 29.784058, -95.47550000000001 29.784013, -95.476035 29.786413, -95.475832 29.788992))"
482015202002,134179.0,48,201,520200,2,1113.0,2.0,475.0,113.0,475.0,44.0,0.0,475.0,241.0,500.0,34.0,1113.0,661.0,2.34,81.0,184.0,46.0,46.1,3363.0,673.0,683600.0,1130.0,541.0,0.0,475.0,115.0,541.0,66.0,1113.0,58.0,466.0,198.0,475.0,9.0,8.0,0.0,7.0,12.0,0.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,23.0,10.0,0.0,9.0,0.0,36.0,16.0,41.0,30.0,0.0,17.0,10.0,3363.0,19.0,0.0,0.0,17.0,47.0,127.0,20.0,0.0,45.0,0.0,0.0,41.0,85.0,40.0,42.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1055.0,482015202002,48201520200,48201,48201,48,201,520200,2,1500000US482015202002,482015202002,2,BG,1038065,0,"POLYGON ((-95.484927 29.79491, -95.483594 29.794649, -95.47566499999999 29.79454, -95.47560399999999 29.78972, -95.475832 29.788992, -95.476035 29.786413, -95.47550000000001 29.784013, -95.484853 29.784141, -95.48483999999999 29.784638, -95.484927 29.79491))"
482015202003,42059.0,48,201,520200,3,1889.0,424.0,764.0,172.0,764.0,50.0,47.0,764.0,121.0,1100.0,37.0,1889.0,930.0,2.47,42.0,177.0,40.0,42.1,3363.0,673.0,484500.0,1096.0,822.0,50.0,764.0,480.0,822.0,58.0,1871.0,120.0,1063.0,467.0,764.0,0.0,69.0,104.0,0.0,109.0,143.0,1429.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,11.0,54.0,34.0,0.0,21.0,45.0,0.0,0.0,25.0,9.0,85.0,49.0,16.0,8.0,0.0,3363.0,19.0,0.0,0.0,17.0,47.0,127.0,20.0,0.0,45.0,0.0,0.0,41.0,85.0,40.0,42.0,9.0,6.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,29.0,45.0,0.0,0.0,8.0,0.0,0.0,0.0,1810.0,482015202003,48201520200,48201,48201,48,201,520200,3,1500000US482015202003,482015202003,3,BG,445059,0,"POLYGON ((-95.47560399999999 29.78972, -95.47566499999999 29.79454, -95.474351 29.794511, -95.468142 29.794571, -95.468059 29.788668, -95.46948499999999 29.788664, -95.46949699999999 29.789437, -95.472618 29.788977, -95.475832 29.788992, -95.47560399999999 29.78972))"
482015203001,34300.0,48,201,520300,1,2464.0,278.0,887.0,167.0,887.0,42.0,0.0,887.0,108.0,1545.0,140.0,2464.0,1064.0,2.78,52.0,213.0,68.0,32.9,5355.0,3149.0,329000.0,1089.0,958.0,0.0,887.0,683.0,958.0,71.0,2456.0,545.0,1405.0,460.0,887.0,0.0,23.0,316.0,0.0,63.0,163.0,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,30.0,47.0,105.0,15.0,69.0,34.0,119.0,12.0,11.0,11.0,41.0,12.0,11.0,137.0,20.0,37.0,34.0,23.0,0.0,6.0,5355.0,25.0,58.0,217.0,479.0,217.0,159.0,82.0,0.0,0.0,22.0,68.0,99.0,197.0,130.0,25.0,85.0,0.0,49.0,28.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2208.0,482015203001,48201520300,48201,48201,48,201,520300,1,1500000US482015203001,482015203001,1,BG,673256,0,"POLYGON ((-95.47574499999999 29.800391, -95.475461 29.802845, -95.46822899999999 29.802906, -95.468142 29.794571, -95.474351 29.794511, -95.47566499999999 29.79454, -95.47574499999999 29.798203, -95.47583299999999 29.798847, -95.47574499999999 29.800391))"
482015203002,19086.0,48,201,520300,2,1160.0,53.0,392.0,63.0,392.0,104.0,0.0,392.0,36.0,748.0,91.0,1160.0,520.0,2.65,0.0,53.0,53.0,35.4,5355.0,3149.0,275000.0,792.0,458.0,0.0,392.0,287.0,458.0,66.0,1160.0,767.0,657.0,247.0,392.0,0.0,30.0,142.0,0.0,65.0,91.0,920.0,0.0,0.0,0.0,0.0,0.0,49.0,46.0,0.0,95.0,35.0,67.0,40.0,26.0,31.0,30.0,33.0,18.0,11.0,13.0,0.0,0.0,10.0,0.0,0.0,12.0,37.0,26.0,0.0,0.0,5355.0,25.0,58.0,217.0,479.0,217.0,159.0,82.0,0.0,0.0,22.0,68.0,99.0,197.0,130.0,25.0,85.0,0.0,49.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.0,482015203002,48201520300,48201,48201,48,201,520300,2,1500000US482015203002,482015203002,2,BG,233723,0,"POLYGON ((-95.482894 29.802821, -95.48077099999999 29.802825, -95.475461 29.802845, -95.47574499999999 29.800391, -95.47887299999999 29.80033, -95.48069199999999 29.799392, -95.48282999999999 29.799385, -95.482894 29.802821))"
482015203003,39629.0,48,201,520300,3,1731.0,60.0,621.0,223.0,621.0,56.0,10.0,621.0,81.0,948.0,10.0,1731.0,765.0,2.7,60.0,152.0,18.0,38.3,5355.0,3149.0,448100.0,904.0,684.0,0.0,621.0,372.0,684.0,63.0,1731.0,568.0,938.0,395.0,621.0,0.0,97.0,303.0,29.0,20.0,103.0,1259.0,72.0,0.0,0.0,0.0,25.0,0.0,0.0,36.0,142.0,26.0,41.0,21.0,41.0,0.0,0.0,15.0,31.0,74.0,8.0,0.0,0.0,75.0,83.0,11.0,12.0,9.0,0.0,25.0,0.0,5355.0,25.0,58.0,217.0,479.0,217.0,159.0,82.0,0.0,0.0,22.0,68.0,99.0,197.0,130.0,25.0,85.0,0.0,49.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633.0,482015203003,48201520300,48201,48201,48,201,520300,3,1500000US482015203003,482015203003,3,BG,573178,0,"POLYGON ((-95.484865 29.798138, -95.484847 29.799149, -95.48483299999999 29.802838, -95.482894 29.802821, -95.48282999999999 29.799385, -95.48069199999999 29.799392, -95.47887299999999 29.80033, -95.47574499999999 29.800391, -95.47583299999999 29.798847, -95.47574499999999 29.798203, -95.47566499999999 29.79454, -95.483594 29.794649, -95.484927 29.79491, -95.484865 29.798138))"
482015204001,18081.0,48,201,520400,1,1202.0,68.0,384.0,36.0,384.0,103.0,0.0,384.0,0.0,730.0,35.0,1202.0,456.0,2.88,2.0,118.0,88.0,37.7,3303.0,2412.0,158900.0,926.0,443.0,0.0,384.0,309.0,443.0,59.0,1202.0,521.0,695.0,196.0,384.0,0.0,94.0,225.0,0.0,144.0,77.0,862.0,18.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,60.0,17.0,0.0,14.0,11.0,21.0,22.0,94.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,27.0,0.0,0.0,0.0,7.0,3303.0,10.0,68.0,98.0,183.0,173.0,105.0,0.0,0.0,0.0,14.0,21.0,67.0,112.0,66.0,96.0,14.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,1108.0,482015204001,48201520400,48201,48201,48,201,520400,1,1500000US482015204001,482015204001,1,BG,891366,0,"POLYGON ((-95.485315 29.817044, -95.483504 29.818116, -95.483266 29.818336, -95.4744 29.811911, -95.47459099999999 29.811715, -95.48088199999999 29.810596, -95.48077099999999 29.802825, -95.482894 29.802821, -95.48483299999999 29.802838, -95.484917 29.806707, -95.484989 29.810571, -95.485315 29.817044))"
482015204002,15886.0,48,201,520400,2,2101.0,169.0,769.0,227.0,769.0,178.0,0.0,769.0,13.0,1174.0,161.0,2101.0,1149.0,2.73,0.0,219.0,110.0,32.7,3303.0,2412.0,131800.0,827.0,807.0,0.0,769.0,636.0,807.0,38.0,2101.0,340.0,1013.0,448.0,769.0,8.0,85.0,184.0,0.0,91.0,213.0,1364.0,62.0,0.0,0.0,0.0,19.0,39.0,0.0,0.0,278.0,0.0,58.0,118.0,16.0,54.0,8.0,143.0,0.0,9.0,0.0,9.0,16.0,0.0,34.0,40.0,9.0,55.0,41.0,47.0,0.0,3303.0,10.0,68.0,98.0,183.0,173.0,105.0,0.0,0.0,0.0,14.0,21.0,67.0,112.0,66.0,96.0,14.0,0.0,16.0,69.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1924.0,482015204002,48201520400,48201,48201,48,201,520400,2,1500000US482015204002,482015204002,2,BG,1149215,2708,"POLYGON ((-95.48088199999999 29.810596, -95.47459099999999 29.811715, -95.4744 29.811911, -95.462532 29.803234, -95.46268499999999 29.803025, -95.46822899999999 29.802906, -95.475461 29.802845, -95.48077099999999 29.802825, -95.48088199999999 29.810596))"
482015205001,14244.0,48,201,520500,1,2365.0,99.0,732.0,182.0,732.0,138.0,0.0,732.0,37.0,1108.0,49.0,2365.0,1227.0,3.2,0.0,273.0,161.0,30.2,9579.0,8017.0,269723.6180904523,883.0,785.0,305.0,732.0,273.0,785.0,53.0,2339.0,860.0,1059.0,444.0,732.0,0.0,94.0,149.0,0.0,76.0,194.0,1450.0,45.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,230.0,0.0,24.0,251.0,0.0,53.0,61.0,101.0,0.0,10.0,0.0,65.0,11.0,11.0,39.0,0.0,0.0,0.0,53.0,6.0,11.0,9579.0,0.0,101.0,402.0,299.0,607.0,217.0,32.0,10.0,0.0,36.0,442.0,128.0,166.0,309.0,233.0,62.0,0.0,11.0,126.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,2225.0,482015205001,48201520500,48201,48201,48,201,520500,1,1500000US482015205001,482015205001,1,BG,3948211,0,"POLYGON ((-95.488889 29.823804, -95.486125 29.82389, -95.48145 29.8261, -95.477154 29.826417, -95.476681 29.826711, -95.476153 29.82622, -95.468879 29.819438, -95.45897099999999 29.810241, -95.45182 29.803473, -95.450766 29.80152, -95.44908099999999 29.801538, -95.449692 29.798028, -95.450491 29.796675, -95.450997 29.794816, -95.451263 29.795012, -95.462532 29.803234, -95.4744 29.811911, -95.483266 29.818336, -95.48436699999999 29.819132, -95.490692 29.823649, -95.488889 29.823804))"
482015205002,12393.0,48,201,520500,2,3581.0,225.0,1051.0,106.0,1051.0,246.0,0.0,1051.0,0.0,1654.0,130.0,3581.0,1618.0,3.41,0.0,528.0,254.0,26.1,9579.0,8017.0,181378.29912023462,925.0,1150.0,26.0,1051.0,989.0,1150.0,99.0,3581.0,1503.0,1524.0,522.0,1051.0,0.0,86.0,502.0,0.0,195.0,249.0,1994.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,508.0,0.0,0.0,106.0,0.0,112.0,29.0,362.0,0.0,0.0,4.0,0.0,0.0,0.0,97.0,0.0,61.0,0.0,0.0,11.0,0.0,9579.0,0.0,101.0,402.0,299.0,607.0,217.0,32.0,10.0,0.0,36.0,442.0,128.0,166.0,309.0,233.0,62.0,0.0,11.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,3122.0,482015205002,48201520500,48201,48201,48,201,520500,2,1500000US482015205002,482015205002,2,BG,557447,0,"POLYGON ((-95.488856 29.838024, -95.483572 29.833135, -95.476681 29.826711, -95.477154 29.826417, -95.48145 29.8261, -95.48222899999999 29.830418, -95.48454099999999 29.830393, -95.485148 29.828846, -95.48879599999999 29.829144, -95.48885299999999 29.833015, -95.48890899999999 29.836221, -95.488856 29.838024))"
482015205003,18248.0,48,201,520500,3,1977.0,0.0,541.0,78.0,541.0,203.0,0.0,541.0,38.0,997.0,38.0,1977.0,1096.0,3.65,0.0,211.0,154.0,30.4,9579.0,8017.0,114000.0,932.0,589.0,112.0,541.0,177.0,589.0,48.0,1909.0,606.0,959.0,390.0,541.0,0.0,0.0,54.0,0.0,181.0,123.0,1164.0,107.0,0.0,0.0,0.0,0.0,0.0,154.0,54.0,37.0,0.0,0.0,111.0,0.0,60.0,0.0,29.0,0.0,0.0,25.0,11.0,3.0,0.0,13.0,23.0,15.0,0.0,51.0,0.0,0.0,9579.0,0.0,101.0,402.0,299.0,607.0,217.0,32.0,10.0,0.0,36.0,442.0,128.0,166.0,309.0,233.0,62.0,0.0,11.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1935.0,482015205003,48201520500,48201,48201,48,201,520500,3,1500000US482015205003,482015205003,3,BG,2327409,0,"POLYGON ((-95.51391199999999 29.841175, -95.50627899999999 29.841321, -95.492733 29.841426, -95.49083399999999 29.839865, -95.488856 29.838024, -95.48890899999999 29.836221, -95.48885299999999 29.833015, -95.490825 29.833307, -95.49107599999999 29.832486, -95.49135099999999 29.829556, -95.491782 29.827895, -95.493681 29.825762, -95.50471999999999 29.833667, -95.515102 29.841033, -95.51391199999999 29.841175))"
482015205004,14930.0,48,201,520500,4,1656.0,153.0,361.0,82.0,361.0,87.0,0.0,361.0,33.0,798.0,98.0,1656.0,957.0,4.59,0.0,255.0,98.0,25.8,9579.0,8017.0,155700.0,1124.0,398.0,33.0,361.0,181.0,398.0,37.0,1656.0,527.0,700.0,299.0,361.0,14.0,0.0,92.0,0.0,45.0,112.0,875.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,58.0,0.0,113.0,21.0,0.0,5.0,0.0,4.0,0.0,0.0,11.0,144.0,0.0,0.0,11.0,19.0,0.0,0.0,9579.0,0.0,101.0,402.0,299.0,607.0,217.0,32.0,10.0,0.0,36.0,442.0,128.0,166.0,309.0,233.0,62.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512.0,482015205004,48201520500,48201,48201,48,201,520500,4,1500000US482015205004,482015205004,4,BG,662532,0,"POLYGON ((-95.491782 29.827895, -95.49135099999999 29.829556, -95.49107599999999 29.832486, -95.490825 29.833307, -95.48885299999999 29.833015, -95.48879599999999 29.829144, -95.485148 29.828846, -95.48454099999999 29.830393, -95.48222899999999 29.830418, -95.48145 29.8261, -95.486125 29.82389, -95.488889 29.823804, -95.490692 29.823649, -95.49117699999999 29.823674, -95.491176 29.823995, -95.493681 29.825762, -95.491782 29.827895))"
482015206011,14998.0,48,201,520601,1,2726.0,120.0,807.0,150.0,807.0,219.0,0.0,807.0,17.0,1311.0,78.0,2726.0,1368.0,3.38,198.0,412.0,253.0,29.2,2726.0,2062.0,171700.0,872.0,858.0,0.0,807.0,589.0,858.0,51.0,2726.0,1135.0,1233.0,473.0,807.0,7.0,54.0,256.0,0.0,144.0,225.0,1617.0,108.0,0.0,0.0,0.0,16.0,0.0,41.0,5.0,153.0,60.0,27.0,158.0,6.0,11.0,22.0,140.0,12.0,11.0,24.0,34.0,10.0,0.0,101.0,3.0,26.0,52.0,5.0,11.0,3.0,2726.0,31.0,79.0,84.0,232.0,99.0,64.0,51.0,0.0,3.0,19.0,79.0,67.0,113.0,78.0,91.0,33.0,0.0,2.0,18.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,250.0,0.0,0.0,32.0,0.0,0.0,0.0,10.0,61.0,0.0,0.0,4.0,0.0,0.0,0.0,2485.0,482015206011,48201520601,48201,48201,48,201,520601,1,1500000US482015206011,482015206011,1,BG,1964841,0,"POLYGON ((-95.500637 29.817494, -95.49911899999999 29.820035, -95.493999 29.825424, -95.493872 29.825559, -95.493681 29.825762, -95.491176 29.823995, -95.49117699999999 29.823674, -95.490692 29.823649, -95.48436699999999 29.819132, -95.483266 29.818336, -95.483504 29.818116, -95.485315 29.817044, -95.484989 29.810571, -95.48933 29.810674, -95.49435299999999 29.811039, -95.49627199999999 29.811007, -95.500856 29.810907, -95.500637 29.817494))"
482015206021,13439.0,48,201,520602,1,916.0,0.0,311.0,38.0,311.0,0.0,0.0,311.0,0.0,459.0,0.0,916.0,481.0,2.95,0.0,132.0,0.0,32.9,5681.0,4404.0,180570.65217391305,1118.0,330.0,0.0,311.0,304.0,330.0,19.0,916.0,211.0,459.0,150.0,311.0,0.0,0.0,124.0,0.0,30.0,49.0,591.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,86.0,0.0,0.0,234.0,0.0,0.0,8.0,0.0,0.0,7.0,39.0,0.0,0.0,0.0,65.0,7.0,36.0,0.0,0.0,0.0,0.0,5681.0,0.0,205.0,51.0,325.0,425.0,278.0,59.0,9.0,0.0,0.0,223.0,75.0,140.0,147.0,136.0,37.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,482015206021,48201520602,48201,48201,48,201,520602,1,1500000US482015206021,482015206021,1,BG,170200,0,"POLYGON ((-95.48933 29.810674, -95.484989 29.810571, -95.484917 29.806707, -95.485495 29.807007, -95.48916899999999 29.807125, -95.48933 29.810674))"
482015206022,20971.0,48,201,520602,2,1617.0,0.0,467.0,136.0,467.0,83.0,0.0,467.0,0.0,904.0,125.0,1617.0,824.0,3.46,12.0,203.0,107.0,39.5,5681.0,4404.0,177200.0,1021.0,467.0,0.0,467.0,152.0,467.0,0.0,1617.0,292.0,779.0,328.0,467.0,9.0,0.0,213.0,0.0,13.0,163.0,1081.0,86.0,0.0,25.0,0.0,34.0,24.0,10.0,0.0,112.0,20.0,50.0,64.0,6.0,12.0,39.0,38.0,0.0,6.0,9.0,24.0,7.0,0.0,80.0,0.0,23.0,24.0,52.0,16.0,14.0,5681.0,0.0,205.0,51.0,325.0,425.0,278.0,59.0,9.0,0.0,0.0,223.0,75.0,140.0,147.0,136.0,37.0,8.0,11.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.0,482015206022,48201520602,48201,48201,48,201,520602,2,1500000US482015206022,482015206022,2,BG,414758,0,"POLYGON ((-95.500862 29.808192, -95.500856 29.810907, -95.49627199999999 29.811007, -95.49588199999999 29.803943, -95.495564 29.803042, -95.49797 29.803042, -95.50089199999999 29.803016, -95.500862 29.808192))"
482015206023,21297.0,48,201,520602,3,1812.0,41.0,697.0,182.0,697.0,44.0,13.0,697.0,18.0,839.0,40.0,1812.0,731.0,2.6,36.0,232.0,57.0,42.7,5681.0,4404.0,98200.0,860.0,792.0,0.0,697.0,180.0,792.0,95.0,1812.0,614.0,799.0,240.0,697.0,29.0,8.0,111.0,0.0,109.0,38.0,1300.0,41.0,0.0,0.0,8.0,12.0,10.0,10.0,31.0,115.0,0.0,35.0,47.0,0.0,0.0,0.0,108.0,9.0,26.0,23.0,15.0,39.0,15.0,34.0,12.0,22.0,15.0,50.0,7.0,11.0,5681.0,0.0,205.0,51.0,325.0,425.0,278.0,59.0,9.0,0.0,0.0,223.0,75.0,140.0,147.0,136.0,37.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,0.0,0.0,13.0,0.0,0.0,0.0,1670.0,482015206023,48201520602,48201,48201,48,201,520602,3,1500000US482015206023,482015206023,3,BG,578995,0,"POLYGON ((-95.49627199999999 29.811007, -95.49435299999999 29.811039, -95.48933 29.810674, -95.48916899999999 29.807125, -95.48894799999999 29.804892, -95.48886 29.802884, -95.493251 29.802975, -95.495564 29.803042, -95.49588199999999 29.803943, -95.49627199999999 29.811007))"
