index,B19301_001E,state,county,tract,block group,B03002_001E,B03002_004E,B19055_001E,B19055_002E,B11001_001E,B11001_006E,B03002_005E,B19001_001E,B19001_017E,B23025_003E,B23025_005E,B01001_001E,B01001_026E,B25010_001E,B03002_006E,B11005_003E,B11005_005E,B01002_001E,B03001_001E,B03001_003E,B25077_001E,B25064_001E,B25024_001E,B25024_010E,B25003_001E,B25003_003E,B25002_001E,B25002_003E,B17021_001E,B17021_002E,C24010_001E,C24010_038E,B25044_001E,B25044_003E,B25044_010E,C24010_032E,C24010_068E,C24010_019E,C24010_055E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B01001_003E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_027E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B27001_001E,B27001_005E,B27001_008E,B27001_011E,B27001_014E,B27001_017E,B27001_020E,B27001_023E,B27001_026E,B27001_029E,B27001_033E,B27001_036E,B27001_039E,B27001_042E,B27001_045E,B27001_048E,B27001_051E,B27001_054E,B27001_057E,B16004_007E,B16004_008E,B16004_012E,B16004_013E,B16004_017E,B16004_018E,B16004_022E,B16004_023E,B16004_029E,B16004_030E,B16004_034E,B16004_035E,B16004_039E,B16004_040E,B16004_044E,B16004_045E,B16004_051E,B16004_052E,B16004_056E,B16004_057E,B16004_061E,B16004_062E,B16004_066E,B16004_067E,B16004_001E,bg_fips,tract_fips,country_fips,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
482012213004,15743.0,48,201,221300,4,2341.0,27.0,707.0,164.0,707.0,130.0,0.0,707.0,0.0,1087.0,0.0,2341.0,1063.0,3.31,0.0,259.0,108.0,30.3,9917.0,9367.0,152000.0,913.0,750.0,27.0,707.0,321.0,750.0,43.0,2341.0,1049.0,1087.0,285.0,707.0,0.0,43.0,477.0,0.0,39.0,111.0,1377.0,61.0,0.0,17.0,0.0,0.0,59.0,141.0,14.0,141.0,14.0,0.0,126.0,43.0,0.0,30.0,149.0,16.0,0.0,13.0,16.0,0.0,0.0,32.0,53.0,0.0,14.0,14.0,27.0,0.0,9917.0,83.0,371.0,200.0,316.0,361.0,456.0,241.0,0.0,0.0,105.0,333.0,294.0,238.0,445.0,261.0,362.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,482012213004,48201221300,48201,48201,48,201,221300,4,1500000US482012213004,482012213004,4,BG,1084554,0,"POLYGON ((-95.384615 29.854291, -95.381857 29.854384, -95.381305 29.853185, -95.371904 29.853393, -95.37188999999999 29.851835, -95.37176599999999 29.845669, -95.377743 29.845595, -95.38434099999999 29.845513, -95.384478 29.845521, -95.384615 29.854291))"
482012213005,12438.0,48,201,221300,5,3011.0,0.0,584.0,126.0,584.0,195.0,0.0,584.0,0.0,1245.0,56.0,3011.0,1424.0,5.16,0.0,431.0,128.0,30.2,9917.0,9367.0,108300.0,1241.1971830985915,584.0,0.0,584.0,86.0,584.0,0.0,3011.0,404.0,1189.0,480.0,584.0,16.0,0.0,47.0,0.0,59.0,132.0,1712.0,113.0,0.0,0.0,0.0,32.0,0.0,0.0,41.0,92.0,0.0,0.0,84.0,286.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,16.0,153.0,0.0,0.0,61.0,18.0,13.0,0.0,9917.0,83.0,371.0,200.0,316.0,361.0,456.0,241.0,0.0,0.0,105.0,333.0,294.0,238.0,445.0,261.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2858.0,482012213005,48201221300,48201,48201,48,201,221300,5,1500000US482012213005,482012213005,5,BG,783278,0,"POLYGON ((-95.38470699999999 29.859438, -95.383421 29.859259, -95.37630299999999 29.859407, -95.37281299999999 29.859281, -95.372012 29.859038, -95.371943 29.855859, -95.371904 29.853393, -95.381305 29.853185, -95.381857 29.854384, -95.384615 29.854291, -95.38470699999999 29.859438))"
482012214001,12679.0,48,201,221400,1,711.0,0.0,231.0,46.0,231.0,80.0,0.0,231.0,0.0,360.0,39.0,711.0,272.0,3.08,0.0,84.0,46.0,37.0,5991.0,5489.0,85000.0,894.0,246.0,31.0,231.0,105.0,246.0,15.0,711.0,167.0,321.0,56.0,231.0,0.0,39.0,126.0,0.0,19.0,21.0,488.0,69.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,116.0,20.0,0.0,53.0,60.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9.0,0.0,5991.0,0.0,223.0,252.0,313.0,379.0,294.0,137.0,0.0,0.0,93.0,185.0,307.0,254.0,154.0,209.0,114.0,72.0,22.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,482012214001,48201221400,48201,48201,48,201,221400,1,1500000US482012214001,482012214001,1,BG,399587,0,"POLYGON ((-95.397677 29.853288, -95.395032 29.85332, -95.390974 29.853367, -95.39083699999999 29.845544, -95.39240799999999 29.845533, -95.392955 29.845524, -95.39638599999999 29.85037, -95.39791799999999 29.852533, -95.397677 29.853288))"
482012214002,15591.0,48,201,221400,2,1966.0,0.0,615.0,134.0,615.0,37.0,17.0,615.0,0.0,1086.0,9.0,1966.0,1023.0,3.2,0.0,186.0,51.0,36.2,5991.0,5489.0,107700.0,957.0,634.0,55.0,615.0,374.0,634.0,19.0,1966.0,267.0,1077.0,436.0,615.0,0.0,30.0,370.0,0.0,68.0,281.0,1249.0,32.0,0.0,0.0,0.0,22.0,41.0,34.0,0.0,215.0,67.0,11.0,155.0,122.0,83.0,12.0,0.0,0.0,59.0,40.0,16.0,0.0,0.0,48.0,24.0,13.0,41.0,12.0,32.0,9.0,5991.0,0.0,223.0,252.0,313.0,379.0,294.0,137.0,0.0,0.0,93.0,185.0,307.0,254.0,154.0,209.0,114.0,72.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1918.0,482012214002,48201221400,48201,48201,48,201,221400,2,1500000US482012214002,482012214002,2,BG,964051,0,"POLYGON ((-95.391082 29.859664, -95.385662 29.859638, -95.38470699999999 29.859438, -95.384615 29.854291, -95.384478 29.845521, -95.385036 29.845536, -95.38734599999999 29.84551, -95.38956499999999 29.845504, -95.39083699999999 29.845544, -95.390974 29.853367, -95.391082 29.859664))"
482012214003,11549.0,48,201,221400,3,3314.0,130.0,955.0,110.0,955.0,135.0,0.0,955.0,0.0,1322.0,24.0,3314.0,1680.0,3.47,0.0,438.0,114.0,27.7,5991.0,5489.0,103800.0,827.0,1199.0,0.0,955.0,603.0,1199.0,244.0,3314.0,1064.0,1298.0,398.0,955.0,28.0,127.0,315.0,0.0,141.0,225.0,1877.0,84.0,0.0,17.0,0.0,30.0,75.0,0.0,81.0,155.0,65.0,120.0,263.0,39.0,36.0,99.0,186.0,35.0,33.0,0.0,22.0,0.0,0.0,229.0,21.0,31.0,30.0,37.0,0.0,7.0,5991.0,0.0,223.0,252.0,313.0,379.0,294.0,137.0,0.0,0.0,93.0,185.0,307.0,254.0,154.0,209.0,114.0,72.0,22.0,215.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,2899.0,482012214003,48201221400,48201,48201,48,201,221400,3,1500000US482012214003,482012214003,3,BG,655757,0,"POLYGON ((-95.401962 29.859592, -95.39492399999999 29.859639, -95.391082 29.859664, -95.390974 29.853367, -95.395032 29.85332, -95.397677 29.853288, -95.39791799999999 29.852533, -95.40130599999999 29.857205, -95.40257799999999 29.859395, -95.401962 29.859592))"
482012215001,11496.0,48,201,221500,1,2289.0,80.0,661.0,137.0,661.0,191.0,0.0,661.0,0.0,935.0,0.0,2289.0,1209.0,3.46,6.0,360.0,285.0,25.6,8398.0,6819.0,102300.0,942.0,691.0,131.0,661.0,262.0,691.0,30.0,2289.0,822.0,935.0,404.0,661.0,75.0,89.0,197.0,0.0,61.0,253.0,1217.0,179.0,0.0,0.0,0.0,0.0,74.0,0.0,11.0,80.0,20.0,51.0,75.0,77.0,64.0,37.0,112.0,0.0,28.0,28.0,19.0,8.0,10.0,31.0,13.0,0.0,46.0,8.0,7.0,9.0,8268.0,0.0,132.0,354.0,307.0,126.0,228.0,124.0,0.0,0.0,0.0,29.0,195.0,271.0,269.0,259.0,125.0,0.0,0.0,136.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2146.0,482012215001,48201221500,48201,48201,48,201,221500,1,1500000US482012215001,482012215001,1,BG,1150937,363,"POLYGON ((-95.395594 29.869926, -95.384913 29.87005, -95.38470699999999 29.859438, -95.385662 29.859638, -95.391082 29.859664, -95.39492399999999 29.859639, -95.394808 29.863815, -95.395594 29.869926))"
482012215002,12983.0,48,201,221500,2,3281.0,894.0,1246.0,18.0,1246.0,519.0,0.0,1246.0,0.0,1566.0,31.0,3281.0,1876.0,2.63,45.0,486.0,486.0,25.3,8398.0,6819.0,92966.10169491525,942.0,1368.0,0.0,1246.0,1136.0,1368.0,122.0,3281.0,1743.0,1535.0,765.0,1246.0,0.0,97.0,328.0,0.0,160.0,133.0,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,103.0,133.0,0.0,53.0,39.0,90.0,16.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,8268.0,0.0,132.0,354.0,307.0,126.0,228.0,124.0,0.0,0.0,0.0,29.0,195.0,271.0,269.0,259.0,125.0,0.0,0.0,239.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2925.0,482012215002,48201221500,48201,48201,48,201,221500,2,1500000US482012215002,482012215002,2,BG,521590,0,"POLYGON ((-95.407923 29.869866, -95.39782799999999 29.869908, -95.397733 29.864319, -95.40506099999999 29.864265, -95.407923 29.869866))"
482012215003,13358.0,48,201,221500,3,2828.0,149.0,794.0,170.0,794.0,207.0,0.0,794.0,0.0,1096.0,85.0,2828.0,1365.0,3.4,0.0,441.0,240.0,26.0,8398.0,6819.0,99400.0,735.0,794.0,16.0,794.0,482.0,794.0,0.0,2698.0,953.0,1011.0,347.0,794.0,21.0,65.0,219.0,40.0,0.0,196.0,1485.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,297.0,13.0,12.0,203.0,96.0,52.0,0.0,258.0,20.0,25.0,22.0,19.0,0.0,0.0,230.0,29.0,14.0,13.0,40.0,15.0,32.0,8268.0,0.0,132.0,354.0,307.0,126.0,228.0,124.0,0.0,0.0,0.0,29.0,195.0,271.0,269.0,259.0,125.0,0.0,0.0,118.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2340.0,482012215003,48201221500,48201,48201,48,201,221500,3,1500000US482012215003,482012215003,3,BG,587969,0,"POLYGON ((-95.40506099999999 29.864265, -95.397733 29.864319, -95.39782799999999 29.869908, -95.395594 29.869926, -95.394808 29.863815, -95.39492399999999 29.859639, -95.401962 29.859592, -95.40257799999999 29.859395, -95.40506099999999 29.864265))"
482012216001,15250.0,48,201,221600,1,1861.0,0.0,453.0,68.0,453.0,93.0,0.0,453.0,0.0,733.0,19.0,1861.0,903.0,4.11,0.0,314.0,205.0,30.3,9403.0,8761.0,118400.0,807.4074074074074,453.0,0.0,453.0,45.0,453.0,0.0,1861.0,245.0,714.0,266.0,453.0,32.0,0.0,108.0,0.0,71.0,170.0,948.0,50.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,77.0,0.0,86.0,130.0,0.0,14.0,0.0,159.0,21.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,32.0,30.0,24.0,0.0,0.0,9403.0,54.0,18.0,109.0,335.0,328.0,282.0,42.0,82.0,0.0,0.0,0.0,79.0,199.0,406.0,275.0,44.0,55.0,99.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.0,482012216001,48201221600,48201,48201,48,201,221600,1,1500000US482012216001,482012216001,1,BG,686243,0,"POLYGON ((-95.412453 29.899646, -95.41054299999999 29.898891, -95.40981699999999 29.897077, -95.408625 29.897011, -95.407281 29.895966, -95.406066 29.896139, -95.405233 29.895209, -95.40520599999999 29.892053, -95.404101 29.889968, -95.40245299999999 29.889002, -95.40856099999999 29.888844, -95.41017599999999 29.889033, -95.412238 29.889058, -95.412324 29.893933, -95.412453 29.899646))"
482012216002,16144.0,48,201,221600,2,952.0,0.0,279.0,59.0,279.0,49.0,0.0,279.0,0.0,473.0,40.0,952.0,440.0,3.41,0.0,157.0,49.0,30.4,9403.0,8761.0,83900.0,1542.96875,313.0,40.0,279.0,66.0,313.0,34.0,952.0,335.0,433.0,194.0,279.0,0.0,0.0,38.0,0.0,15.0,89.0,609.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,75.0,17.0,29.0,28.0,45.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,13.0,17.0,29.0,0.0,0.0,0.0,9403.0,54.0,18.0,109.0,335.0,328.0,282.0,42.0,82.0,0.0,0.0,0.0,79.0,199.0,406.0,275.0,44.0,55.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,482012216002,48201221600,48201,48201,48,201,221600,2,1500000US482012216002,482012216002,2,BG,574163,0,"POLYGON ((-95.397722 29.878049, -95.39672 29.878067, -95.396681 29.885214, -95.39457299999999 29.885218, -95.39457399999999 29.883207, -95.39108899999999 29.883226, -95.38796499999999 29.878075, -95.387643 29.877544, -95.39173599999999 29.877458, -95.39241699999999 29.877275, -95.394745 29.877237, -95.394645 29.875524, -95.397904 29.875481, -95.397722 29.878049))"
482012216003,21250.0,48,201,221600,3,1459.0,0.0,408.0,68.0,408.0,56.0,17.0,408.0,0.0,659.0,0.0,1459.0,582.0,3.58,14.0,110.0,0.0,41.7,9403.0,8761.0,122400.0,928.7940379403794,471.0,0.0,408.0,23.0,471.0,63.0,1459.0,73.0,659.0,192.0,408.0,40.0,12.0,281.0,0.0,28.0,34.0,1126.0,32.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,146.0,0.0,35.0,167.0,48.0,0.0,0.0,33.0,19.0,15.0,11.0,0.0,0.0,0.0,33.0,0.0,9.0,54.0,0.0,74.0,11.0,9403.0,54.0,18.0,109.0,335.0,328.0,282.0,42.0,82.0,0.0,0.0,0.0,79.0,199.0,406.0,275.0,44.0,55.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1393.0,482012216003,48201221600,48201,48201,48,201,221600,3,1500000US482012216003,482012216003,3,BG,1640425,0,"POLYGON ((-95.412111 29.879718, -95.41047499999999 29.875383, -95.408441 29.875388, -95.397904 29.875481, -95.394645 29.875524, -95.394745 29.877237, -95.39241699999999 29.877275, -95.39173599999999 29.877458, -95.387643 29.877544, -95.386504 29.875586, -95.384996 29.87294, -95.384913 29.87005, -95.395594 29.869926, -95.39782799999999 29.869908, -95.407923 29.869866, -95.408283 29.870575, -95.410231 29.873599, -95.411901 29.876857, -95.412111 29.879718))"
482012216004,14935.0,48,201,221600,4,3335.0,29.0,857.0,57.0,857.0,304.0,0.0,857.0,0.0,1509.0,39.0,3335.0,1723.0,3.89,0.0,471.0,269.0,28.2,9403.0,8761.0,124400.0,692.0,893.0,170.0,857.0,287.0,893.0,36.0,3335.0,876.0,1470.0,603.0,857.0,0.0,0.0,337.0,36.0,126.0,236.0,1904.0,55.0,0.0,0.0,0.0,0.0,66.0,0.0,41.0,203.0,38.0,0.0,316.0,137.0,81.0,28.0,114.0,36.0,0.0,27.0,19.0,0.0,0.0,203.0,39.0,15.0,51.0,0.0,0.0,0.0,9403.0,54.0,18.0,109.0,335.0,328.0,282.0,42.0,82.0,0.0,0.0,0.0,79.0,199.0,406.0,275.0,44.0,55.0,99.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3018.0,482012216004,48201221600,48201,48201,48,201,221600,4,1500000US482012216004,482012216004,4,BG,2369374,3971,"POLYGON ((-95.412238 29.889058, -95.41017599999999 29.889033, -95.40856099999999 29.888844, -95.40245299999999 29.889002, -95.394853 29.889453, -95.392635 29.885786, -95.39108899999999 29.883226, -95.39457399999999 29.883207, -95.39457299999999 29.885218, -95.396681 29.885214, -95.39672 29.878067, -95.397722 29.878049, -95.397904 29.875481, -95.408441 29.875388, -95.41047499999999 29.875383, -95.412111 29.879718, -95.412188 29.885646, -95.412238 29.889058))"
482012216005,14139.0,48,201,221600,5,1796.0,96.0,446.0,88.0,446.0,142.0,0.0,446.0,0.0,603.0,13.0,1796.0,703.0,4.03,0.0,230.0,149.0,34.9,9403.0,8761.0,86800.0,733.0,513.0,123.0,446.0,174.0,513.0,67.0,1796.0,1079.0,590.0,194.0,446.0,0.0,0.0,45.0,0.0,85.0,45.0,998.0,183.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,133.0,33.0,0.0,163.0,19.0,0.0,51.0,93.0,0.0,77.0,19.0,26.0,16.0,0.0,44.0,69.0,0.0,41.0,54.0,0.0,0.0,9403.0,54.0,18.0,109.0,335.0,328.0,282.0,42.0,82.0,0.0,0.0,0.0,79.0,199.0,406.0,275.0,44.0,55.0,99.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1659.0,482012216005,48201221600,48201,48201,48,201,221600,5,1500000US482012216005,482012216005,5,BG,490128,546,"POLYGON ((-95.406066 29.896139, -95.401161 29.89537, -95.398045 29.892709, -95.396885 29.892859, -95.394853 29.889453, -95.40245299999999 29.889002, -95.404101 29.889968, -95.40520599999999 29.892053, -95.405233 29.895209, -95.406066 29.896139))"
482012217001,13512.0,48,201,221700,1,2352.0,0.0,636.0,57.0,636.0,131.0,0.0,636.0,0.0,1319.0,22.0,2352.0,1217.0,3.7,0.0,356.0,189.0,35.1,7898.0,7521.0,91400.0,1513.0,636.0,82.0,636.0,156.0,636.0,0.0,2352.0,698.0,1297.0,678.0,636.0,0.0,0.0,240.0,0.0,115.0,134.0,1247.0,160.0,0.0,25.0,0.0,66.0,32.0,33.0,0.0,321.0,0.0,0.0,132.0,67.0,0.0,0.0,136.0,18.0,0.0,22.0,0.0,0.0,0.0,236.0,0.0,21.0,0.0,28.0,18.0,22.0,7898.0,82.0,247.0,217.0,147.0,490.0,407.0,235.0,63.0,0.0,67.0,164.0,248.0,117.0,448.0,283.0,299.0,0.0,28.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,536.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,482012217001,48201221700,48201,48201,48,201,221700,1,1500000US482012217001,482012217001,1,BG,1145744,1062,"POLYGON ((-95.39108899999999 29.883226, -95.37915699999999 29.883227, -95.37598299999999 29.883247, -95.368853 29.883361, -95.36765199999999 29.878529, -95.37173799999999 29.878438, -95.37455399999999 29.87821, -95.38796499999999 29.878075, -95.39108899999999 29.883226))"
482012217002,13908.0,48,201,221700,2,2239.0,0.0,695.0,83.0,695.0,197.0,0.0,695.0,0.0,793.0,39.0,2239.0,1346.0,3.22,0.0,401.0,197.0,30.6,7898.0,7521.0,112200.0,1047.0,791.0,0.0,695.0,373.0,791.0,96.0,2239.0,89.0,754.0,407.0,695.0,0.0,0.0,142.0,0.0,0.0,106.0,1250.0,18.0,0.0,0.0,0.0,0.0,59.0,53.0,55.0,221.0,0.0,106.0,71.0,0.0,66.0,18.0,246.0,8.0,18.0,71.0,0.0,0.0,0.0,187.0,0.0,16.0,20.0,0.0,0.0,18.0,7898.0,82.0,247.0,217.0,147.0,490.0,407.0,235.0,63.0,0.0,67.0,164.0,248.0,117.0,448.0,283.0,299.0,0.0,28.0,83.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1806.0,482012217002,48201221700,48201,48201,48,201,221700,2,1500000US482012217002,482012217002,2,BG,1691202,3276,"POLYGON ((-95.38796499999999 29.878075, -95.37455399999999 29.87821, -95.37173799999999 29.878438, -95.36765199999999 29.878529, -95.366384 29.873534, -95.36653 29.876477, -95.36508499999999 29.870732, -95.36814 29.870262, -95.371938 29.870209, -95.384913 29.87005, -95.384996 29.87294, -95.386504 29.875586, -95.387643 29.877544, -95.38796499999999 29.878075))"
482012217003,10364.0,48,201,221700,3,1660.0,0.0,442.0,134.0,442.0,159.0,0.0,442.0,0.0,621.0,0.0,1660.0,1091.0,3.76,0.0,353.0,159.0,35.9,7898.0,7521.0,54656.084656084655,1322.3684210526317,442.0,131.0,442.0,56.0,442.0,0.0,1660.0,564.0,621.0,197.0,442.0,0.0,0.0,97.0,68.0,138.0,0.0,971.0,0.0,0.0,0.0,103.0,0.0,105.0,0.0,0.0,355.0,0.0,0.0,244.0,0.0,41.0,0.0,0.0,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,19.0,0.0,0.0,7898.0,82.0,247.0,217.0,147.0,490.0,407.0,235.0,63.0,0.0,67.0,164.0,248.0,117.0,448.0,283.0,299.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.0,482012217003,48201221700,48201,48201,48,201,221700,3,1500000US482012217003,482012217003,3,BG,1315450,1135,"POLYGON ((-95.38646199999999 29.892985, -95.385193 29.891841, -95.37872399999999 29.893196, -95.376914 29.892217, -95.37521 29.892694, -95.37110699999999 29.892444, -95.37053499999999 29.892547, -95.36888499999999 29.885972, -95.36653 29.876477, -95.366384 29.873534, -95.36765199999999 29.878529, -95.368853 29.883361, -95.37598299999999 29.883247, -95.37915699999999 29.883227, -95.379181 29.885771, -95.38080599999999 29.885851, -95.38077799999999 29.889484, -95.385846 29.88947, -95.38646199999999 29.892985))"
482012217004,15687.0,48,201,221700,4,1647.0,0.0,504.0,40.0,504.0,81.0,0.0,504.0,0.0,1014.0,28.0,1647.0,443.0,3.27,0.0,220.0,81.0,36.7,7898.0,7521.0,136229.50819672132,1160.8695652173913,504.0,416.0,504.0,130.0,504.0,0.0,1647.0,325.0,986.0,127.0,504.0,63.0,0.0,416.0,0.0,141.0,88.0,1193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,61.0,171.0,359.0,20.0,28.0,0.0,23.0,20.0,63.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,7898.0,82.0,247.0,217.0,147.0,490.0,407.0,235.0,63.0,0.0,67.0,164.0,248.0,117.0,448.0,283.0,299.0,0.0,28.0,111.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.0,482012217004,48201221700,48201,48201,48,201,221700,4,1500000US482012217004,482012217004,4,BG,1167930,4110,"POLYGON ((-95.39587399999999 29.893318, -95.39268199999999 29.892058, -95.389881 29.891925, -95.38646199999999 29.892985, -95.385846 29.88947, -95.38077799999999 29.889484, -95.38080599999999 29.885851, -95.379181 29.885771, -95.37915699999999 29.883227, -95.39108899999999 29.883226, -95.392635 29.885786, -95.394853 29.889453, -95.396885 29.892859, -95.39587399999999 29.893318))"
482012218001,9406.0,48,201,221800,1,2608.0,0.0,709.0,60.0,709.0,233.0,0.0,709.0,0.0,1002.0,0.0,2608.0,1304.0,3.68,0.0,429.0,219.0,21.9,4091.0,3826.0,806666.6666666667,637.0,784.0,533.0,709.0,291.0,784.0,75.0,2608.0,1305.0,1002.0,426.0,709.0,6.0,31.0,265.0,20.0,109.0,225.0,1213.0,17.0,0.0,0.0,21.0,52.0,0.0,14.0,19.0,296.0,4.0,42.0,233.0,84.0,20.0,23.0,166.0,0.0,9.0,43.0,8.0,0.0,0.0,200.0,0.0,10.0,21.0,0.0,15.0,0.0,4091.0,22.0,116.0,71.0,123.0,134.0,68.0,65.0,47.0,0.0,0.0,38.0,133.0,212.0,155.0,91.0,45.0,0.0,0.0,235.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.0,482012218001,48201221800,48201,48201,48,201,221800,1,1500000US482012218001,482012218001,1,BG,2012136,1967,"POLYGON ((-95.369996 29.892635, -95.365979 29.891347, -95.36531699999999 29.89176, -95.36165799999999 29.892465, -95.35710999999999 29.894748, -95.354849 29.894532, -95.354739 29.894539, -95.355086 29.882701, -95.355178 29.879976, -95.355189 29.879578, -95.355306 29.879577, -95.361395 29.879797, -95.36677299999999 29.879716, -95.36613699999999 29.877424, -95.365831 29.876309, -95.36570399999999 29.875754, -95.36583999999999 29.875751, -95.36653 29.876477, -95.36888499999999 29.885972, -95.37053499999999 29.892547, -95.369996 29.892635))"
