index,B27001_011E,state,county,tract,block group,B19001_017E,B16004_067E,B25002_001E,B27001_033E,B25024_001E,B01001_046E,B15003_015E,B15003_014E,B01001_001E,B25003_001E,B03002_005E,B15003_011E,B16004_051E,B16004_012E,B01001_023E,B19055_002E,B27001_001E,B17021_002E,C24010_055E,B25044_003E,B25003_003E,B01001_027E,B15003_008E,B25064_001E,B27001_008E,C24010_032E,B27001_048E,B15003_016E,B01001_024E,B01001_049E,C24010_001E,B16004_034E,B16004_039E,B27001_057E,B16004_052E,B25024_010E,B15003_010E,B11005_005E,B01001_020E,B16004_062E,B16004_044E,C24010_019E,B01002_001E,B15003_001E,B25044_001E,B25077_001E,B27001_045E,B27001_042E,B01001_003E,B27001_026E,B15003_003E,B01001_025E,B27001_036E,B16004_008E,B16004_040E,B16004_007E,B15003_004E,B15003_002E,B25010_001E,B15003_013E,B11001_006E,B16004_035E,B01001_047E,B23025_003E,B16004_023E,B16004_018E,B16004_029E,B27001_051E,B11001_001E,B27001_023E,B16004_066E,B16004_030E,B01001_045E,B27001_014E,B01001_022E,B01001_044E,B03002_004E,B16004_001E,B15003_007E,B19055_001E,B11005_003E,B27001_017E,B16004_022E,B27001_005E,B03002_012E,B15003_009E,B27001_039E,B03002_001E,B27001_029E,B03002_006E,B16004_056E,B16004_013E,B19001_001E,B15003_005E,B25044_010E,B17021_001E,B27001_020E,B16004_061E,B19301_001E,C24010_038E,B23025_005E,B16004_045E,B01001_048E,B01001_021E,B15003_006E,B15003_012E,B27001_054E,C24010_068E,B16004_057E,B25002_003E,B16004_017E,B01001_026E,bg_fips,tract_fips,country_fips,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
484530010003,62.0,48,453,001000,3,4.0,0.0,345.0,25.0,345.0,8.0,0.0,40.0,1076.0,321.0,0.0,0.0,29.0,0.0,12.0,98.0,3770.0,60.0,97.0,0.0,119.0,0.0,0.0,1514.0,0.0,49.0,29.0,0.0,0.0,0.0,660.0,0.0,0.0,25.0,0.0,0.0,45.0,36.0,37.0,0.0,0.0,44.0,33.9,789.0,321.0,418200.0,113.0,54.0,39.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,8.0,3.35,10.0,97.0,0.0,36.0,703.0,0.0,0.0,32.0,96.0,321.0,0.0,0.0,0.0,22.0,83.0,10.0,37.0,10.0,1037.0,0.0,321.0,108.0,81.0,0.0,0.0,743.0,48.0,129.0,1076.0,0.0,8.0,0.0,0.0,321.0,32.0,0.0,1033.0,179.0,0.0,26706.0,406.0,43.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,681.0,484530010003,48453001000,48453,48453,48,453,001000,3,1500000US484530010003,484530010003,3,BG,432836,59672,"POLYGON ((-97.72461 30.257132, -97.71278099999999 30.252988, -97.708748 30.251726, -97.704545 30.251931, -97.705281 30.250609, -97.713506 30.250432, -97.72153499999999 30.253961, -97.722359 30.252152, -97.726294 30.25352, -97.72461 30.257132))"
484530010004,62.0,48,453,001000,4,21.0,0.0,222.0,25.0,222.0,0.0,0.0,18.0,458.0,168.0,0.0,0.0,0.0,0.0,0.0,39.0,3770.0,7.0,32.0,6.0,49.0,0.0,0.0,1166.0,0.0,0.0,29.0,0.0,0.0,18.0,233.0,0.0,0.0,25.0,37.0,23.0,0.0,14.0,0.0,0.0,0.0,39.0,47.3,364.0,168.0,318600.0,113.0,54.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.73,11.0,47.0,0.0,9.0,258.0,0.0,0.0,26.0,96.0,168.0,0.0,0.0,28.0,19.0,83.0,0.0,0.0,0.0,458.0,28.0,168.0,53.0,81.0,0.0,0.0,248.0,9.0,129.0,458.0,0.0,0.0,0.0,0.0,168.0,0.0,28.0,458.0,179.0,0.0,37300.0,97.0,25.0,0.0,11.0,0.0,0.0,21.0,0.0,0.0,0.0,54.0,0.0,217.0,484530010004,48453001000,48453,48453,48,453,001000,4,1500000US484530010004,484530010004,4,BG,498391,215069,"POLYGON ((-97.727485 30.250843, -97.726294 30.25352, -97.722359 30.252152, -97.72153499999999 30.253961, -97.713506 30.250432, -97.716094 30.249724, -97.71707099999999 30.249111, -97.71786299999999 30.248615, -97.72005999999999 30.247812, -97.72375799999999 30.246603, -97.725476 30.247032, -97.728443 30.247774, -97.72702199999999 30.247858, -97.729095 30.249864, -97.727485 30.250843))"
484530010005,62.0,48,453,001000,5,15.0,0.0,485.0,25.0,485.0,0.0,0.0,0.0,724.0,443.0,0.0,9.0,0.0,0.0,9.0,167.0,3770.0,155.0,41.0,0.0,317.0,12.0,0.0,621.0,0.0,0.0,29.0,0.0,11.0,26.0,377.0,0.0,0.0,25.0,0.0,0.0,0.0,34.0,7.0,25.0,0.0,75.0,40.0,633.0,443.0,345000.0,113.0,54.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,10.0,0.0,10.0,400.0,0.0,0.0,10.0,96.0,443.0,0.0,0.0,23.0,58.0,83.0,46.0,0.0,52.0,712.0,0.0,443.0,40.0,81.0,0.0,0.0,325.0,0.0,129.0,724.0,0.0,70.0,0.0,0.0,443.0,0.0,144.0,724.0,179.0,0.0,40578.0,124.0,23.0,0.0,25.0,9.0,0.0,34.0,0.0,0.0,0.0,42.0,0.0,300.0,484530010005,48453001000,48453,48453,48,453,001000,5,1500000US484530010005,484530010005,5,BG,510881,81076,"POLYGON ((-97.73648299999999 30.255864, -97.73429499999999 30.25633, -97.730283 30.254935, -97.726294 30.25352, -97.727485 30.250843, -97.729095 30.249864, -97.72702199999999 30.247858, -97.728443 30.247774, -97.73442399999999 30.250209, -97.73599399999999 30.250611, -97.73727 30.257326, -97.73648299999999 30.255864))"
484530011001,44.0,48,453,001100,1,833.0,0.0,3596.0,0.0,3596.0,0.0,45.0,18.0,4109.0,2521.0,0.0,0.0,0.0,0.0,31.0,154.0,5833.0,488.0,49.0,0.0,1816.0,0.0,0.0,2028.0,0.0,62.0,76.0,11.0,0.0,13.0,3169.0,16.0,0.0,0.0,0.0,0.0,23.0,13.0,127.0,0.0,0.0,65.0,37.8,3889.0,2521.0,574500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.42,13.0,13.0,0.0,51.0,3196.0,0.0,0.0,10.0,22.0,2521.0,40.0,0.0,0.0,79.0,142.0,30.0,39.0,242.0,4109.0,3.0,2521.0,13.0,23.0,0.0,0.0,477.0,0.0,31.0,4109.0,0.0,199.0,0.0,0.0,2521.0,0.0,231.0,3957.0,26.0,0.0,145395.0,1151.0,27.0,0.0,11.0,25.0,0.0,42.0,0.0,0.0,0.0,1075.0,0.0,1509.0,484530011001,48453001100,48453,48453,48,453,001100,1,1500000US484530011001,484530011001,1,BG,2044061,66635,"POLYGON ((-97.75089899999999 30.271028, -97.751999 30.274222, -97.75016699999999 30.276493, -97.743032 30.274529, -97.742903 30.273241, -97.738653 30.27206, -97.738232 30.273207, -97.73249799999999 30.271846, -97.732996 30.270465, -97.734037 30.267646, -97.73437199999999 30.266732, -97.736553 30.261207, -97.74456699999999 30.263382, -97.745007 30.262115, -97.74517499999999 30.261651, -97.747603 30.262773, -97.74861399999999 30.263164, -97.74973199999999 30.263589, -97.75203599999999 30.264186, -97.75035199999999 30.267887, -97.75248599999999 30.269445, -97.75089899999999 30.271028))"
484530011002,44.0,48,453,001100,2,296.0,0.0,1380.0,0.0,1380.0,89.0,0.0,97.0,1892.0,1163.0,0.0,0.0,0.0,0.0,26.0,163.0,5833.0,340.0,0.0,0.0,684.0,0.0,0.0,1853.0,0.0,0.0,76.0,0.0,0.0,0.0,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,37.0,1696.0,1163.0,404500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.63,0.0,0.0,0.0,11.0,1454.0,0.0,0.0,35.0,22.0,1163.0,40.0,0.0,0.0,38.0,142.0,30.0,45.0,71.0,1892.0,0.0,1163.0,35.0,23.0,0.0,0.0,405.0,0.0,31.0,1892.0,0.0,202.0,0.0,0.0,1163.0,0.0,185.0,1892.0,26.0,0.0,90030.0,601.0,41.0,0.0,0.0,116.0,0.0,13.0,0.0,0.0,0.0,217.0,0.0,875.0,484530011002,48453001100,48453,48453,48,453,001100,2,1500000US484530011002,484530011002,2,BG,393596,172901,"POLYGON ((-97.745007 30.262115, -97.74456699999999 30.263382, -97.736553 30.261207, -97.737174 30.259136, -97.73727 30.257326, -97.73599399999999 30.250611, -97.73784599999999 30.251523, -97.74050099999999 30.254175, -97.742814 30.25971, -97.74517499999999 30.261651, -97.745007 30.262115))"
484530012001,0.0,48,453,001200,1,69.0,0.0,713.0,0.0,713.0,30.0,0.0,0.0,1145.0,652.0,0.0,0.0,0.0,0.0,0.0,58.0,4972.0,31.0,116.0,0.0,452.0,0.0,0.0,701.0,0.0,25.0,45.0,15.0,0.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,0.0,0.0,0.0,33.1,915.0,652.0,447300.0,0.0,78.0,22.0,0.0,0.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,1.76,15.0,42.0,0.0,0.0,784.0,0.0,0.0,0.0,16.0,652.0,70.0,0.0,0.0,0.0,48.0,0.0,0.0,17.0,1123.0,0.0,652.0,57.0,42.0,0.0,0.0,16.0,0.0,22.0,1145.0,0.0,182.0,0.0,0.0,652.0,0.0,127.0,1117.0,0.0,0.0,53427.0,351.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,538.0,484530012001,48453001200,48453,48453,48,453,001200,1,1500000US484530012001,484530012001,1,BG,503830,0,"POLYGON ((-97.76729399999999 30.279529, -97.76507599999999 30.283839, -97.758816 30.280701, -97.75912 30.280226, -97.760857 30.277604, -97.76263899999999 30.274827, -97.76625 30.276788, -97.769139 30.276963, -97.76729399999999 30.279529))"
484530012002,0.0,48,453,001200,2,403.0,0.0,2347.0,0.0,2347.0,73.0,16.0,0.0,2991.0,1903.0,0.0,0.0,0.0,0.0,18.0,165.0,4972.0,140.0,73.0,0.0,1413.0,82.0,0.0,1863.0,0.0,93.0,45.0,17.0,17.0,0.0,2343.0,17.0,0.0,0.0,0.0,17.0,0.0,39.0,9.0,0.0,0.0,66.0,34.4,2580.0,1903.0,617900.0,0.0,78.0,14.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,36.0,1.57,0.0,43.0,0.0,15.0,2422.0,0.0,0.0,0.0,16.0,1903.0,70.0,0.0,0.0,17.0,48.0,32.0,53.0,53.0,2895.0,0.0,1903.0,142.0,42.0,0.0,0.0,238.0,0.0,22.0,2991.0,0.0,223.0,0.0,0.0,1903.0,0.0,37.0,2991.0,0.0,0.0,82465.0,1098.0,79.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,444.0,0.0,1535.0,484530012002,48453001200,48453,48453,48,453,001200,2,1500000US484530012002,484530012002,2,BG,1541732,189156,"POLYGON ((-97.77146599999999 30.273814, -97.769356 30.276686, -97.769139 30.276963, -97.76625 30.276788, -97.76263899999999 30.274827, -97.753964 30.271539, -97.75277299999999 30.273949, -97.760857 30.277604, -97.75912 30.280226, -97.756199 30.278801, -97.75417399999999 30.277852, -97.75016699999999 30.276493, -97.751999 30.274222, -97.75089899999999 30.271028, -97.75248599999999 30.269445, -97.75035199999999 30.267887, -97.75203599999999 30.264186, -97.75265399999999 30.264568, -97.75449499999999 30.264975, -97.755984 30.26542, -97.76065699999999 30.267526, -97.76460899999999 30.269107, -97.76968199999999 30.27162, -97.77160499999999 30.273636, -97.77146599999999 30.273814))"
484530012003,0.0,48,453,001200,3,56.0,0.0,732.0,0.0,732.0,26.0,51.0,0.0,836.0,581.0,16.0,0.0,0.0,0.0,0.0,68.0,4972.0,92.0,29.0,0.0,449.0,16.0,0.0,1125.0,0.0,0.0,45.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,0.0,0.0,14.0,37.8,761.0,581.0,782600.0,0.0,78.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,548.0,0.0,0.0,0.0,16.0,581.0,70.0,0.0,0.0,26.0,48.0,44.0,14.0,0.0,820.0,0.0,581.0,9.0,42.0,0.0,0.0,124.0,0.0,22.0,836.0,0.0,31.0,0.0,0.0,581.0,0.0,68.0,836.0,0.0,0.0,57371.0,319.0,43.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,448.0,484530012003,48453001200,48453,48453,48,453,001200,3,1500000US484530012003,484530012003,3,BG,278895,0,"POLYGON ((-97.760857 30.277604, -97.75277299999999 30.273949, -97.753964 30.271539, -97.76263899999999 30.274827, -97.760857 30.277604))"
484530013031,0.0,48,453,001303,1,110.0,0.0,1243.0,0.0,1243.0,23.0,0.0,0.0,1505.0,901.0,0.0,0.0,0.0,0.0,0.0,130.0,4019.0,107.0,12.0,5.0,536.0,37.0,0.0,1785.0,0.0,0.0,8.0,0.0,0.0,0.0,1162.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,97.0,35.1,1300.0,901.0,428300.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,44.0,0.0,39.0,1183.0,0.0,0.0,0.0,0.0,901.0,0.0,0.0,0.0,11.0,41.0,36.0,24.0,29.0,1468.0,0.0,901.0,67.0,9.0,0.0,0.0,173.0,0.0,0.0,1505.0,0.0,148.0,0.0,0.0,901.0,0.0,7.0,1505.0,64.0,0.0,71513.0,513.0,21.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,774.0,484530013031,48453001303,48453,48453,48,453,001303,1,1500000US484530013031,484530013031,1,BG,710768,43869,"POLYGON ((-97.76888099999999 30.261681, -97.768315 30.261777, -97.765372 30.265031, -97.764285 30.265483, -97.761034 30.267268, -97.76065699999999 30.267526, -97.755984 30.26542, -97.75449499999999 30.264975, -97.754589 30.264816, -97.75707299999999 30.260608, -97.761494 30.261992, -97.76232 30.261184, -97.76475099999999 30.257778, -97.77023 30.260168, -97.76888099999999 30.261681))"
484530013032,0.0,48,453,001303,2,92.0,0.0,1321.0,0.0,1321.0,11.0,1.0,89.0,1660.0,1045.0,11.0,2.0,0.0,0.0,1.0,97.0,4019.0,261.0,51.0,0.0,714.0,77.0,0.0,1146.0,0.0,0.0,8.0,0.0,0.0,2.0,1087.0,0.0,0.0,0.0,0.0,9.0,1.0,19.0,30.0,0.0,0.0,16.0,40.2,1487.0,1045.0,421300.0,27.0,13.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,1.53,0.0,19.0,0.0,8.0,1171.0,0.0,0.0,0.0,0.0,1045.0,0.0,0.0,0.0,0.0,41.0,1.0,13.0,12.0,1525.0,0.0,1045.0,99.0,9.0,0.0,0.0,222.0,0.0,0.0,1660.0,0.0,67.0,0.0,0.0,1045.0,0.0,191.0,1650.0,64.0,0.0,67994.0,495.0,84.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,276.0,0.0,707.0,484530013032,48453001303,48453,48453,48,453,001303,2,1500000US484530013032,484530013032,2,BG,635029,0,"POLYGON ((-97.76475099999999 30.257778, -97.76232 30.261184, -97.761494 30.261992, -97.75707299999999 30.260608, -97.76212799999999 30.2522, -97.764837 30.249181, -97.764701 30.250904, -97.76777199999999 30.253001, -97.76475099999999 30.257778))"
484530013033,0.0,48,453,001303,3,90.0,0.0,418.0,0.0,418.0,0.0,0.0,0.0,864.0,363.0,0.0,0.0,0.0,0.0,8.0,67.0,4019.0,12.0,0.0,0.0,28.0,104.0,0.0,1912.0,0.0,0.0,8.0,0.0,0.0,7.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,636.0,363.0,648800.0,27.0,13.0,73.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,13.0,16.0,2.38,0.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,363.0,0.0,0.0,0.0,11.0,41.0,0.0,20.0,0.0,687.0,0.0,363.0,138.0,9.0,0.0,0.0,70.0,0.0,0.0,864.0,0.0,0.0,0.0,0.0,363.0,0.0,0.0,864.0,64.0,0.0,79397.0,189.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,441.0,484530013033,48453001303,48453,48453,48,453,001303,3,1500000US484530013033,484530013033,3,BG,350498,0,"POLYGON ((-97.77226399999999 30.259345, -97.770067 30.261303, -97.76888099999999 30.261681, -97.77023 30.260168, -97.76475099999999 30.257778, -97.76777199999999 30.253001, -97.771474 30.255647, -97.77109799999999 30.256827, -97.772819 30.257992, -97.77226399999999 30.259345))"
484530013041,20.0,48,453,001304,1,105.0,0.0,656.0,0.0,656.0,14.0,14.0,0.0,1337.0,656.0,0.0,0.0,0.0,0.0,13.0,97.0,4351.0,89.0,40.0,0.0,330.0,35.0,0.0,1482.0,62.0,0.0,31.0,41.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,83.0,34.9,1106.0,656.0,468400.0,8.0,88.0,43.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,44.0,0.0,0.0,1018.0,0.0,0.0,0.0,1.0,656.0,11.0,0.0,0.0,32.0,121.0,17.0,11.0,0.0,1259.0,0.0,656.0,82.0,152.0,0.0,0.0,355.0,0.0,32.0,1337.0,0.0,25.0,0.0,0.0,656.0,0.0,36.0,1337.0,11.0,0.0,57349.0,351.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,484530013041,48453001304,48453,48453,48,453,001304,1,1500000US484530013041,484530013041,1,BG,648074,0,"POLYGON ((-97.77918299999999 30.240275, -97.77618699999999 30.245072, -97.77718299999999 30.246924, -97.769947 30.248413, -97.76898399999999 30.246016, -97.770037 30.244912, -97.771266 30.242702, -97.773096 30.237401, -97.776859 30.239109, -97.77918299999999 30.240275))"
484530013042,20.0,48,453,001304,2,117.0,0.0,559.0,0.0,559.0,15.0,0.0,0.0,1292.0,537.0,0.0,1.0,0.0,0.0,0.0,59.0,4351.0,64.0,32.0,0.0,202.0,33.0,0.0,1303.0,62.0,0.0,31.0,23.0,0.0,18.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,67.0,31.8,938.0,537.0,720200.0,8.0,88.0,42.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,18.0,74.0,0.0,0.0,776.0,0.0,0.0,0.0,1.0,537.0,11.0,0.0,0.0,1.0,121.0,11.0,0.0,1.0,1217.0,0.0,537.0,185.0,152.0,0.0,0.0,118.0,0.0,32.0,1292.0,0.0,55.0,0.0,0.0,537.0,0.0,22.0,1292.0,11.0,0.0,63109.0,341.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,639.0,484530013042,48453001304,48453,48453,48,453,001304,2,1500000US484530013042,484530013042,2,BG,343617,0,"POLYGON ((-97.775291 30.256859, -97.772819 30.257992, -97.77109799999999 30.256827, -97.771474 30.255647, -97.76777199999999 30.253001, -97.76930999999999 30.250546, -97.773456 30.252631, -97.77704299999999 30.254729, -97.775291 30.256859))"
484530013043,20.0,48,453,001304,3,49.0,0.0,421.0,0.0,421.0,0.0,56.0,90.0,890.0,374.0,0.0,0.0,0.0,0.0,0.0,44.0,4351.0,0.0,54.0,25.0,182.0,11.0,0.0,1322.0,62.0,0.0,31.0,6.0,0.0,0.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,43.0,39.2,666.0,374.0,558600.0,8.0,88.0,96.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,67.0,0.0,0.0,532.0,0.0,0.0,0.0,1.0,374.0,11.0,0.0,0.0,0.0,121.0,11.0,35.0,26.0,783.0,0.0,374.0,142.0,152.0,0.0,0.0,281.0,0.0,32.0,890.0,0.0,0.0,0.0,0.0,374.0,0.0,0.0,890.0,11.0,0.0,53204.0,197.0,38.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,358.0,484530013043,48453001304,48453,48453,48,453,001304,3,1500000US484530013043,484530013043,3,BG,363059,0,"POLYGON ((-97.779056 30.252052, -97.77704299999999 30.254729, -97.773456 30.252631, -97.77718299999999 30.246924, -97.77868199999999 30.246156, -97.78128199999999 30.248268, -97.779056 30.252052))"
484530013044,20.0,48,453,001304,4,38.0,0.0,508.0,0.0,508.0,0.0,0.0,0.0,832.0,488.0,0.0,0.0,0.0,0.0,0.0,23.0,4351.0,61.0,62.0,0.0,308.0,13.0,0.0,1289.0,62.0,26.0,31.0,0.0,0.0,0.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,33.6,724.0,488.0,440000.0,8.0,88.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0,1.0,488.0,11.0,0.0,0.0,0.0,121.0,13.0,13.0,0.0,819.0,0.0,488.0,43.0,152.0,0.0,0.0,78.0,0.0,32.0,832.0,0.0,23.0,0.0,0.0,488.0,0.0,30.0,832.0,11.0,0.0,56015.0,224.0,22.0,0.0,0.0,12.0,0.0,0.0,0.0,21.0,0.0,20.0,0.0,349.0,484530013044,48453001304,48453,48453,48,453,001304,4,1500000US484530013044,484530013044,4,BG,473234,0,"POLYGON ((-97.773456 30.252631, -97.76930999999999 30.250546, -97.76777199999999 30.253001, -97.764701 30.250904, -97.764837 30.249181, -97.76898399999999 30.246016, -97.769947 30.248413, -97.77718299999999 30.246924, -97.773456 30.252631))"
484530013051,0.0,48,453,001305,1,49.0,0.0,803.0,0.0,803.0,0.0,0.0,0.0,1344.0,803.0,0.0,0.0,0.0,0.0,0.0,8.0,5652.0,186.0,24.0,20.0,709.0,0.0,0.0,1369.0,0.0,91.0,42.0,0.0,0.0,12.0,1149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,191.0,30.9,1155.0,803.0,456300.0,66.0,166.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,1160.0,0.0,0.0,0.0,0.0,803.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,1344.0,0.0,803.0,8.0,52.0,0.0,0.0,97.0,0.0,0.0,1344.0,0.0,17.0,0.0,0.0,803.0,0.0,39.0,1344.0,35.0,0.0,58594.0,437.0,11.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,484530013051,48453001305,48453,48453,48,453,001305,1,1500000US484530013051,484530013051,1,BG,1106325,65346,"POLYGON ((-97.754589 30.264816, -97.75449499999999 30.264975, -97.75265399999999 30.264568, -97.75203599999999 30.264186, -97.74973199999999 30.263589, -97.74861399999999 30.263164, -97.747603 30.262773, -97.74517499999999 30.261651, -97.74865299999999 30.252273, -97.751881 30.249689, -97.75490699999999 30.250025, -97.75428099999999 30.251504, -97.756845 30.253835, -97.75348199999999 30.259584, -97.75707299999999 30.260608, -97.754589 30.264816))"
484530013052,0.0,48,453,001305,2,108.0,0.0,678.0,0.0,678.0,16.0,0.0,0.0,1417.0,566.0,0.0,18.0,40.0,0.0,0.0,132.0,5652.0,445.0,59.0,0.0,260.0,121.0,0.0,1240.0,0.0,0.0,42.0,0.0,0.0,17.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,15.0,0.0,0.0,9.0,32.6,997.0,566.0,397100.0,66.0,166.0,138.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,22.0,120.0,0.0,18.0,784.0,0.0,0.0,0.0,0.0,566.0,0.0,0.0,0.0,17.0,205.0,36.0,0.0,182.0,1158.0,0.0,566.0,186.0,52.0,0.0,0.0,390.0,0.0,0.0,1417.0,0.0,10.0,0.0,0.0,566.0,0.0,69.0,1417.0,35.0,0.0,47018.0,279.0,52.0,0.0,0.0,66.0,0.0,17.0,0.0,0.0,0.0,112.0,0.0,628.0,484530013052,48453001305,48453,48453,48,453,001305,2,1500000US484530013052,484530013052,2,BG,611066,0,"POLYGON ((-97.76898399999999 30.246016, -97.764837 30.249181, -97.76379799999999 30.249937, -97.75582399999999 30.247448, -97.758853 30.242629, -97.75962199999999 30.242111, -97.76858199999999 30.245501, -97.76898399999999 30.246016))"
484530013053,0.0,48,453,001305,3,63.0,0.0,880.0,0.0,880.0,44.0,1.0,0.0,1500.0,844.0,0.0,0.0,0.0,0.0,0.0,66.0,5652.0,276.0,48.0,0.0,432.0,10.0,0.0,1416.0,0.0,59.0,42.0,0.0,0.0,0.0,915.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,39.0,42.3,1217.0,844.0,474700.0,66.0,166.0,20.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,1.74,17.0,84.0,0.0,1.0,982.0,0.0,0.0,0.0,0.0,844.0,0.0,0.0,0.0,9.0,205.0,0.0,0.0,51.0,1470.0,0.0,844.0,104.0,52.0,0.0,0.0,139.0,9.0,0.0,1500.0,0.0,19.0,0.0,0.0,844.0,0.0,58.0,1471.0,35.0,0.0,47386.0,442.0,67.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,758.0,484530013053,48453001305,48453,48453,48,453,001305,3,1500000US484530013053,484530013053,3,BG,655707,0,"POLYGON ((-97.758853 30.242629, -97.75582399999999 30.247448, -97.75490699999999 30.250025, -97.751881 30.249689, -97.74865299999999 30.252273, -97.749105 30.251116, -97.752172 30.24291, -97.75243399999999 30.241923, -97.75282299999999 30.239906, -97.753519 30.23876, -97.756452 30.240587, -97.75962199999999 30.242111, -97.758853 30.242629))"
484530013054,0.0,48,453,001305,4,65.0,0.0,735.0,0.0,735.0,0.0,0.0,0.0,1420.0,654.0,0.0,0.0,0.0,0.0,0.0,78.0,5652.0,88.0,103.0,0.0,270.0,24.0,0.0,1676.0,0.0,0.0,42.0,0.0,0.0,0.0,987.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,0.0,0.0,66.0,36.2,1200.0,654.0,564300.0,66.0,166.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,50.0,0.0,0.0,1084.0,0.0,0.0,0.0,0.0,654.0,0.0,0.0,0.0,35.0,205.0,12.0,10.0,0.0,1388.0,0.0,654.0,146.0,52.0,0.0,0.0,447.0,0.0,0.0,1420.0,0.0,0.0,0.0,0.0,654.0,0.0,14.0,1420.0,35.0,0.0,50422.0,547.0,97.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,809.0,484530013054,48453001305,48453,48453,48,453,001305,4,1500000US484530013054,484530013054,4,BG,701551,0,"POLYGON ((-97.764837 30.249181, -97.76212799999999 30.2522, -97.75707299999999 30.260608, -97.75348199999999 30.259584, -97.756845 30.253835, -97.75428099999999 30.251504, -97.75490699999999 30.250025, -97.75582399999999 30.247448, -97.76379799999999 30.249937, -97.764837 30.249181))"
