index,B19001_017E,state,county,tract,block group,B25064_001E,B23025_005E,B27001_054E,B01001_027E,B15003_011E,B01001_021E,B25044_001E,B25024_001E,B03002_004E,B25024_010E,B27001_048E,B15003_009E,B27001_029E,B27001_014E,B16004_012E,B01001_003E,B03002_001E,B16004_017E,B27001_005E,B19055_002E,B16004_066E,B19301_001E,B16004_057E,B27001_020E,B01001_024E,B01001_048E,B27001_045E,B27001_026E,B01001_045E,B15003_014E,B25077_001E,B16004_067E,B16004_045E,B11005_005E,B16004_052E,B16004_040E,B03002_006E,B15003_015E,C24010_038E,B27001_036E,B16004_007E,B15003_004E,C24010_068E,B15003_006E,B16004_030E,B15003_005E,B01001_023E,B27001_001E,B25003_003E,B16004_029E,B03002_012E,B15003_013E,B17021_002E,B25002_003E,B25002_001E,B11001_006E,B25010_001E,C24010_032E,B03002_005E,B27001_011E,B01002_001E,B25044_003E,B16004_013E,B01001_025E,B19001_001E,B15003_001E,B16004_022E,B01001_020E,B16004_035E,B19055_001E,B25044_010E,B15003_002E,B01001_049E,B16004_001E,B27001_023E,B16004_018E,B15003_010E,B16004_023E,C24010_055E,B16004_061E,B01001_001E,B11005_003E,B27001_039E,B27001_017E,B16004_056E,B01001_046E,B16004_008E,B27001_033E,B15003_003E,B01001_044E,B16004_044E,B01001_026E,B01001_022E,B15003_012E,B11001_001E,B15003_008E,B27001_042E,B16004_051E,B25003_001E,B27001_008E,C24010_001E,B27001_051E,B27001_057E,B16004_039E,B16004_034E,B17021_001E,B15003_016E,B15003_007E,B01001_047E,B16004_062E,C24010_019E,B23025_003E,bg_fips,tract_fips,country_fips,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,NAMELSAD,LSAD,ALAND,AWATER,geometry
484530326003,225.0,48,453,032600,3,1494.983870967742,38.0,28.0,9.0,0.0,0.0,381.0,391.0,0.0,0.0,45.0,0.0,0.0,0.0,8.0,43.0,1169.0,7.0,0.0,55.0,0.0,82596.0,0.0,34.0,15.0,0.0,12.0,30.0,15.0,0.0,691400.0,0.0,0.0,37.0,0.0,0.0,503.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5879.0,34.0,0.0,187.0,0.0,0.0,10.0,391.0,17.0,3.07,0.0,0.0,0.0,46.1,0.0,0.0,15.0,381.0,777.0,0.0,7.0,0.0,381.0,0.0,0.0,8.0,1117.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.0,216.0,0.0,12.0,0.0,33.0,0.0,0.0,0.0,21.0,0.0,478.0,9.0,0.0,381.0,0.0,20.0,0.0,381.0,40.0,589.0,18.0,0.0,0.0,0.0,1169.0,0.0,0.0,0.0,0.0,12.0,627.0,484530326003,48453032600,48453,48453,48,453,032600,3,1500000US484530326003,484530326003,3,Block Group 3,BG,1229162,0,"POLYGON ((-97.77922700000001 30.413948, -97.775301 30.417803, -97.77488700000001 30.417868, -97.77185799999999 30.414671, -97.769701 30.411432, -97.76826800000001 30.411446, -97.768243 30.411021, -97.76995599999999 30.407663, -97.76985500000001 30.406635, -97.76923499999999 30.405652, -97.76864399999999 30.404321, -97.76751 30.402141, -97.76752500000001 30.400748, -97.771021 30.400754, -97.77582200000001 30.400767, -97.776382 30.402285, -97.776023 30.404844, -97.77695799999999 30.410347, -97.77922700000001 30.413948))"
484530327001,295.0,48,453,032700,1,2270.0,178.0,38.0,79.0,0.0,42.0,989.0,989.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,114.0,2337.0,0.0,0.0,211.0,0.0,64350.0,0.0,0.0,20.0,16.0,0.0,0.0,7.0,0.0,422300.0,0.0,0.0,67.0,0.0,0.0,293.0,0.0,638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4464.0,92.0,0.0,233.0,0.0,5.0,0.0,989.0,67.0,2.36,11.0,0.0,0.0,41.4,50.0,0.0,5.0,989.0,1724.0,0.0,85.0,0.0,989.0,0.0,1.0,8.0,2144.0,0.0,0.0,0.0,0.0,42.0,0.0,2337.0,376.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,21.0,0.0,1164.0,25.0,0.0,989.0,0.0,33.0,0.0,989.0,0.0,1317.0,0.0,0.0,0.0,8.0,2327.0,0.0,0.0,22.0,0.0,34.0,1495.0,484530327001,48453032700,48453,48453,48,453,032700,1,1500000US484530327001,484530327001,1,Block Group 1,BG,1183401,0,"POLYGON ((-97.782764 30.428842, -97.77930600000001 30.431337, -97.777287 30.431946, -97.77634 30.429768, -97.773563 30.430743, -97.772876 30.430244, -97.77327 30.429921, -97.770493 30.428838, -97.768179 30.423385, -97.765383 30.421615, -97.76319100000001 30.421004, -97.764353 30.419236, -97.765193 30.418074, -97.767816 30.419409, -97.768908 30.417697, -97.770082 30.417394, -97.772042 30.418632, -97.772981 30.420664, -97.771933 30.421838, -97.773425 30.42174, -97.77583799999999 30.423392, -97.776977 30.426131, -97.77827600000001 30.425145, -97.77939000000001 30.426166, -97.781059 30.427706, -97.782994 30.428279, -97.782764 30.428842))"
484530327002,72.0,48,453,032700,2,1709.0,50.0,38.0,165.0,28.0,21.0,807.0,898.0,186.0,0.0,0.0,0.0,0.0,9.0,0.0,94.0,2127.0,0.0,0.0,157.0,0.0,44980.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,438600.0,0.0,0.0,41.0,0.0,0.0,54.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4464.0,320.0,0.0,239.0,0.0,61.0,91.0,898.0,87.0,2.64,30.0,0.0,0.0,34.6,0.0,0.0,15.0,807.0,1517.0,0.0,8.0,0.0,807.0,0.0,27.0,55.0,1868.0,0.0,0.0,0.0,0.0,45.0,0.0,2127.0,271.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,6.0,0.0,1057.0,29.0,0.0,807.0,0.0,33.0,0.0,807.0,0.0,1145.0,0.0,0.0,0.0,0.0,2127.0,36.0,0.0,68.0,0.0,27.0,1195.0,484530327002,48453032700,48453,48453,48,453,032700,2,1500000US484530327002,484530327002,2,Block Group 2,BG,952976,0,"POLYGON ((-97.773563 30.430743, -97.76798599999999 30.432571, -97.76605600000001 30.432411, -97.765609 30.432407, -97.75917800000001 30.429292, -97.762759 30.423163, -97.76319100000001 30.421004, -97.765383 30.421615, -97.768179 30.423385, -97.770493 30.428838, -97.77327 30.429921, -97.772876 30.430244, -97.773563 30.430743))"
484530328001,204.0,48,453,032800,1,1389.0,293.0,0.0,5.0,0.0,27.0,1140.0,1188.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2583.0,0.0,0.0,393.0,0.0,58331.0,0.0,127.0,27.0,71.0,14.0,0.0,38.0,0.0,559100.0,0.0,0.0,10.0,0.0,0.0,180.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2551.0,457.0,0.0,476.0,0.0,7.0,48.0,1188.0,0.0,2.27,10.0,0.0,0.0,46.6,9.0,0.0,93.0,1140.0,2129.0,0.0,19.0,9.0,1140.0,95.0,0.0,108.0,2559.0,14.0,0.0,12.0,0.0,27.0,0.0,2583.0,276.0,0.0,20.0,9.0,87.0,0.0,0.0,0.0,9.0,0.0,1314.0,123.0,0.0,1140.0,12.0,0.0,0.0,1140.0,0.0,1156.0,0.0,0.0,0.0,0.0,2583.0,0.0,0.0,66.0,0.0,10.0,1449.0,484530328001,48453032800,48453,48453,48,453,032800,1,1500000US484530328001,484530328001,1,Block Group 1,BG,2186531,0,"POLYGON ((-97.76995599999999 30.407663, -97.768243 30.411021, -97.76826800000001 30.411446, -97.76757600000001 30.411672, -97.767436 30.41164, -97.76609999999999 30.410099, -97.764228 30.409297, -97.763105 30.407911, -97.75985300000001 30.406214, -97.759241 30.405158, -97.759811 30.403363, -97.761101 30.401237, -97.76304 30.399356, -97.762844 30.398577, -97.76050600000001 30.39831, -97.75608 30.396219, -97.754757 30.394855, -97.756855 30.392098, -97.759873 30.390388, -97.759843 30.388251, -97.762485 30.38803, -97.76680399999999 30.385124, -97.7684 30.387827, -97.76800900000001 30.389417, -97.76978099999999 30.39266, -97.767578 30.396488, -97.76752500000001 30.400748, -97.76751 30.402141, -97.76864399999999 30.404321, -97.76923499999999 30.405652, -97.76985500000001 30.406635, -97.76995599999999 30.407663))"
484530329001,362.0,48,453,032900,1,1468.0,37.0,0.0,11.0,0.0,113.0,1555.0,1671.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3124.0,0.0,0.0,261.0,0.0,82162.0,0.0,0.0,0.0,19.0,0.0,0.0,101.0,0.0,846300.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7963.0,628.0,0.0,315.0,0.0,187.0,116.0,1671.0,12.0,2.01,0.0,19.0,0.0,44.2,12.0,0.0,0.0,1555.0,2392.0,0.0,87.0,0.0,1555.0,0.0,0.0,12.0,3113.0,9.0,0.0,44.0,0.0,102.0,0.0,3124.0,432.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,72.0,0.0,1645.0,11.0,0.0,1555.0,0.0,13.0,0.0,1555.0,0.0,1750.0,0.0,0.0,0.0,0.0,3124.0,0.0,0.0,0.0,0.0,87.0,1787.0,484530329001,48453032900,48453,48453,48,453,032900,1,1500000US484530329001,484530329001,1,Block Group 1,BG,16568584,653830,"POLYGON ((-97.851645 30.352111, -97.850585 30.35328, -97.841183 30.348381, -97.83698200000001 30.35502, -97.83368 30.353636, -97.83301400000001 30.353752, -97.832578 30.354137, -97.832442 30.355691, -97.83256299999999 30.356568, -97.832157 30.357759, -97.832678 30.358041, -97.83261899999999 30.358173, -97.832573 30.358268, -97.831666 30.360155, -97.831524 30.361074, -97.830299 30.362906, -97.829482 30.365221, -97.828799 30.365139, -97.828948 30.366483, -97.82856099999999 30.369059, -97.823581 30.370014, -97.820834 30.370858, -97.821018 30.371693, -97.824753 30.374149, -97.824985 30.377047, -97.82351800000001 30.376995, -97.823663 30.379777, -97.820528 30.381711, -97.81863300000001 30.382448, -97.81993199999999 30.383607, -97.819954 30.384617, -97.818251 30.383421, -97.81635900000001 30.382572, -97.811925 30.382093, -97.807363 30.379651, -97.805981 30.378149, -97.804346 30.373798, -97.804057 30.373151, -97.80306 30.371016, -97.801991 30.369497, -97.801818 30.369273, -97.79808300000001 30.36632, -97.795547 30.362977, -97.791999 30.359445, -97.791352 30.359289, -97.79190699999999 30.358063, -97.796826 30.349986, -97.800089 30.351591, -97.802379 30.352171, -97.80568599999999 30.352022, -97.806937 30.351499, -97.809512 30.349154, -97.81244100000001 30.344135, -97.81424699999999 30.341821, -97.819138 30.336511, -97.82459799999999 30.330115, -97.825661 30.32907, -97.830636 30.325226, -97.83587799999999 30.323921, -97.83989 30.324347, -97.842668 30.32622, -97.844357 30.330905, -97.844448 30.336255, -97.84519299999999 30.340398, -97.84571099999999 30.341436, -97.847465 30.346705, -97.85063100000001 30.351292, -97.851343 30.351873, -97.851645 30.352111))"
484530329002,479.0,48,453,032900,2,1466.3819188191883,37.0,0.0,40.0,0.0,0.0,785.0,785.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2584.0,0.0,0.0,195.0,0.0,103921.0,0.0,0.0,27.0,6.0,0.0,0.0,27.0,0.0,740000.0,0.0,0.0,31.0,0.0,0.0,231.0,0.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7963.0,16.0,23.0,347.0,41.0,46.0,0.0,785.0,13.0,3.29,23.0,0.0,0.0,44.1,0.0,0.0,0.0,785.0,1614.0,0.0,62.0,0.0,785.0,0.0,0.0,0.0,2519.0,9.0,0.0,0.0,0.0,36.0,0.0,2584.0,408.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,14.0,0.0,1333.0,85.0,0.0,785.0,0.0,13.0,0.0,785.0,0.0,1074.0,0.0,0.0,13.0,0.0,2584.0,38.0,0.0,12.0,0.0,0.0,1111.0,484530329002,48453032900,48453,48453,48,453,032900,2,1500000US484530329002,484530329002,2,Block Group 2,BG,5262747,112237,"POLYGON ((-97.864245 30.358144, -97.86280600000001 30.36098, -97.863514 30.362688, -97.860669 30.365316, -97.85922100000001 30.365327, -97.861819 30.367479, -97.861853 30.368674, -97.860105 30.371211, -97.858287 30.371435, -97.857136 30.372208, -97.856194 30.373965, -97.854049 30.375328, -97.85266900000001 30.377735, -97.85130100000001 30.376913, -97.84740600000001 30.376252, -97.84520000000001 30.374243, -97.845015 30.372776, -97.846672 30.369081, -97.849036 30.366336, -97.850685 30.364946, -97.851758 30.36267, -97.85078799999999 30.362184, -97.848837 30.362966, -97.84888599999999 30.363698, -97.846853 30.365738, -97.84248100000001 30.36599, -97.840575 30.364982, -97.83778 30.365045, -97.834338 30.361414, -97.831666 30.360155, -97.832573 30.358268, -97.83261899999999 30.358173, -97.832678 30.358041, -97.832157 30.357759, -97.83256299999999 30.356568, -97.832442 30.355691, -97.832578 30.354137, -97.83301400000001 30.353752, -97.83368 30.353636, -97.83698200000001 30.35502, -97.841183 30.348381, -97.850585 30.35328, -97.851645 30.352111, -97.851343 30.351873, -97.853767 30.35303, -97.857186 30.354703, -97.86197 30.354274, -97.863153 30.353668, -97.86362099999999 30.354246, -97.863849 30.355328, -97.8629 30.357094, -97.864255 30.357227, -97.864245 30.358144))"
484530329003,228.0,48,453,032900,3,1402.0,32.0,0.0,128.0,0.0,53.0,924.0,1012.0,35.0,0.0,0.0,0.0,0.0,0.0,13.0,51.0,2319.0,0.0,0.0,185.0,0.0,87215.0,0.0,0.0,50.0,0.0,0.0,0.0,14.0,0.0,939600.0,0.0,0.0,58.0,0.0,0.0,118.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,7963.0,473.0,16.0,413.0,0.0,0.0,88.0,1012.0,12.0,2.51,0.0,0.0,0.0,35.3,0.0,0.0,0.0,924.0,1685.0,0.0,0.0,0.0,924.0,15.0,0.0,0.0,2140.0,9.0,0.0,0.0,0.0,0.0,0.0,2319.0,365.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,14.0,0.0,1068.0,0.0,0.0,924.0,0.0,13.0,0.0,924.0,0.0,1322.0,0.0,0.0,0.0,0.0,2319.0,0.0,0.0,44.0,0.0,116.0,1354.0,484530329003,48453032900,48453,48453,48,453,032900,3,1500000US484530329003,484530329003,3,Block Group 3,BG,7449125,0,"POLYGON ((-97.85303999999999 30.37984, -97.851339 30.382232, -97.850269 30.387649, -97.848463 30.3893, -97.847657 30.391552, -97.845468 30.394537, -97.84442199999999 30.393782, -97.839375 30.39224, -97.832536 30.392146, -97.83115100000001 30.391896, -97.827313 30.389824, -97.819954 30.384617, -97.81993199999999 30.383607, -97.81863300000001 30.382448, -97.820528 30.381711, -97.823663 30.379777, -97.82351800000001 30.376995, -97.824985 30.377047, -97.824753 30.374149, -97.821018 30.371693, -97.820834 30.370858, -97.823581 30.370014, -97.82856099999999 30.369059, -97.828948 30.366483, -97.828799 30.365139, -97.829482 30.365221, -97.830299 30.362906, -97.831524 30.361074, -97.831666 30.360155, -97.834338 30.361414, -97.83778 30.365045, -97.840575 30.364982, -97.84248100000001 30.36599, -97.846853 30.365738, -97.84888599999999 30.363698, -97.848837 30.362966, -97.85078799999999 30.362184, -97.851758 30.36267, -97.850685 30.364946, -97.849036 30.366336, -97.846672 30.369081, -97.845015 30.372776, -97.84520000000001 30.374243, -97.84740600000001 30.376252, -97.85130100000001 30.376913, -97.85266900000001 30.377735, -97.85303999999999 30.37984))"
484530330001,67.0,48,453,033000,1,1514.0,100.0,0.0,32.0,0.0,1.0,1237.0,1325.0,27.0,42.0,51.0,0.0,0.0,248.0,0.0,29.0,2658.0,0.0,0.0,218.0,0.0,44119.0,0.0,76.0,18.0,58.0,22.0,0.0,41.0,6.0,348500.0,0.0,0.0,26.0,0.0,0.0,64.0,0.0,717.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,6.0,6782.0,635.0,97.0,937.0,2.0,317.0,88.0,1325.0,147.0,2.14,185.0,0.0,24.0,35.8,0.0,0.0,0.0,1237.0,2248.0,0.0,30.0,0.0,1237.0,0.0,1.0,0.0,2597.0,36.0,0.0,0.0,0.0,133.0,0.0,2658.0,125.0,111.0,94.0,0.0,19.0,21.0,0.0,0.0,81.0,0.0,1226.0,42.0,0.0,1237.0,0.0,148.0,0.0,1237.0,0.0,1764.0,23.0,0.0,0.0,0.0,2658.0,0.0,0.0,0.0,0.0,131.0,1864.0,484530330001,48453033000,48453,48453,48,453,033000,1,1500000US484530330001,484530330001,1,Block Group 1,BG,2645353,0,"POLYGON ((-97.901714 30.232398, -97.90118099999999 30.233234, -97.90021299999999 30.234532, -97.89146700000001 30.238444, -97.891836 30.239174, -97.89156 30.24245, -97.888587 30.247082, -97.884722 30.244599, -97.881415 30.241291, -97.877252 30.235741, -97.87578000000001 30.234695, -97.872614 30.233944, -97.874723 30.233418, -97.879293 30.230783, -97.882167 30.229399, -97.884925 30.228998, -97.888305 30.229195, -97.89144 30.229537, -97.893737 30.229874, -97.89420800000001 30.229935, -97.89487 30.230132, -97.898928 30.231331, -97.899461 30.231501, -97.901849 30.232239, -97.901714 30.232398))"
484530330002,120.0,48,453,033000,2,1786.0,69.0,0.0,191.0,0.0,92.0,1015.0,1015.0,0.0,15.0,51.0,0.0,0.0,248.0,0.0,51.0,2599.0,0.0,0.0,122.0,0.0,44824.0,0.0,76.0,0.0,0.0,22.0,0.0,59.0,0.0,366500.0,0.0,0.0,38.0,0.0,0.0,24.0,0.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6782.0,239.0,0.0,623.0,0.0,107.0,0.0,1015.0,21.0,2.56,0.0,0.0,24.0,36.8,22.0,0.0,0.0,1015.0,1749.0,0.0,0.0,0.0,1015.0,0.0,0.0,0.0,2357.0,36.0,0.0,29.0,0.0,34.0,0.0,2599.0,437.0,111.0,94.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1326.0,30.0,0.0,1015.0,0.0,148.0,0.0,1015.0,0.0,1423.0,23.0,0.0,0.0,0.0,2599.0,0.0,0.0,14.0,0.0,71.0,1492.0,484530330002,48453033000,48453,48453,48,453,033000,2,1500000US484530330002,484530330002,2,Block Group 2,BG,2117032,0,"POLYGON ((-97.911219 30.235238, -97.906531 30.242163, -97.905072 30.242347, -97.90428199999999 30.242235, -97.897738 30.248018, -97.89603200000001 30.247677, -97.89425900000001 30.249891, -97.888587 30.247082, -97.89156 30.24245, -97.891836 30.239174, -97.89146700000001 30.238444, -97.90021299999999 30.234532, -97.90118099999999 30.233234, -97.901714 30.232398, -97.901849 30.232239, -97.909356 30.234439, -97.91107599999999 30.234498, -97.911219 30.235238))"
484530330003,120.0,48,453,033000,3,1655.0,67.0,0.0,19.0,0.0,46.0,646.0,646.0,84.0,0.0,51.0,0.0,0.0,248.0,0.0,0.0,1525.0,0.0,0.0,186.0,0.0,58222.0,0.0,76.0,0.0,34.0,22.0,0.0,20.0,0.0,472300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6782.0,226.0,0.0,222.0,0.0,158.0,0.0,646.0,6.0,2.36,18.0,0.0,24.0,51.1,0.0,0.0,38.0,646.0,1194.0,0.0,13.0,0.0,646.0,0.0,29.0,6.0,1506.0,36.0,0.0,0.0,0.0,23.0,0.0,1525.0,91.0,111.0,94.0,0.0,29.0,0.0,0.0,0.0,13.0,0.0,924.0,26.0,0.0,646.0,0.0,148.0,0.0,646.0,0.0,757.0,23.0,0.0,0.0,0.0,1525.0,6.0,0.0,34.0,0.0,8.0,824.0,484530330003,48453033000,48453,48453,48,453,033000,3,1500000US484530330003,484530330003,3,Block Group 3,BG,4224426,0,"POLYGON ((-97.92726999999999 30.24628, -97.92415 30.247209, -97.91975600000001 30.251276, -97.912997 30.258467, -97.909823 30.259887, -97.90724299999999 30.260127, -97.899827 30.252761, -97.89425900000001 30.249891, -97.89603200000001 30.247677, -97.897738 30.248018, -97.90428199999999 30.242235, -97.905072 30.242347, -97.906531 30.242163, -97.911219 30.235238, -97.914658 30.236271, -97.919043 30.239387, -97.919934 30.240191, -97.92034700000001 30.240545, -97.92603099999999 30.245569, -97.92726999999999 30.24628))"
484530331001,420.0,48,453,033100,1,2162.0,43.0,0.0,51.0,0.0,24.0,979.0,1077.0,13.0,0.0,10.0,0.0,0.0,10.0,0.0,48.0,2417.0,0.0,0.0,239.0,0.0,77389.0,0.0,11.0,7.0,16.0,12.0,0.0,59.0,0.0,527200.0,0.0,0.0,116.0,0.0,0.0,18.0,0.0,465.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4778.0,80.0,0.0,187.0,19.0,127.0,98.0,1077.0,55.0,2.47,17.0,0.0,0.0,49.6,15.0,0.0,19.0,979.0,1736.0,0.0,39.0,0.0,979.0,11.0,0.0,14.0,2318.0,50.0,0.0,0.0,0.0,17.0,0.0,2417.0,291.0,0.0,14.0,0.0,78.0,0.0,0.0,0.0,39.0,0.0,1190.0,85.0,0.0,979.0,0.0,0.0,0.0,979.0,9.0,1136.0,0.0,0.0,0.0,0.0,2417.0,0.0,0.0,49.0,0.0,18.0,1179.0,484530331001,48453033100,48453,48453,48,453,033100,1,1500000US484530331001,484530331001,1,Block Group 1,BG,2311224,1457357,"POLYGON ((-97.991525 30.376469, -97.991495 30.37723, -97.989586 30.377469, -97.98155300000001 30.384299, -97.97805 30.388424, -97.974531 30.39128, -97.972712 30.392229, -97.97118399999999 30.393001, -97.968524 30.39397, -97.967682 30.393896, -97.964716 30.394008, -97.968007 30.387056, -97.967781 30.385324, -97.968795 30.383938, -97.96856699999999 30.381158, -97.96888800000001 30.378502, -97.970129 30.376542, -97.970218 30.374728, -97.97146499999999 30.372768, -97.97379100000001 30.371843, -97.97533199999999 30.370609, -97.977283 30.370656, -97.978782 30.368497, -97.981353 30.367595, -97.984184 30.370136, -97.986547 30.370225, -97.986896 30.366906, -97.988649 30.364024, -97.988624 30.36858, -97.99116600000001 30.367828, -97.98959000000001 30.369278, -97.98753499999999 30.3736, -97.986031 30.374163, -97.985018 30.376735, -97.99168400000001 30.373554, -97.991525 30.376469))"
484530331002,105.0,48,453,033100,2,3280.6875,10.0,0.0,0.0,0.0,48.0,711.0,761.0,24.0,0.0,10.0,0.0,0.0,10.0,0.0,36.0,1579.0,0.0,0.0,353.0,0.0,64895.0,0.0,11.0,28.0,35.0,12.0,0.0,90.0,0.0,429000.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,410.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4778.0,26.0,0.0,152.0,0.0,150.0,50.0,761.0,164.0,2.22,22.0,0.0,0.0,55.3,9.0,0.0,7.0,711.0,1302.0,0.0,16.0,0.0,711.0,3.0,3.0,7.0,1543.0,50.0,0.0,0.0,0.0,59.0,0.0,1579.0,122.0,0.0,14.0,0.0,122.0,0.0,0.0,0.0,27.0,0.0,796.0,61.0,0.0,711.0,0.0,0.0,0.0,711.0,9.0,892.0,0.0,0.0,0.0,0.0,1579.0,0.0,0.0,29.0,0.0,53.0,902.0,484530331002,48453033100,48453,48453,48,453,033100,2,1500000US484530331002,484530331002,2,Block Group 2,BG,1707674,0,"POLYGON ((-98.002084 30.365807, -98.001295 30.366976, -98.00078600000001 30.366836, -97.997623 30.366017, -97.996472 30.366602, -97.993275 30.366532, -97.99302299999999 30.363365, -97.989919 30.360651, -97.98678099999999 30.363058, -97.98342599999999 30.363153, -97.981472 30.361877, -97.98082100000001 30.36032, -97.980823 30.357456, -97.982564 30.357369, -97.985989 30.355398, -97.989345 30.355912, -97.99167199999999 30.35263, -97.99393600000001 30.351564, -97.995317 30.352219, -97.995968 30.356668, -97.999056 30.360312, -98.00115599999999 30.361857, -97.99960799999999 30.362965, -98.001468 30.36409, -98.002084 30.365807))"
484530331003,87.0,48,453,033100,3,1706.6565656565656,6.0,0.0,0.0,0.0,8.0,363.0,498.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,22.0,782.0,0.0,0.0,151.0,0.0,65124.0,0.0,11.0,14.0,7.0,12.0,0.0,16.0,0.0,438800.0,0.0,0.0,14.0,0.0,0.0,21.0,0.0,137.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4778.0,0.0,0.0,52.0,0.0,25.0,135.0,498.0,33.0,2.15,30.0,0.0,0.0,57.9,18.0,0.0,12.0,363.0,642.0,0.0,6.0,0.0,363.0,0.0,0.0,32.0,760.0,50.0,0.0,0.0,0.0,33.0,0.0,782.0,63.0,0.0,14.0,0.0,47.0,0.0,0.0,0.0,8.0,0.0,338.0,8.0,0.0,363.0,0.0,0.0,0.0,363.0,9.0,367.0,0.0,0.0,0.0,7.0,782.0,0.0,0.0,6.0,0.0,3.0,373.0,484530331003,48453033100,48453,48453,48,453,033100,3,1500000US484530331003,484530331003,3,Block Group 3,BG,1794036,357483,"POLYGON ((-98.00336799999999 30.372991, -97.998886 30.374445, -97.99863499999999 30.374473, -97.991495 30.37723, -97.991525 30.376469, -97.99168400000001 30.373554, -97.985018 30.376735, -97.986031 30.374163, -97.98753499999999 30.3736, -97.98959000000001 30.369278, -97.99116600000001 30.367828, -97.988624 30.36858, -97.988649 30.364024, -97.986896 30.366906, -97.986547 30.370225, -97.984184 30.370136, -97.981353 30.367595, -97.98034199999999 30.364382, -97.97872700000001 30.361603, -97.978891 30.357663, -97.980823 30.357456, -97.98082100000001 30.36032, -97.981472 30.361877, -97.98342599999999 30.363153, -97.98678099999999 30.363058, -97.989919 30.360651, -97.99302299999999 30.363365, -97.993275 30.366532, -97.996472 30.366602, -97.997623 30.366017, -98.00078600000001 30.366836, -97.999838 30.368635, -98.00372900000001 30.369044, -98.00336799999999 30.372991))"
484530332001,118.0,48,453,033200,1,2069.0,82.0,0.0,102.0,0.0,0.0,864.0,928.0,22.0,8.0,112.0,0.0,0.0,0.0,0.0,174.0,2605.0,0.0,174.0,69.0,0.0,47773.0,0.0,172.0,11.0,19.0,138.0,0.0,17.0,16.0,319800.0,0.0,0.0,85.0,0.0,0.0,298.0,49.0,809.0,5.0,0.0,0.0,0.0,0.0,82.0,0.0,10.0,4661.0,195.0,0.0,750.0,0.0,34.0,64.0,928.0,56.0,2.95,19.0,0.0,22.0,33.9,13.0,0.0,0.0,864.0,1756.0,0.0,0.0,0.0,864.0,0.0,0.0,5.0,2329.0,0.0,0.0,0.0,0.0,243.0,0.0,2605.0,350.0,0.0,102.0,0.0,12.0,0.0,0.0,0.0,17.0,0.0,1275.0,56.0,92.0,864.0,0.0,0.0,0.0,864.0,78.0,1491.0,21.0,0.0,0.0,0.0,2531.0,13.0,0.0,25.0,0.0,131.0,1573.0,484530332001,48453033200,48453,48453,48,453,033200,1,1500000US484530332001,484530332001,1,Block Group 1,BG,5990773,0,"POLYGON ((-97.857855 30.130641, -97.848709 30.138246, -97.84725 30.140453, -97.84661 30.141033, -97.846688 30.141121, -97.84749100000001 30.142035, -97.84711799999999 30.142328, -97.84693900000001 30.142584, -97.846924 30.143044, -97.84699000000001 30.144589, -97.847026 30.146159, -97.847103 30.149461, -97.84611599999999 30.149475, -97.84257599999999 30.149532, -97.838036 30.149628, -97.83319899999999 30.149834, -97.833175 30.149111, -97.833117 30.147451, -97.83295099999999 30.142056, -97.83296799999999 30.140522, -97.82999 30.140571, -97.83227100000001 30.130544, -97.83225899999999 30.126995, -97.83216 30.121315, -97.834306 30.113743, -97.835753 30.114775, -97.846734 30.122657, -97.847483 30.123195, -97.85463799999999 30.128332, -97.857855 30.130641))"
