index,B19001_017E,state,county,tract,block group,B25064_001E,B23025_005E,B27001_054E,B01001_027E,B15003_011E,B01001_021E,B25044_001E,B25024_001E,B03002_004E,B25024_010E,B27001_048E,B15003_009E,B27001_029E,B27001_014E,B16004_012E,B01001_003E,B03002_001E,B16004_017E,B27001_005E,B19055_002E,B16004_066E,B19301_001E,B16004_057E,B27001_020E,B01001_024E,B01001_048E,B27001_045E,B27001_026E,B01001_045E,B15003_014E,B25077_001E,B16004_067E,B16004_045E,B11005_005E,B16004_052E,B16004_040E,B03002_006E,B15003_015E,C24010_038E,B27001_036E,B16004_007E,B15003_004E,C24010_068E,B15003_006E,B16004_030E,B15003_005E,B01001_023E,B27001_001E,B25003_003E,B16004_029E,B03002_012E,B15003_013E,B17021_002E,B25002_003E,B25002_001E,B11001_006E,B25010_001E,C24010_032E,B03002_005E,B27001_011E,B01002_001E,B25044_003E,B16004_013E,B01001_025E,B19001_001E,B15003_001E,B16004_022E,B01001_020E,B16004_035E,B19055_001E,B25044_010E,B15003_002E,B01001_049E,B16004_001E,B27001_023E,B16004_018E,B15003_010E,B16004_023E,C24010_055E,B16004_061E,B01001_001E,B11005_003E,B27001_039E,B27001_017E,B16004_056E,B01001_046E,B16004_008E,B27001_033E,B15003_003E,B01001_044E,B16004_044E,B01001_026E,B01001_022E,B15003_012E,B11001_001E,B15003_008E,B27001_042E,B16004_051E,B25003_001E,B27001_008E,C24010_001E,B27001_051E,B27001_057E,B16004_039E,B16004_034E,B17021_001E,B15003_016E,B15003_007E,B01001_047E,B16004_062E,C24010_019E,B23025_003E,bg_fips,tract_fips,country_fips,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,NAMELSAD,LSAD,ALAND,AWATER,geometry
484530006072,0.0,48,453,000607,2,1348.0,32.0,0.0,0.0,0.0,0.0,324.0,478.0,141.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,1243.0,0.0,0.0,0.0,0.0,5771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269791.2708333333,0.0,0.0,0.0,0.0,0.0,202.0,0.0,225.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3295.0,300.0,0.0,307.0,0.0,440.0,154.0,478.0,67.0,1.67,0.0,0.0,83.0,20.1,12.0,0.0,0.0,324.0,60.0,0.0,0.0,0.0,324.0,37.0,0.0,0.0,1243.0,0.0,0.0,0.0,0.0,89.0,0.0,1243.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0,0.0,0.0,324.0,0.0,38.0,0.0,324.0,0.0,372.0,0.0,0.0,0.0,0.0,541.0,0.0,0.0,0.0,0.0,10.0,404.0,484530006072,48453000607,48453,48453,48,453,000607,2,1500000US484530006072,484530006072,2,Block Group 2,BG,90825,0,"POLYGON ((-97.747832 30.288162, -97.744682 30.287936, -97.744947 30.285263, -97.748107 30.285478, -97.747832 30.288162))"
484530006073,0.0,48,453,000607,3,1203.0,29.0,0.0,0.0,0.0,0.0,275.0,314.0,55.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,754.0,0.0,0.0,0.0,0.0,3572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331817.86363636365,0.0,0.0,0.0,0.0,0.0,195.0,0.0,179.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3295.0,261.0,0.0,178.0,0.0,435.0,39.0,314.0,10.0,1.69,0.0,0.0,83.0,21.2,0.0,0.0,0.0,275.0,74.0,0.0,0.0,0.0,275.0,65.0,0.0,0.0,754.0,0.0,0.0,0.0,0.0,52.0,0.0,754.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,0.0,0.0,275.0,0.0,38.0,0.0,275.0,0.0,317.0,0.0,0.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,62.0,346.0,484530006073,48453000607,48453,48453,48,453,000607,3,1500000US484530006073,484530006073,3,Block Group 3,BG,76968,0,"POLYGON ((-97.748107 30.285478, -97.744947 30.285263, -97.745175 30.282663, -97.748319 30.283551, -97.748107 30.285478))"
484530006081,0.0,48,453,000608,1,1314.0,33.0,0.0,0.0,0.0,0.0,323.0,422.0,215.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2156.0,0.0,0.0,20.0,0.0,6052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184999.6,0.0,0.0,0.0,0.0,0.0,734.0,0.0,481.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3434.0,323.0,10.0,396.0,0.0,682.0,99.0,422.0,0.0,2.9,0.0,0.0,93.0,20.3,0.0,0.0,0.0,323.0,27.0,0.0,0.0,0.0,323.0,80.0,0.0,0.0,2156.0,0.0,0.0,0.0,0.0,186.0,0.0,2156.0,0.0,115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,0.0,0.0,323.0,0.0,0.0,0.0,323.0,10.0,854.0,0.0,0.0,0.0,0.0,937.0,0.0,0.0,0.0,0.0,35.0,887.0,484530006081,48453000608,48453,48453,48,453,000608,1,1500000US484530006081,484530006081,1,Block Group 1,BG,89995,0,"POLYGON ((-97.744682 30.287936, -97.74155 30.287719, -97.74181 30.285, -97.744947 30.285263, -97.744682 30.287936))"
484530006082,0.0,48,453,000608,2,1200.0,109.0,0.0,2.0,0.0,0.0,310.0,388.0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1278.0,0.0,0.0,22.0,0.0,5520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336734.32653061225,0.0,0.0,50.0,0.0,0.0,197.0,0.0,289.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3434.0,310.0,78.0,382.0,0.0,696.0,78.0,388.0,50.0,3.13,0.0,0.0,93.0,20.3,0.0,0.0,0.0,310.0,135.0,0.0,0.0,0.0,310.0,45.0,0.0,0.0,1276.0,0.0,0.0,1.0,0.0,78.0,0.0,1278.0,50.0,115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.0,0.0,0.0,310.0,0.0,0.0,0.0,310.0,10.0,437.0,0.0,0.0,12.0,0.0,985.0,0.0,0.0,0.0,0.0,28.0,546.0,484530006082,48453000608,48453,48453,48,453,000608,2,1500000US484530006082,484530006082,2,Block Group 2,BG,99024,0,"POLYGON ((-97.744947 30.285263, -97.74181 30.285, -97.741906 30.283797, -97.741888 30.281735, -97.743216 30.282098, -97.745175 30.282663, -97.744947 30.285263))"
484530007001,121.0,48,453,000700,1,1351.0,32.0,0.0,25.0,0.0,22.0,779.0,880.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1372.0,0.0,0.0,80.0,0.0,76465.0,0.0,0.0,5.0,2.0,0.0,14.0,24.0,0.0,375500.0,0.0,0.0,0.0,0.0,0.0,217.0,2.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1372.0,479.0,2.0,375.0,0.0,466.0,101.0,880.0,0.0,1.74,6.0,1.0,18.0,29.1,20.0,0.0,0.0,779.0,821.0,0.0,14.0,0.0,779.0,91.0,5.0,0.0,1347.0,7.0,0.0,0.0,0.0,66.0,0.0,1372.0,54.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,5.0,0.0,779.0,0.0,0.0,0.0,779.0,0.0,842.0,0.0,0.0,0.0,0.0,1372.0,0.0,0.0,14.0,0.0,41.0,874.0,484530007001,48453000700,48453,48453,48,453,000700,1,1500000US484530007001,484530007001,1,Block Group 1,BG,1615143,0,"POLYGON ((-97.751814 30.283751, -97.748319 30.283551, -97.745175 30.282663, -97.743216 30.282098, -97.741888 30.281735, -97.739439 30.28102, -97.735709 30.279977, -97.730048 30.278506, -97.73249800000001 30.271846, -97.738232 30.273207, -97.738653 30.27206, -97.741106 30.272748, -97.742903 30.273241, -97.743032 30.274529, -97.750167 30.276493, -97.75111099999999 30.278585, -97.75091 30.279995, -97.750432 30.28056, -97.75084 30.28212, -97.751814 30.283751))"
484530008011,92.0,48,453,000801,1,383.0,40.0,0.0,48.0,5.0,16.0,765.0,882.0,86.0,0.0,16.0,4.0,0.0,7.0,0.0,93.0,1948.0,0.0,0.0,202.0,0.0,48813.0,0.0,29.0,23.0,20.0,0.0,0.0,0.0,16.0,436500.0,0.0,0.0,156.0,0.0,0.0,6.0,38.0,520.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,1890.0,207.0,14.0,766.0,0.0,286.0,117.0,882.0,128.0,2.46,42.0,0.0,0.0,37.1,17.0,0.0,32.0,765.0,1431.0,0.0,7.0,0.0,765.0,78.0,18.0,82.0,1807.0,36.0,0.0,8.0,0.0,62.0,0.0,1948.0,281.0,14.0,7.0,0.0,31.0,0.0,0.0,0.0,13.0,0.0,939.0,25.0,71.0,765.0,0.0,44.0,0.0,765.0,4.0,969.0,17.0,0.0,0.0,0.0,1890.0,47.0,0.0,0.0,0.0,72.0,1009.0,484530008011,48453000801,48453,48453,48,453,000801,1,1500000US484530008011,484530008011,1,Block Group 1,BG,1297989,0,"POLYGON ((-97.70904 30.265387, -97.704829 30.272419, -97.697907 30.273556, -97.69670600000001 30.269557, -97.69627199999999 30.268101, -97.694547 30.262393, -97.698335 30.261221, -97.698712 30.260665, -97.71026999999999 30.264774, -97.70904 30.265387))"
484530008021,84.0,48,453,000802,1,2105.0,99.0,0.0,68.0,0.0,0.0,482.0,525.0,187.0,0.0,30.0,0.0,0.0,112.0,0.0,9.0,1305.0,0.0,0.0,52.0,0.0,49169.0,0.0,0.0,0.0,11.0,206.0,0.0,0.0,13.0,391100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3917.0,162.0,0.0,207.0,0.0,81.0,43.0,525.0,31.0,2.71,0.0,0.0,0.0,35.4,0.0,0.0,8.0,482.0,1155.0,0.0,13.0,0.0,482.0,25.0,38.0,32.0,1228.0,13.0,0.0,0.0,0.0,16.0,0.0,1305.0,64.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,706.0,0.0,8.0,482.0,0.0,76.0,0.0,482.0,0.0,947.0,0.0,0.0,0.0,0.0,1305.0,0.0,0.0,9.0,0.0,0.0,1046.0,484530008021,48453000802,48453,48453,48,453,000802,1,1500000US484530008021,484530008021,1,Block Group 1,BG,501114,0,"POLYGON ((-97.7085 30.281336, -97.70849699999999 30.281826, -97.703945 30.282572, -97.700329 30.276862, -97.707722 30.275704, -97.711 30.275175, -97.7085 30.281336))"
484530008022,22.0,48,453,000802,2,782.1481481481482,39.0,0.0,42.0,0.0,100.0,576.0,628.0,552.0,0.0,30.0,0.0,0.0,112.0,0.0,128.0,1314.0,0.0,0.0,292.0,0.0,17755.0,0.0,0.0,0.0,0.0,206.0,0.0,154.0,94.0,413025.92184368736,0.0,0.0,132.0,0.0,0.0,0.0,107.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3917.0,518.0,24.0,644.0,0.0,926.0,52.0,628.0,269.0,2.25,33.0,0.0,0.0,37.5,0.0,0.0,14.0,576.0,898.0,0.0,0.0,0.0,576.0,385.0,3.0,0.0,1144.0,13.0,0.0,0.0,0.0,42.0,0.0,1314.0,132.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.0,0.0,0.0,576.0,0.0,76.0,0.0,576.0,0.0,317.0,0.0,0.0,0.0,0.0,1314.0,0.0,0.0,0.0,0.0,0.0,356.0,484530008022,48453000802,48453,48453,48,453,000802,2,1500000US484530008022,484530008022,2,Block Group 2,BG,380331,0,"POLYGON ((-97.710095 30.271413, -97.707722 30.275704, -97.700329 30.276862, -97.698437 30.274661, -97.697907 30.273556, -97.704829 30.272419, -97.707245 30.272438, -97.707982 30.272332, -97.710095 30.271413))"
484530008023,13.0,48,453,000802,3,434.0,0.0,0.0,24.0,0.0,0.0,323.0,357.0,127.0,0.0,30.0,36.0,0.0,112.0,0.0,50.0,1298.0,0.0,0.0,15.0,0.0,24978.0,0.0,0.0,0.0,5.0,206.0,0.0,0.0,0.0,472700.0,0.0,0.0,117.0,0.0,0.0,14.0,14.0,349.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,3917.0,227.0,0.0,470.0,0.0,506.0,34.0,357.0,123.0,4.02,2.0,0.0,0.0,20.7,1.0,0.0,0.0,323.0,572.0,0.0,2.0,0.0,323.0,50.0,2.0,1.0,1224.0,13.0,0.0,0.0,0.0,147.0,0.0,1298.0,189.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,766.0,0.0,0.0,323.0,0.0,76.0,0.0,323.0,0.0,645.0,0.0,0.0,0.0,0.0,1298.0,28.0,0.0,0.0,0.0,36.0,645.0,484530008023,48453000802,48453,48453,48,453,000802,3,1500000US484530008023,484530008023,3,Block Group 3,BG,830366,0,"POLYGON ((-97.71597800000001 30.27436, -97.711 30.275175, -97.707722 30.275704, -97.710095 30.271413, -97.707982 30.272332, -97.707245 30.272438, -97.704829 30.272419, -97.70904 30.265387, -97.71026999999999 30.264774, -97.711544 30.264201, -97.71323099999999 30.263193, -97.713162 30.264996, -97.71467800000001 30.266908, -97.715323 30.268302, -97.714247 30.270447, -97.71597800000001 30.27436))"
484530008031,122.0,48,453,000803,1,1922.0,22.0,0.0,37.0,0.0,11.0,892.0,901.0,342.0,4.0,32.0,0.0,0.0,61.0,0.0,23.0,1728.0,0.0,0.0,23.0,0.0,58353.0,0.0,41.0,0.0,0.0,0.0,0.0,142.0,0.0,508000.0,0.0,0.0,22.0,0.0,0.0,70.0,4.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3142.0,443.0,0.0,357.0,0.0,233.0,9.0,901.0,15.0,1.94,32.0,0.0,34.0,30.0,142.0,0.0,0.0,892.0,1586.0,0.0,0.0,0.0,892.0,48.0,16.0,0.0,1668.0,12.0,0.0,0.0,0.0,7.0,0.0,1728.0,80.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.0,0.0,57.0,892.0,0.0,71.0,0.0,892.0,0.0,1329.0,101.0,0.0,11.0,0.0,1728.0,0.0,0.0,4.0,0.0,49.0,1351.0,484530008031,48453000803,48453,48453,48,453,000803,1,1500000US484530008031,484530008031,1,Block Group 1,BG,468134,0,"POLYGON ((-97.717271 30.280438, -97.714288 30.280957, -97.70849699999999 30.281826, -97.7085 30.281336, -97.711 30.275175, -97.71597800000001 30.27436, -97.717271 30.280438))"
484530008032,19.0,48,453,000803,2,1078.0,12.0,0.0,22.0,0.0,0.0,335.0,400.0,255.0,0.0,32.0,0.0,0.0,61.0,0.0,0.0,767.0,0.0,0.0,50.0,0.0,44501.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,464700.0,0.0,0.0,14.0,0.0,0.0,25.0,8.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3142.0,156.0,24.0,95.0,21.0,74.0,65.0,400.0,29.0,2.08,14.0,0.0,34.0,39.2,0.0,0.0,0.0,335.0,689.0,0.0,0.0,0.0,335.0,19.0,2.0,29.0,745.0,12.0,0.0,0.0,0.0,37.0,0.0,767.0,36.0,0.0,66.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,3.0,335.0,0.0,71.0,0.0,335.0,0.0,614.0,101.0,0.0,0.0,0.0,723.0,0.0,12.0,0.0,0.0,32.0,626.0,484530008032,48453000803,48453,48453,48,453,000803,2,1500000US484530008032,484530008032,2,Block Group 2,BG,262455,0,"POLYGON ((-97.721237 30.279806, -97.717271 30.280438, -97.71597800000001 30.27436, -97.719908 30.273786, -97.721237 30.279806))"
484530008033,68.0,48,453,000803,3,1732.0,96.0,0.0,0.0,0.0,0.0,339.0,349.0,147.0,0.0,32.0,0.0,0.0,61.0,0.0,0.0,691.0,0.0,0.0,6.0,0.0,56087.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,616300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3142.0,182.0,0.0,18.0,0.0,188.0,10.0,349.0,0.0,2.04,15.0,0.0,34.0,31.7,0.0,0.0,6.0,339.0,505.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,691.0,12.0,0.0,0.0,0.0,0.0,0.0,691.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,339.0,0.0,71.0,0.0,339.0,0.0,482.0,101.0,0.0,0.0,0.0,691.0,0.0,0.0,0.0,0.0,51.0,578.0,484530008033,48453000803,48453,48453,48,453,000803,3,1500000US484530008033,484530008033,3,Block Group 3,BG,714402,0,"POLYGON ((-97.73249800000001 30.271846, -97.730048 30.278506, -97.728487 30.278568, -97.721237 30.279806, -97.719908 30.273786, -97.73188500000001 30.271868, -97.73249800000001 30.271846))"
484530008041,42.0,48,453,000804,1,914.0,30.0,0.0,14.0,0.0,48.0,456.0,504.0,347.0,0.0,11.0,0.0,0.0,72.0,0.0,20.0,995.0,0.0,0.0,107.0,0.0,46335.0,0.0,32.0,0.0,19.0,70.0,0.0,27.0,0.0,470700.0,0.0,0.0,44.0,0.0,0.0,7.0,84.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2659.0,198.0,23.0,231.0,0.0,170.0,48.0,504.0,63.0,2.18,14.0,0.0,44.0,40.9,8.0,0.0,8.0,456.0,825.0,0.0,8.0,0.0,456.0,63.0,6.0,5.0,961.0,22.0,0.0,16.0,0.0,144.0,0.0,995.0,76.0,84.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,510.0,0.0,22.0,456.0,11.0,39.0,0.0,456.0,0.0,581.0,34.0,0.0,0.0,5.0,995.0,0.0,0.0,0.0,0.0,23.0,611.0,484530008041,48453000804,48453,48453,48,453,000804,1,1500000US484530008041,484530008041,1,Block Group 1,BG,385739,0,"POLYGON ((-97.720519 30.266065, -97.718884 30.269596, -97.719908 30.273786, -97.71597800000001 30.27436, -97.714247 30.270447, -97.715323 30.268302, -97.71467800000001 30.266908, -97.717973 30.265185, -97.719294 30.265635, -97.720519 30.266065))"
484530008042,95.0,48,453,000804,2,1572.011884550085,134.0,0.0,105.0,0.0,25.0,616.0,650.0,544.0,0.0,11.0,11.0,0.0,72.0,0.0,67.0,1664.0,0.0,0.0,98.0,0.0,40582.0,0.0,32.0,12.0,0.0,70.0,0.0,23.0,0.0,483500.0,0.0,23.0,49.0,0.0,0.0,17.0,74.0,435.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,2659.0,313.0,57.0,409.0,0.0,545.0,34.0,650.0,42.0,2.7,63.0,6.0,44.0,34.0,0.0,0.0,0.0,616.0,1244.0,0.0,0.0,0.0,616.0,139.0,12.0,6.0,1492.0,22.0,0.0,25.0,0.0,13.0,0.0,1664.0,140.0,84.0,27.0,0.0,24.0,0.0,0.0,0.0,7.0,11.0,947.0,0.0,51.0,616.0,0.0,39.0,26.0,616.0,0.0,834.0,34.0,0.0,0.0,0.0,1664.0,42.0,0.0,0.0,0.0,37.0,968.0,484530008042,48453000804,48453,48453,48,453,000804,2,1500000US484530008042,484530008042,2,Block Group 2,BG,661895,0,"POLYGON ((-97.73249800000001 30.271846, -97.73188500000001 30.271868, -97.719908 30.273786, -97.718884 30.269596, -97.720519 30.266065, -97.732996 30.270465, -97.73249800000001 30.271846))"
484530009011,38.0,48,453,000901,1,2327.0,0.0,0.0,0.0,0.0,0.0,493.0,515.0,326.0,0.0,0.0,0.0,0.0,144.0,0.0,144.0,1556.0,0.0,83.0,43.0,0.0,32668.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,474100.0,0.0,0.0,44.0,0.0,0.0,22.0,25.0,447.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3128.0,165.0,0.0,633.0,11.0,605.0,22.0,515.0,83.0,3.16,21.0,0.0,20.0,31.6,25.0,0.0,0.0,493.0,1021.0,0.0,0.0,0.0,493.0,0.0,0.0,0.0,1412.0,14.0,0.0,0.0,0.0,115.0,0.0,1556.0,147.0,75.0,10.0,0.0,33.0,0.0,0.0,11.0,0.0,0.0,707.0,9.0,0.0,493.0,0.0,97.0,0.0,493.0,0.0,996.0,0.0,0.0,0.0,0.0,1533.0,30.0,0.0,0.0,0.0,28.0,996.0,484530009011,48453000901,48453,48453,48,453,000901,1,1500000US484530009011,484530009011,1,Block Group 1,BG,308259,0,"POLYGON ((-97.720956 30.265006, -97.719294 30.265635, -97.717973 30.265185, -97.71467800000001 30.266908, -97.713162 30.264996, -97.71323099999999 30.263193, -97.71746 30.261475, -97.722112 30.262577, -97.720956 30.265006))"
484530009012,116.0,48,453,000901,2,1858.0,29.0,0.0,33.0,0.0,0.0,769.0,856.0,208.0,0.0,0.0,14.0,0.0,144.0,0.0,12.0,1572.0,0.0,83.0,31.0,0.0,65712.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,659100.0,0.0,0.0,37.0,0.0,0.0,88.0,0.0,586.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3128.0,691.0,20.0,373.0,14.0,115.0,87.0,856.0,69.0,1.54,40.0,0.0,20.0,28.3,0.0,0.0,0.0,769.0,1100.0,0.0,7.0,0.0,769.0,156.0,0.0,0.0,1527.0,14.0,0.0,0.0,0.0,76.0,0.0,1572.0,48.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0,9.0,0.0,769.0,0.0,97.0,0.0,769.0,0.0,1107.0,0.0,0.0,0.0,0.0,1184.0,28.0,0.0,0.0,0.0,36.0,1136.0,484530009012,48453000901,48453,48453,48,453,000901,2,1500000US484530009012,484530009012,2,Block Group 2,BG,558862,0,"POLYGON ((-97.734037 30.267646, -97.732996 30.270465, -97.720519 30.266065, -97.719294 30.265635, -97.720956 30.265006, -97.722112 30.262577, -97.727993 30.264657, -97.728882 30.264945, -97.729083 30.265018, -97.730069 30.265321, -97.730335 30.265426, -97.731122 30.265662, -97.731718 30.265913, -97.73437199999999 30.266732, -97.734037 30.267646))"
484530009021,115.0,48,453,000902,1,2953.0,92.0,35.0,0.0,53.0,0.0,542.0,576.0,7.0,0.0,48.0,0.0,0.0,98.0,0.0,52.0,1387.0,0.0,0.0,143.0,0.0,64398.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,0.0,0.0,166.0,0.0,0.0,22.0,7.0,187.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,5292.0,219.0,0.0,885.0,15.0,69.0,34.0,576.0,90.0,2.52,0.0,0.0,68.0,35.7,53.0,0.0,0.0,542.0,1108.0,0.0,0.0,0.0,542.0,15.0,45.0,0.0,1335.0,50.0,0.0,0.0,0.0,15.0,0.0,1387.0,204.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,55.0,542.0,0.0,94.0,30.0,542.0,0.0,874.0,0.0,0.0,0.0,0.0,1387.0,17.0,0.0,30.0,0.0,185.0,966.0,484530009021,48453000902,48453,48453,48,453,000902,1,1500000US484530009021,484530009021,1,Block Group 1,BG,694940,0,"POLYGON ((-97.71323099999999 30.263193, -97.711544 30.264201, -97.71026999999999 30.264774, -97.698712 30.260665, -97.701673 30.256036, -97.70439 30.257822, -97.709495 30.260127, -97.71746 30.261475, -97.71323099999999 30.263193))"
484530009022,112.0,48,453,000902,2,1507.0,0.0,35.0,17.0,0.0,0.0,983.0,1019.0,70.0,0.0,48.0,27.0,0.0,98.0,0.0,0.0,1565.0,0.0,0.0,102.0,0.0,62231.0,0.0,21.0,0.0,0.0,0.0,0.0,28.0,0.0,370200.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,357.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5292.0,612.0,0.0,476.0,8.0,187.0,36.0,1019.0,0.0,1.59,0.0,0.0,68.0,36.1,0.0,0.0,0.0,983.0,1443.0,0.0,54.0,0.0,983.0,185.0,35.0,0.0,1548.0,50.0,0.0,0.0,0.0,73.0,0.0,1565.0,46.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,569.0,8.0,54.0,983.0,0.0,94.0,0.0,983.0,0.0,1099.0,0.0,0.0,0.0,0.0,1565.0,8.0,0.0,0.0,0.0,0.0,1099.0,484530009022,48453000902,48453,48453,48,453,000902,2,1500000US484530009022,484530009022,2,Block Group 2,BG,1011524,0,"POLYGON ((-97.722112 30.262577, -97.71746 30.261475, -97.709495 30.260127, -97.70439 30.257822, -97.701673 30.256036, -97.704545 30.251931, -97.708748 30.251726, -97.71278100000001 30.252988, -97.711108 30.256628, -97.72299 30.260658, -97.722112 30.262577))"
484530009023,23.0,48,453,000902,3,941.0,39.0,35.0,0.0,59.0,0.0,450.0,575.0,25.0,14.0,48.0,55.0,0.0,98.0,0.0,0.0,853.0,0.0,0.0,291.0,0.0,34848.0,0.0,21.0,0.0,25.0,0.0,0.0,0.0,14.0,459000.0,0.0,0.0,73.0,0.0,0.0,14.0,0.0,115.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5292.0,238.0,55.0,526.0,25.0,230.0,125.0,575.0,91.0,1.88,0.0,0.0,68.0,53.5,0.0,0.0,21.0,450.0,710.0,0.0,23.0,0.0,450.0,181.0,25.0,21.0,853.0,50.0,0.0,58.0,0.0,0.0,0.0,853.0,73.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,450.0,0.0,94.0,18.0,450.0,0.0,289.0,0.0,0.0,0.0,0.0,853.0,0.0,0.0,37.0,0.0,34.0,328.0,484530009023,48453000902,48453,48453,48,453,000902,3,1500000US484530009023,484530009023,3,Block Group 3,BG,525137,0,"POLYGON ((-97.72299 30.260658, -97.711108 30.256628, -97.71278100000001 30.252988, -97.72461 30.257132, -97.72299 30.260658))"
484530009024,198.0,48,453,000902,4,1993.0,68.0,35.0,0.0,0.0,0.0,1105.0,1389.0,178.0,34.0,48.0,0.0,0.0,98.0,0.0,0.0,1487.0,0.0,0.0,142.0,0.0,96701.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,448700.0,0.0,0.0,0.0,0.0,0.0,126.0,11.0,432.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5292.0,961.0,0.0,113.0,0.0,194.0,284.0,1389.0,0.0,1.35,0.0,0.0,68.0,33.3,0.0,0.0,0.0,1105.0,1378.0,0.0,33.0,0.0,1105.0,274.0,0.0,0.0,1487.0,50.0,0.0,0.0,0.0,21.0,0.0,1487.0,34.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,11.0,0.0,648.0,21.0,0.0,1105.0,0.0,94.0,0.0,1105.0,0.0,1134.0,0.0,0.0,0.0,0.0,1487.0,0.0,0.0,0.0,0.0,100.0,1202.0,484530009024,48453000902,48453,48453,48,453,000902,4,1500000US484530009024,484530009024,4,Block Group 4,BG,809825,0,"POLYGON ((-97.734722 30.265792, -97.73437199999999 30.266732, -97.731718 30.265913, -97.731122 30.265662, -97.730335 30.265426, -97.730069 30.265321, -97.729083 30.265018, -97.728882 30.264945, -97.727993 30.264657, -97.722112 30.262577, -97.72299 30.260658, -97.72461 30.257132, -97.73059600000001 30.259193, -97.736553 30.261207, -97.734722 30.265792))"
