index,B16004_007E,state,county,tract,block group,B15003_007E,C24010_019E,B19301_001E,B27001_005E,B15003_011E,B25003_003E,B03002_005E,B15003_013E,B11001_006E,B19055_002E,B15003_003E,B16004_039E,B27001_048E,B16004_034E,B27001_020E,B27001_017E,B23025_003E,B27001_042E,B15003_001E,C24010_032E,B16004_012E,B27001_054E,B27001_026E,B11005_003E,B01001_024E,B01001_046E,B25003_001E,B16004_067E,B01001_003E,B01001_020E,B03002_004E,B17021_001E,B01001_045E,B16004_013E,B01001_027E,B25064_001E,B01002_001E,B25044_010E,B15003_016E,B16004_056E,B15003_015E,B03002_006E,B01001_044E,B16004_062E,B16004_061E,B27001_029E,B01001_001E,B27001_011E,B25044_003E,B01001_047E,B27001_023E,B01001_021E,B15003_014E,B15003_009E,B25024_010E,B16004_001E,B15003_005E,B25024_001E,B15003_010E,B16004_057E,B27001_036E,B27001_008E,B17021_002E,B03002_001E,B27001_014E,C24010_055E,B25002_003E,B01001_023E,B15003_012E,B15003_008E,B16004_029E,B16004_052E,B16004_035E,C24010_001E,B25044_001E,B16004_044E,B01001_049E,B27001_051E,B19055_001E,B27001_039E,B27001_001E,B16004_040E,B15003_006E,B27001_045E,B25002_001E,B01001_026E,B15003_004E,B19001_001E,B27001_033E,B16004_023E,B11001_001E,B23025_005E,B16004_030E,B16004_045E,B16004_008E,B01001_048E,B16004_018E,B16004_022E,B16004_051E,C24010_038E,B19001_017E,B16004_017E,B27001_057E,B11005_005E,B16004_066E,B03002_012E,C24010_068E,B01001_022E,B25077_001E,B01001_025E,B15003_002E,B25010_001E,bg_fips,tract_fips,country_fips,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
484530017411,0.0,48,453,001741,1,0.0,22.0,55537.0,0.0,0.0,204.0,10.0,11.0,32.0,162.0,0.0,0.0,22.0,0.0,69.0,53.0,1037.0,60.0,1385.0,31.0,0.0,0.0,0.0,220.0,11.0,23.0,808.0,0.0,67.0,28.0,11.0,1884.0,33.0,0.0,0.0,1629.0,47.1,0.0,32.0,0.0,0.0,208.0,20.0,0.0,0.0,0.0,1884.0,17.0,9.0,13.0,36.0,11.0,0.0,0.0,51.0,1817.0,0.0,977.0,0.0,0.0,4.0,5.0,82.0,1884.0,44.0,68.0,169.0,24.0,10.0,0.0,0.0,0.0,0.0,989.0,808.0,0.0,0.0,53.0,808.0,0.0,3328.0,0.0,0.0,24.0,977.0,889.0,0.0,808.0,4.0,0.0,808.0,48.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,409.0,121.0,0.0,0.0,27.0,0.0,274.0,0.0,12.0,294800.0,16.0,0.0,2.33,484530017411,48453001741,48453,48453,48,453,001741,1,1500000US484530017411,484530017411,1,BG,6162070,3826706,"POLYGON Z ((-97.96204899999999 30.382459 0, -97.95763799999999 30.387498 0, -97.95569499999999 30.38994 0, -97.95509299999999 30.391733 0, -97.95495299999999 30.393808 0, -97.94619299999999 30.3938 0, -97.94515299999999 30.394056 0, -97.944001 30.394664 0, -97.942611 30.396445 0, -97.940568 30.398074 0, -97.93975499999999 30.401259 0, -97.93745 30.40227 0, -97.932423 30.403108 0, -97.931074 30.402661 0, -97.92671899999999 30.403317 0, -97.92724699999999 30.405162 0, -97.92638699999999 30.407854 0, -97.926841 30.412123 0, -97.92423099999999 30.413315 0, -97.921628 30.416005 0, -97.92277299999999 30.418487 0, -97.91940199999999 30.421676 0, -97.911563 30.423249 0, -97.91108699999999 30.422215 0, -97.907495 30.413983 0, -97.90654499999999 30.411688 0, -97.90311899999999 30.404854 0, -97.90298199999999 30.404581 0, -97.90084 30.400763 0, -97.89994899999999 30.396392 0, -97.899215 30.39478 0, -97.89998399999999 30.394238 0, -97.905805 30.392619 0, -97.907264 30.392077 0, -97.90955799999999 30.390976 0, -97.910676 30.392678 0, -97.912645 30.395118 0, -97.917519 30.39661 0, -97.92302599999999 30.396738 0, -97.9298 30.397619 0, -97.932356 30.396355 0, -97.934805 30.393579 0, -97.93680000000001 30.391969 0, -97.940411 30.389844 0, -97.94163999999999 30.388247 0, -97.942505 30.387017 0, -97.94308699999999 30.382267 0, -97.944214 30.380959 0, -97.944711 30.380446 0, -97.945759 30.378945 0, -97.946376 30.376856 0, -97.947057 30.374272 0, -97.94809599999999 30.374766 0, -97.958063 30.379397 0, -97.958512 30.379736 0, -97.960262 30.381569 0, -97.961573 30.38216 0, -97.96204899999999 30.382459 0))"
484530017412,0.0,48,453,001741,2,0.0,85.0,47908.0,0.0,0.0,107.0,0.0,0.0,77.0,167.0,0.0,0.0,22.0,0.0,69.0,53.0,814.0,60.0,1062.0,6.0,0.0,0.0,0.0,185.0,0.0,0.0,633.0,0.0,13.0,16.0,0.0,1444.0,22.0,0.0,46.0,1019.0,46.0,0.0,0.0,0.0,45.0,19.0,12.0,0.0,0.0,0.0,1444.0,17.0,0.0,19.0,36.0,22.0,0.0,0.0,137.0,1385.0,0.0,769.0,0.0,0.0,4.0,5.0,132.0,1444.0,44.0,90.0,136.0,0.0,7.0,0.0,67.0,0.0,0.0,786.0,633.0,0.0,12.0,53.0,633.0,0.0,3328.0,0.0,0.0,24.0,769.0,779.0,0.0,633.0,4.0,0.0,633.0,28.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,394.0,81.0,0.0,0.0,52.0,0.0,322.0,0.0,22.0,297000.0,21.0,0.0,2.28,484530017412,48453001741,48453,48453,48,453,001741,2,1500000US484530017412,484530017412,2,BG,6041853,3566640,"POLYGON Z ((-97.95187399999999 30.426711 0, -97.951218 30.428999 0, -97.948882 30.432487 0, -97.94677 30.434183 0, -97.93865799999999 30.437319 0, -97.93459399999999 30.437463 0, -97.931394 30.437239 0, -97.92668999999999 30.436183 0, -97.923361 30.434871 0, -97.919979 30.432968 0, -97.91915299999999 30.432503 0, -97.91545699999999 30.429511 0, -97.91302499999999 30.426311 0, -97.911563 30.423249 0, -97.91940199999999 30.421676 0, -97.92277299999999 30.418487 0, -97.921628 30.416005 0, -97.92423099999999 30.413315 0, -97.926841 30.412123 0, -97.92638699999999 30.407854 0, -97.92724699999999 30.405162 0, -97.92671899999999 30.403317 0, -97.931074 30.402661 0, -97.932423 30.403108 0, -97.93745 30.40227 0, -97.93975499999999 30.401259 0, -97.940568 30.398074 0, -97.942611 30.396445 0, -97.941265 30.398696 0, -97.940561 30.400904 0, -97.940833 30.404168 0, -97.94191099999999 30.406943 0, -97.94233699999999 30.40804 0, -97.945667 30.412468 0, -97.947958 30.415205 0, -97.95125 30.419783 0, -97.95146799999999 30.420358 0, -97.952162 30.423959 0, -97.95187399999999 30.426711 0))"
484530017421,0.0,48,453,001742,1,0.0,181.0,27099.0,38.0,9.0,331.0,0.0,65.0,113.0,139.0,0.0,0.0,73.0,0.0,117.0,66.0,1295.0,47.0,1538.0,108.0,0.0,0.0,0.0,287.0,0.0,0.0,829.0,0.0,172.0,38.0,0.0,2427.0,37.0,0.0,104.0,1353.0,32.7,0.0,0.0,0.0,62.0,0.0,26.0,0.0,0.0,0.0,2427.0,152.0,0.0,0.0,53.0,12.0,18.0,0.0,217.0,2151.0,7.0,829.0,91.0,0.0,16.0,41.0,545.0,2427.0,280.0,111.0,0.0,14.0,0.0,0.0,167.0,0.0,0.0,1208.0,829.0,0.0,0.0,62.0,829.0,116.0,6564.0,0.0,6.0,78.0,829.0,1210.0,0.0,829.0,0.0,0.0,829.0,87.0,77.0,0.0,0.0,37.0,0.0,0.0,0.0,527.0,29.0,0.0,0.0,90.0,0.0,966.0,0.0,36.0,230700.0,0.0,13.0,2.93,484530017421,48453001742,48453,48453,48,453,001742,1,1500000US484530017421,484530017421,1,BG,6407105,155208,"POLYGON Z ((-97.945759 30.378945 0, -97.944711 30.380446 0, -97.944214 30.380959 0, -97.94308699999999 30.382267 0, -97.942505 30.387017 0, -97.94163999999999 30.388247 0, -97.940411 30.389844 0, -97.93680000000001 30.391969 0, -97.934805 30.393579 0, -97.932356 30.396355 0, -97.9298 30.397619 0, -97.92302599999999 30.396738 0, -97.917519 30.39661 0, -97.912645 30.395118 0, -97.910676 30.392678 0, -97.90955799999999 30.390976 0, -97.91109399999999 30.390492 0, -97.913405 30.388272 0, -97.91448299999999 30.384781 0, -97.914322 30.375697 0, -97.916844 30.375734 0, -97.917965 30.377 0, -97.91955 30.377041 0, -97.91942899999999 30.375301 0, -97.92155 30.376081 0, -97.92345 30.373482 0, -97.927053 30.375628 0, -97.92763699999999 30.37422 0, -97.93087799999999 30.3727 0, -97.93629199999999 30.373184 0, -97.93680999999999 30.372342 0, -97.939877 30.375346 0, -97.94304299999999 30.376156 0, -97.94441599999999 30.376434 0, -97.946376 30.376856 0, -97.945759 30.378945 0))"
484530017422,0.0,48,453,001742,2,0.0,207.0,38043.0,38.0,0.0,289.0,0.0,62.0,62.0,184.0,0.0,10.0,73.0,21.0,117.0,66.0,2336.0,47.0,2568.0,145.0,0.0,0.0,0.0,697.0,26.0,58.0,1313.0,0.0,211.0,37.0,0.0,4137.0,23.0,0.0,204.0,1432.0,34.5,0.0,12.0,0.0,14.0,256.0,9.0,0.0,0.0,0.0,4137.0,152.0,0.0,42.0,53.0,47.0,26.0,0.0,212.0,3722.0,0.0,1496.0,167.0,0.0,16.0,41.0,663.0,4137.0,280.0,301.0,183.0,0.0,0.0,0.0,277.0,0.0,0.0,2072.0,1313.0,0.0,0.0,62.0,1313.0,116.0,6564.0,0.0,0.0,78.0,1496.0,2134.0,0.0,1313.0,0.0,0.0,1313.0,264.0,280.0,0.0,41.0,24.0,0.0,0.0,0.0,965.0,241.0,0.0,0.0,68.0,0.0,1293.0,0.0,24.0,316700.0,0.0,0.0,3.15,484530017422,48453001742,48453,48453,48,453,001742,2,1500000US484530017422,484530017422,2,BG,14846880,384590,"POLYGON Z ((-97.969747 30.338805 0, -97.968875 30.34059 0, -97.96462199999999 30.346466 0, -97.962935 30.351586 0, -97.961376 30.354215 0, -97.957967 30.357693 0, -97.954852 30.358985 0, -97.953728 30.36021 0, -97.951871 30.364846 0, -97.94794399999999 30.37109 0, -97.947057 30.374272 0, -97.946376 30.376856 0, -97.94441599999999 30.376434 0, -97.94304299999999 30.376156 0, -97.939877 30.375346 0, -97.93680999999999 30.372342 0, -97.93629199999999 30.373184 0, -97.93087799999999 30.3727 0, -97.92763699999999 30.37422 0, -97.927053 30.375628 0, -97.92345 30.373482 0, -97.92155 30.376081 0, -97.91942899999999 30.375301 0, -97.91955 30.377041 0, -97.917965 30.377 0, -97.916844 30.375734 0, -97.914322 30.375697 0, -97.913815 30.369803 0, -97.913882 30.368831 0, -97.913488 30.362202 0, -97.916788 30.354402 0, -97.92182199999999 30.349228 0, -97.930674 30.34004 0, -97.93404799999999 30.336451 0, -97.936233 30.336584 0, -97.93586999999999 30.33801 0, -97.938211 30.339491 0, -97.93879899999999 30.337478 0, -97.940702 30.339166 0, -97.94352099999999 30.339368 0, -97.94440499999999 30.340842 0, -97.94624399999999 30.342241 0, -97.948759 30.342324 0, -97.951089 30.344099 0, -97.953187 30.342747 0, -97.954903 30.342494 0, -97.955792 30.343193 0, -97.95817599999999 30.342048 0, -97.95935399999999 30.340373 0, -97.959778 30.339685 0, -97.96046 30.33961 0, -97.96168499999999 30.338941 0, -97.962638 30.337153 0, -97.962538 30.335645 0, -97.96136799999999 30.333958 0, -97.96137999999999 30.33327 0, -97.960601 30.332951 0, -97.96103099999999 30.330678 0, -97.962249 30.32867 0, -97.96300599999999 30.327409 0, -97.963382 30.326781 0, -97.96346199999999 30.326649 0, -97.96377799999999 30.326923 0, -97.96425099999999 30.327498 0, -97.967044 30.330452 0, -97.969706 30.336441 0, -97.969747 30.338805 0))"
484530017451,0.0,48,453,001745,1,0.0,25.0,55281.0,14.0,0.0,0.0,0.0,0.0,8.0,104.0,0.0,0.0,11.0,0.0,12.0,10.0,423.0,7.0,645.0,15.0,0.0,0.0,0.0,85.0,11.0,16.0,361.0,0.0,22.0,31.0,10.0,785.0,21.0,0.0,16.0,1162.0,51.5,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,785.0,7.0,0.0,16.0,14.0,10.0,8.0,0.0,0.0,747.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,785.0,140.0,39.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,413.0,361.0,0.0,0.0,24.0,361.0,0.0,2506.0,0.0,0.0,10.0,388.0,377.0,0.0,361.0,0.0,0.0,361.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,47.0,0.0,0.0,21.0,0.0,60.0,0.0,0.0,277900.0,0.0,0.0,2.17,484530017451,48453001745,48453,48453,48,453,001745,1,1500000US484530017451,484530017451,1,BG,2502928,0,"POLYGON Z ((-97.755084 30.427231 0, -97.75331299999999 30.426656 0, -97.751358 30.429013 0, -97.748553 30.428874 0, -97.745099 30.428136 0, -97.742204 30.428503 0, -97.74122799999999 30.429634 0, -97.74107699999999 30.42986 0, -97.739734 30.431054 0, -97.73865599999999 30.432007 0, -97.73857099999999 30.434522 0, -97.73606199999999 30.437194 0, -97.728882 30.432699 0, -97.72954799999999 30.429413 0, -97.73015199999999 30.425972 0, -97.73004999999999 30.423287 0, -97.72954799999999 30.416147 0, -97.731408 30.417553 0, -97.730531 30.419645 0, -97.730721 30.42183 0, -97.73460999999999 30.421485 0, -97.736553 30.422289 0, -97.73827999999999 30.41956 0, -97.742103 30.421466 0, -97.744227 30.420411 0, -97.745193 30.419026 0, -97.74703599999999 30.419032 0, -97.74766199999999 30.421886 0, -97.74832499999999 30.423035 0, -97.749833 30.424347 0, -97.75494499999999 30.426887 0, -97.755084 30.427231 0))"
484530017452,0.0,48,453,001745,2,0.0,148.0,38327.0,14.0,0.0,329.0,0.0,0.0,129.0,204.0,0.0,0.0,11.0,0.0,12.0,10.0,924.0,7.0,1284.0,0.0,0.0,0.0,0.0,177.0,0.0,8.0,709.0,0.0,67.0,63.0,87.0,1721.0,8.0,0.0,15.0,1162.0,38.3,121.0,15.0,0.0,7.0,61.0,8.0,0.0,8.0,0.0,1721.0,7.0,0.0,0.0,14.0,0.0,15.0,0.0,15.0,1639.0,0.0,709.0,0.0,0.0,0.0,0.0,220.0,1721.0,140.0,15.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,828.0,709.0,0.0,77.0,24.0,709.0,0.0,2506.0,0.0,0.0,10.0,709.0,711.0,0.0,709.0,0.0,0.0,709.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,60.0,0.0,0.0,107.0,0.0,282.0,0.0,42.0,239000.0,96.0,33.0,2.39,484530017452,48453001745,48453,48453,48,453,001745,2,1500000US484530017452,484530017452,2,BG,907823,0,"POLYGON Z ((-97.744227 30.420411 0, -97.742103 30.421466 0, -97.73827999999999 30.41956 0, -97.736553 30.422289 0, -97.73460999999999 30.421485 0, -97.730721 30.42183 0, -97.730531 30.419645 0, -97.731408 30.417553 0, -97.72954799999999 30.416147 0, -97.72921099999999 30.412079 0, -97.729175 30.411567 0, -97.73100000000001 30.412127 0, -97.731585 30.412504 0, -97.737245 30.415204 0, -97.745193 30.419026 0, -97.744227 30.420411 0))"
484530017461,0.0,48,453,001746,1,0.0,29.0,36824.0,11.0,18.0,300.0,0.0,0.0,95.0,129.0,0.0,0.0,30.0,0.0,7.0,24.0,1465.0,76.0,1729.0,8.0,0.0,0.0,0.0,226.0,8.0,16.0,994.0,0.0,84.0,0.0,111.0,2108.0,9.0,0.0,91.0,989.0,37.0,36.0,16.0,0.0,24.0,12.0,23.0,0.0,0.0,0.0,2205.0,13.0,0.0,34.0,41.0,16.0,0.0,0.0,0.0,2030.0,0.0,1028.0,29.0,0.0,19.0,36.0,170.0,2205.0,108.0,77.0,34.0,24.0,19.0,0.0,31.0,0.0,0.0,1341.0,994.0,0.0,49.0,32.0,994.0,18.0,3716.0,0.0,13.0,52.0,1028.0,1155.0,0.0,994.0,0.0,0.0,994.0,124.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,676.0,74.0,0.0,0.0,85.0,0.0,647.0,0.0,0.0,216900.0,0.0,0.0,2.12,484530017461,48453001746,48453,48453,48,453,001746,1,1500000US484530017461,484530017461,1,BG,1924060,0,"POLYGON Z ((-97.842968 30.194284 0, -97.842275 30.195319 0, -97.83341999999999 30.190957 0, -97.83099 30.189966 0, -97.830466 30.190039 0, -97.828898 30.188666 0, -97.83048599999999 30.186334 0, -97.83210199999999 30.187144 0, -97.83287199999999 30.185894 0, -97.831249 30.185109 0, -97.831892 30.183766 0, -97.833416 30.185242 0, -97.83615899999999 30.180837 0, -97.83584599999999 30.180494 0, -97.836704 30.179927 0, -97.83976199999999 30.181737 0, -97.84101799999999 30.179274 0, -97.84980899999999 30.183523 0, -97.842968 30.194284 0))"
484530017462,0.0,48,453,001746,2,0.0,9.0,31440.0,11.0,26.0,468.0,25.0,0.0,162.0,158.0,0.0,10.0,30.0,0.0,7.0,24.0,1008.0,76.0,1181.0,23.0,0.0,0.0,0.0,183.0,0.0,30.0,788.0,0.0,0.0,19.0,0.0,1608.0,30.0,0.0,16.0,1093.0,33.7,38.0,7.0,0.0,12.0,237.0,0.0,0.0,0.0,0.0,1608.0,13.0,0.0,8.0,41.0,0.0,0.0,0.0,0.0,1592.0,0.0,815.0,0.0,0.0,19.0,36.0,105.0,1608.0,108.0,52.0,27.0,0.0,0.0,0.0,10.0,0.0,0.0,954.0,788.0,0.0,10.0,32.0,788.0,18.0,3716.0,0.0,0.0,52.0,815.0,763.0,0.0,788.0,0.0,0.0,788.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,16.0,0.0,0.0,130.0,0.0,401.0,0.0,0.0,165700.0,0.0,0.0,2.04,484530017462,48453001746,48453,48453,48,453,001746,2,1500000US484530017462,484530017462,2,BG,587079,0,"POLYGON Z ((-97.83976199999999 30.181737 0, -97.836704 30.179927 0, -97.83584599999999 30.180494 0, -97.83615899999999 30.180837 0, -97.833416 30.185242 0, -97.831892 30.183766 0, -97.831249 30.185109 0, -97.83287199999999 30.185894 0, -97.83210199999999 30.187144 0, -97.83048599999999 30.186334 0, -97.828898 30.188666 0, -97.830466 30.190039 0, -97.82850499999999 30.19093 0, -97.825351 30.190332 0, -97.829275 30.185054 0, -97.83111799999999 30.182238 0, -97.832453 30.18285 0, -97.833995 30.176586 0, -97.83524899999999 30.176684 0, -97.836073 30.176996 0, -97.838768 30.178183 0, -97.84101799999999 30.179274 0, -97.83976199999999 30.181737 0))"
484530017471,8.0,48,453,001747,1,11.0,213.0,28610.0,24.0,0.0,637.0,0.0,33.0,172.0,205.0,0.0,0.0,26.0,0.0,82.0,147.0,1797.0,175.0,1790.0,52.0,0.0,0.0,0.0,326.0,6.0,51.0,1072.0,0.0,270.0,27.0,108.0,2909.0,14.0,0.0,62.0,1156.0,30.2,18.0,54.0,0.0,21.0,49.0,5.0,0.0,0.0,0.0,2909.0,141.0,0.0,28.0,77.0,8.0,53.0,0.0,0.0,2577.0,0.0,1097.0,0.0,0.0,58.0,134.0,617.0,2909.0,202.0,346.0,25.0,30.0,16.0,0.0,73.0,15.0,0.0,1698.0,1072.0,0.0,21.0,11.0,1072.0,100.0,5791.0,0.0,0.0,116.0,1097.0,1321.0,0.0,1072.0,19.0,0.0,1072.0,99.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,811.0,29.0,0.0,0.0,197.0,0.0,1375.0,0.0,8.0,173900.0,0.0,32.0,2.71,484530017471,48453001747,48453,48453,48,453,001747,1,1500000US484530017471,484530017471,1,BG,1090315,0,"POLYGON Z ((-97.83524899999999 30.176684 0, -97.833995 30.176586 0, -97.832453 30.18285 0, -97.83111799999999 30.182238 0, -97.83207399999999 30.180754 0, -97.822609 30.175996 0, -97.82153599999999 30.177705 0, -97.816306 30.185927 0, -97.81550299999999 30.18557 0, -97.81282299999999 30.185581 0, -97.81800299999999 30.17802 0, -97.819998 30.173889 0, -97.82843099999999 30.173582 0, -97.83066599999999 30.173159 0, -97.834239 30.174216 0, -97.834863 30.175009 0, -97.83524899999999 30.176684 0))"
484530017472,0.0,48,453,001747,2,0.0,32.0,34567.0,24.0,0.0,123.0,0.0,0.0,46.0,114.0,0.0,8.0,26.0,0.0,82.0,147.0,496.0,175.0,707.0,0.0,0.0,0.0,0.0,151.0,14.0,0.0,377.0,0.0,27.0,11.0,93.0,923.0,19.0,0.0,53.0,916.0,42.3,0.0,25.0,0.0,0.0,40.0,9.0,0.0,0.0,0.0,923.0,141.0,0.0,20.0,77.0,19.0,0.0,0.0,0.0,843.0,0.0,403.0,0.0,0.0,58.0,134.0,96.0,923.0,202.0,79.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,425.0,377.0,0.0,13.0,11.0,377.0,100.0,5791.0,0.0,0.0,116.0,403.0,497.0,0.0,377.0,19.0,0.0,377.0,71.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,203.0,29.0,0.0,0.0,38.0,0.0,198.0,14.0,11.0,212400.0,11.0,36.0,2.45,484530017472,48453001747,48453,48453,48,453,001747,2,1500000US484530017472,484530017472,2,BG,436433,0,"POLYGON Z ((-97.83111799999999 30.182238 0, -97.829275 30.185054 0, -97.828801 30.184164 0, -97.823015 30.181353 0, -97.824286 30.179321 0, -97.82153599999999 30.177705 0, -97.822609 30.175996 0, -97.83207399999999 30.180754 0, -97.83111799999999 30.182238 0))"
484530017473,6.0,48,453,001747,3,0.0,93.0,29154.0,24.0,0.0,259.0,5.0,0.0,6.0,150.0,0.0,0.0,26.0,0.0,82.0,147.0,1014.0,175.0,1353.0,31.0,0.0,0.0,0.0,269.0,27.0,31.0,623.0,0.0,59.0,19.0,236.0,1959.0,11.0,0.0,161.0,1239.0,34.0,52.0,0.0,0.0,16.0,38.0,6.0,0.0,0.0,0.0,1959.0,141.0,0.0,39.0,77.0,16.0,0.0,0.0,0.0,1739.0,0.0,623.0,6.0,0.0,58.0,134.0,244.0,1959.0,202.0,66.0,0.0,18.0,0.0,0.0,8.0,0.0,0.0,948.0,623.0,0.0,20.0,11.0,623.0,100.0,5791.0,0.0,0.0,116.0,623.0,891.0,0.0,623.0,19.0,0.0,623.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,50.0,0.0,0.0,16.0,0.0,322.0,0.0,17.0,221000.0,0.0,0.0,3.13,484530017473,48453001747,48453,48453,48,453,001747,3,1500000US484530017473,484530017473,3,BG,851497,0,"POLYGON Z ((-97.829275 30.185054 0, -97.825351 30.190332 0, -97.816306 30.185927 0, -97.82153599999999 30.177705 0, -97.824286 30.179321 0, -97.823015 30.181353 0, -97.828801 30.184164 0, -97.829275 30.185054 0))"
484530017481,0.0,48,453,001748,1,0.0,221.0,41654.0,33.0,0.0,84.0,0.0,45.0,50.0,147.0,0.0,0.0,35.0,0.0,60.0,73.0,1281.0,259.0,1564.0,26.0,0.0,0.0,0.0,231.0,26.0,0.0,781.0,0.0,203.0,12.0,4.0,2169.0,12.0,0.0,103.0,1268.0,37.2,0.0,0.0,0.0,0.0,67.0,25.0,0.0,0.0,0.0,2169.0,43.0,0.0,35.0,53.0,45.0,11.0,0.0,0.0,1863.0,0.0,781.0,0.0,0.0,64.0,30.0,31.0,2169.0,203.0,62.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1250.0,781.0,0.0,0.0,35.0,781.0,56.0,6564.0,0.0,0.0,0.0,781.0,1040.0,0.0,781.0,35.0,0.0,781.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,35.0,0.0,0.0,41.0,0.0,338.0,0.0,25.0,224000.0,0.0,0.0,2.76,484530017481,48453001748,48453,48453,48,453,001748,1,1500000US484530017481,484530017481,1,BG,2868829,0,"POLYGON Z ((-97.857782 30.171094 0, -97.856437 30.173189 0, -97.853172 30.178346 0, -97.84980899999999 30.183523 0, -97.84101799999999 30.179274 0, -97.838768 30.178183 0, -97.84038099999999 30.17603 0, -97.84135599999999 30.173209 0, -97.838667 30.170621 0, -97.839753 30.167448 0, -97.838095 30.166651 0, -97.835393 30.163269 0, -97.834282 30.163059 0, -97.83315999999999 30.162641 0, -97.834846 30.162611 0, -97.83542 30.162533 0, -97.837693 30.16081 0, -97.839748 30.160476 0, -97.84298099999999 30.161742 0, -97.846036 30.164346 0, -97.849745 30.16916 0, -97.850206 30.169455 0, -97.85161199999999 30.169831 0, -97.854145 30.165941 0, -97.85681099999999 30.168294 0, -97.85981099999999 30.169097 0, -97.857782 30.171094 0))"
484530017482,0.0,48,453,001748,2,0.0,115.0,32026.0,33.0,0.0,880.0,0.0,11.0,159.0,239.0,0.0,47.0,35.0,0.0,60.0,73.0,2721.0,259.0,3087.0,134.0,0.0,0.0,0.0,558.0,0.0,23.0,1614.0,0.0,176.0,67.0,95.0,4373.0,13.0,0.0,129.0,1173.0,31.0,13.0,19.0,0.0,62.0,232.0,14.0,0.0,0.0,0.0,4395.0,43.0,0.0,46.0,53.0,56.0,22.0,14.0,35.0,4090.0,0.0,1650.0,28.0,0.0,64.0,30.0,604.0,4395.0,203.0,253.0,36.0,14.0,0.0,0.0,55.0,38.0,0.0,2522.0,1614.0,0.0,19.0,35.0,1614.0,56.0,6564.0,0.0,0.0,0.0,1650.0,2226.0,0.0,1614.0,35.0,0.0,1614.0,199.0,110.0,0.0,0.0,24.0,0.0,0.0,14.0,1329.0,61.0,0.0,0.0,168.0,0.0,1716.0,0.0,39.0,200000.0,0.0,0.0,2.72,484530017482,48453001748,48453,48453,48,453,001748,2,1500000US484530017482,484530017482,2,BG,2485566,0,"POLYGON Z ((-97.84038099999999 30.17603 0, -97.838768 30.178183 0, -97.836073 30.176996 0, -97.83524899999999 30.176684 0, -97.834863 30.175009 0, -97.834239 30.174216 0, -97.83066599999999 30.173159 0, -97.82843099999999 30.173582 0, -97.819998 30.173889 0, -97.820611 30.172038 0, -97.82223599999999 30.167117 0, -97.82588 30.155623 0, -97.82827499999999 30.159204 0, -97.832004 30.162018 0, -97.83315999999999 30.162641 0, -97.834282 30.163059 0, -97.835393 30.163269 0, -97.838095 30.166651 0, -97.839753 30.167448 0, -97.838667 30.170621 0, -97.84135599999999 30.173209 0, -97.84038099999999 30.17603 0))"
