index,B16004_007E,state,county,tract,block group,B15003_007E,C24010_019E,B19301_001E,B27001_005E,B15003_011E,B25003_003E,B03002_005E,B15003_013E,B11001_006E,B19055_002E,B15003_003E,B16004_039E,B27001_048E,B16004_034E,B27001_020E,B27001_017E,B23025_003E,B27001_042E,B15003_001E,C24010_032E,B16004_012E,B27001_054E,B27001_026E,B11005_003E,B01001_024E,B01001_046E,B25003_001E,B16004_067E,B01001_003E,B01001_020E,B03002_004E,B17021_001E,B01001_045E,B16004_013E,B01001_027E,B25064_001E,B01002_001E,B25044_010E,B15003_016E,B16004_056E,B15003_015E,B03002_006E,B01001_044E,B16004_062E,B16004_061E,B27001_029E,B01001_001E,B27001_011E,B25044_003E,B01001_047E,B27001_023E,B01001_021E,B15003_014E,B15003_009E,B25024_010E,B16004_001E,B15003_005E,B25024_001E,B15003_010E,B16004_057E,B27001_036E,B27001_008E,B17021_002E,B03002_001E,B27001_014E,C24010_055E,B25002_003E,B01001_023E,B15003_012E,B15003_008E,B16004_029E,B16004_052E,B16004_035E,C24010_001E,B25044_001E,B16004_044E,B01001_049E,B27001_051E,B19055_001E,B27001_039E,B27001_001E,B16004_040E,B15003_006E,B27001_045E,B25002_001E,B01001_026E,B15003_004E,B19001_001E,B27001_033E,B16004_023E,B11001_001E,B23025_005E,B16004_030E,B16004_045E,B16004_008E,B01001_048E,B16004_018E,B16004_022E,B16004_051E,C24010_038E,B19001_017E,B16004_017E,B27001_057E,B11005_005E,B16004_066E,B03002_012E,C24010_068E,B01001_022E,B25077_001E,B01001_025E,B15003_002E,B25010_001E,bg_fips,tract_fips,country_fips,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
484530018291,0.0,48,453,001829,1,0.0,49.0,34515.0,0.0,0.0,616.0,0.0,0.0,58.0,50.0,0.0,0.0,14.0,0.0,36.0,116.0,843.0,51.0,855.0,35.0,0.0,0.0,0.0,92.0,0.0,6.0,699.0,0.0,26.0,10.0,12.0,1123.0,9.0,0.0,0.0,852.0,34.5,34.0,0.0,0.0,0.0,56.0,19.0,0.0,0.0,0.0,1123.0,76.0,0.0,0.0,18.0,9.0,13.0,0.0,0.0,1097.0,0.0,707.0,0.0,0.0,0.0,16.0,72.0,1123.0,212.0,89.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,799.0,699.0,0.0,0.0,25.0,699.0,30.0,2507.0,0.0,0.0,21.0,707.0,410.0,0.0,699.0,0.0,0.0,699.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,11.0,0.0,0.0,58.0,0.0,264.0,0.0,0.0,175800.0,0.0,0.0,1.61,484530018291,48453001829,48453,48453,48,453,001829,1,1500000US484530018291,484530018291,1,BG,990239,0,"POLYGON Z ((-97.72108 30.413251 0, -97.719393 30.415606 0, -97.71408799999999 30.414277 0, -97.713448 30.417174 0, -97.71126 30.419387 0, -97.70821099999999 30.4179 0, -97.705258 30.420974 0, -97.70437299999999 30.420466 0, -97.705911 30.416217 0, -97.706542 30.414954 0, -97.707459 30.413825 0, -97.71082 30.410646 0, -97.71190999999999 30.40997 0, -97.713961 30.409046 0, -97.71598999999999 30.40858 0, -97.716849 30.41012 0, -97.71992499999999 30.410537 0, -97.722008 30.411702 0, -97.72108 30.413251 0))"
484530018292,0.0,48,453,001829,2,0.0,148.0,39233.0,0.0,0.0,583.0,0.0,4.0,27.0,92.0,0.0,33.0,14.0,0.0,36.0,116.0,1177.0,51.0,1031.0,26.0,0.0,0.0,0.0,69.0,12.0,29.0,774.0,0.0,10.0,11.0,36.0,1419.0,11.0,0.0,25.0,1051.0,31.2,0.0,16.0,0.0,0.0,163.0,6.0,0.0,4.0,0.0,1427.0,76.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,1392.0,0.0,802.0,0.0,0.0,0.0,16.0,80.0,1427.0,212.0,94.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,774.0,7.0,0.0,25.0,774.0,30.0,2507.0,0.0,0.0,21.0,802.0,517.0,0.0,774.0,0.0,0.0,774.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,36.0,0.0,327.0,0.0,0.0,190900.0,0.0,0.0,1.83,484530018292,48453001829,48453,48453,48,453,001829,2,1500000US484530018292,484530018292,2,BG,713819,0,"POLYGON Z ((-97.719393 30.415606 0, -97.713578 30.424757 0, -97.712059 30.424354 0, -97.708187 30.422507 0, -97.705258 30.420974 0, -97.70821099999999 30.4179 0, -97.71126 30.419387 0, -97.713448 30.417174 0, -97.71408799999999 30.414277 0, -97.719393 30.415606 0))"
484530018321,0.0,48,453,001832,1,0.0,172.0,19232.0,0.0,0.0,585.0,0.0,149.0,131.0,89.0,0.0,9.0,32.0,0.0,57.0,226.0,1154.0,61.0,1363.0,67.0,0.0,0.0,0.0,247.0,12.0,19.0,789.0,0.0,80.0,13.0,438.0,1956.0,0.0,0.0,107.0,898.0,34.0,9.0,14.0,0.0,42.0,27.0,12.0,0.0,0.0,0.0,1956.0,53.0,0.0,12.0,8.0,9.0,20.0,0.0,0.0,1769.0,0.0,853.0,15.0,0.0,27.0,15.0,415.0,1956.0,138.0,152.0,64.0,6.0,35.0,0.0,181.0,0.0,0.0,996.0,789.0,0.0,16.0,20.0,789.0,35.0,3102.0,10.0,0.0,180.0,853.0,867.0,0.0,789.0,0.0,0.0,789.0,158.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,6.0,0.0,0.0,137.0,0.0,909.0,0.0,11.0,144900.0,0.0,16.0,2.48,484530018321,48453001832,48453,48453,48,453,001832,1,1500000US484530018321,484530018321,1,BG,698605,0,"POLYGON Z ((-97.67615499999999 30.377057 0, -97.674573 30.380114 0, -97.670141 30.378038 0, -97.667593 30.38023 0, -97.663978 30.379282 0, -97.66305299999999 30.37686 0, -97.660488 30.3752 0, -97.665814 30.372403 0, -97.67558299999999 30.376949 0, -97.67615499999999 30.377057 0))"
484530018322,0.0,48,453,001832,2,0.0,87.0,27126.0,0.0,0.0,147.0,0.0,38.0,91.0,112.0,8.0,0.0,32.0,0.0,57.0,226.0,653.0,61.0,825.0,13.0,0.0,0.0,0.0,150.0,0.0,39.0,406.0,0.0,0.0,23.0,135.0,1146.0,15.0,0.0,0.0,1363.0,40.5,0.0,7.0,0.0,5.0,17.0,10.0,0.0,0.0,0.0,1146.0,53.0,13.0,11.0,8.0,10.0,6.0,0.0,0.0,1146.0,0.0,406.0,30.0,0.0,27.0,15.0,265.0,1146.0,138.0,79.0,0.0,10.0,0.0,0.0,28.0,58.0,0.0,612.0,406.0,0.0,7.0,20.0,406.0,35.0,3102.0,0.0,0.0,180.0,406.0,641.0,0.0,406.0,0.0,0.0,406.0,41.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,332.0,16.0,0.0,0.0,74.0,0.0,293.0,0.0,30.0,159000.0,26.0,28.0,2.82,484530018322,48453001832,48453,48453,48,453,001832,2,1500000US484530018322,484530018322,2,BG,803481,0,"POLYGON Z ((-97.674065 30.381964 0, -97.67256499999999 30.388382 0, -97.667844 30.387892 0, -97.66677899999999 30.387382 0, -97.665228 30.384924 0, -97.66475699999999 30.383009 0, -97.664248 30.381933 0, -97.663978 30.379282 0, -97.667593 30.38023 0, -97.670141 30.378038 0, -97.674573 30.380114 0, -97.674065 30.381964 0))"
484530018331,42.0,48,453,001833,1,43.0,91.0,10288.0,40.0,34.0,567.0,0.0,449.0,187.0,141.0,0.0,0.0,68.0,0.0,30.0,362.0,1213.0,329.0,1612.0,550.0,0.0,24.0,0.0,476.0,0.0,30.0,679.0,0.0,307.0,0.0,341.0,2928.0,18.0,0.0,125.0,988.0,25.6,43.0,111.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,3024.0,195.0,0.0,0.0,64.0,0.0,22.0,0.0,0.0,2592.0,0.0,823.0,124.0,0.0,89.0,72.0,1155.0,3024.0,598.0,245.0,144.0,0.0,61.0,0.0,490.0,0.0,0.0,1174.0,679.0,0.0,0.0,0.0,679.0,22.0,7735.0,0.0,0.0,85.0,823.0,1511.0,2.0,679.0,13.0,0.0,679.0,39.0,338.0,0.0,34.0,0.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,202.0,0.0,2589.0,0.0,0.0,130000.0,0.0,13.0,4.44,484530018331,48453001833,48453,48453,48,453,001833,1,1500000US484530018331,484530018331,1,BG,500310,0,"POLYGON Z ((-97.68464499999999 30.360419 0, -97.68003999999999 30.358033 0, -97.67865599999999 30.36026 0, -97.674987 30.358666 0, -97.67847499999999 30.353169 0, -97.67897499999999 30.352605 0, -97.684336 30.355964 0, -97.68646699999999 30.3575 0, -97.68464499999999 30.360419 0))"
484530018332,0.0,48,453,001833,2,16.0,19.0,30370.0,40.0,4.0,220.0,0.0,0.0,36.0,296.0,0.0,0.0,68.0,0.0,30.0,362.0,545.0,329.0,1066.0,17.0,0.0,24.0,0.0,98.0,18.0,75.0,566.0,0.0,0.0,35.0,157.0,1173.0,13.0,0.0,27.0,848.0,57.4,77.0,22.0,0.0,8.0,210.0,14.0,4.0,36.0,0.0,1339.0,195.0,0.0,77.0,64.0,19.0,4.0,0.0,0.0,1312.0,4.0,566.0,19.0,0.0,89.0,72.0,94.0,1339.0,598.0,56.0,0.0,58.0,7.0,0.0,15.0,0.0,0.0,472.0,566.0,0.0,50.0,0.0,566.0,22.0,7735.0,0.0,0.0,85.0,566.0,678.0,0.0,566.0,13.0,0.0,566.0,73.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,223.0,34.0,0.0,0.0,52.0,0.0,217.0,0.0,66.0,160800.0,42.0,24.0,2.07,484530018332,48453001833,48453,48453,48,453,001833,2,1500000US484530018332,484530018332,2,BG,1429239,0,"POLYGON Z ((-97.680712 30.369949 0, -97.67615499999999 30.377057 0, -97.67558299999999 30.376949 0, -97.665814 30.372403 0, -97.66863099999999 30.368248 0, -97.668869 30.367422 0, -97.66851799999999 30.362912 0, -97.672985 30.362918 0, -97.68149699999999 30.366953 0, -97.680712 30.369949 0))"
484530018333,0.0,48,453,001833,3,0.0,164.0,24840.0,40.0,0.0,68.0,53.0,145.0,252.0,184.0,0.0,0.0,68.0,0.0,30.0,362.0,1381.0,329.0,1693.0,84.0,0.0,24.0,0.0,246.0,12.0,0.0,716.0,0.0,116.0,23.0,508.0,2561.0,74.0,0.0,101.0,1144.0,32.4,0.0,13.0,41.0,121.0,0.0,35.0,0.0,0.0,0.0,2621.0,195.0,18.0,35.0,64.0,13.0,37.0,18.0,30.0,2404.0,16.0,791.0,68.0,0.0,89.0,72.0,636.0,2621.0,598.0,229.0,75.0,15.0,0.0,14.0,138.0,0.0,0.0,1344.0,716.0,0.0,0.0,0.0,716.0,22.0,7735.0,0.0,0.0,85.0,791.0,1304.0,0.0,716.0,13.0,0.0,716.0,37.0,63.0,0.0,54.0,37.0,0.0,0.0,53.0,706.0,46.0,0.0,0.0,113.0,0.0,1523.0,0.0,33.0,134900.0,0.0,30.0,3.66,484530018333,48453001833,48453,48453,48,453,001833,3,1500000US484530018333,484530018333,3,BG,1070372,0,"POLYGON Z ((-97.688109 30.358259 0, -97.680712 30.369949 0, -97.68149699999999 30.366953 0, -97.672985 30.362918 0, -97.66851799999999 30.362912 0, -97.66862399999999 30.362473 0, -97.67216499999999 30.356732 0, -97.67285799999999 30.357062 0, -97.674987 30.358666 0, -97.67865599999999 30.36026 0, -97.68003999999999 30.358033 0, -97.68464499999999 30.360419 0, -97.68646699999999 30.3575 0, -97.688109 30.358259 0))"
484530018334,0.0,48,453,001833,4,61.0,137.0,23471.0,40.0,0.0,341.0,0.0,23.0,59.0,69.0,0.0,0.0,68.0,0.0,30.0,362.0,665.0,329.0,753.0,84.0,0.0,24.0,0.0,93.0,0.0,0.0,429.0,0.0,0.0,33.0,118.0,917.0,0.0,0.0,56.0,926.0,40.2,11.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,917.0,195.0,0.0,15.0,64.0,12.0,77.0,43.0,0.0,861.0,0.0,429.0,159.0,0.0,89.0,72.0,367.0,917.0,598.0,133.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,627.0,429.0,0.0,0.0,0.0,429.0,22.0,7735.0,0.0,0.0,85.0,429.0,357.0,0.0,429.0,13.0,0.0,429.0,38.0,217.0,0.0,0.0,9.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,93.0,0.0,576.0,0.0,0.0,131700.0,0.0,0.0,2.14,484530018334,48453001833,48453,48453,48,453,001833,4,1500000US484530018334,484530018334,4,BG,254344,0,"POLYGON Z ((-97.67847499999999 30.353169 0, -97.674987 30.358666 0, -97.67285799999999 30.357062 0, -97.67216499999999 30.356732 0, -97.67367299999999 30.354602 0, -97.67598699999999 30.350775 0, -97.67897499999999 30.352605 0, -97.67847499999999 30.353169 0))"
484530018341,0.0,48,453,001834,1,0.0,41.0,26215.0,24.0,0.0,952.0,12.0,34.0,116.0,67.0,0.0,12.0,55.0,30.0,18.0,184.0,1277.0,231.0,1462.0,22.0,0.0,0.0,0.0,244.0,0.0,0.0,1107.0,0.0,68.0,0.0,330.0,2067.0,0.0,0.0,129.0,904.0,31.7,83.0,0.0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,2067.0,103.0,0.0,28.0,67.0,0.0,59.0,0.0,12.0,1870.0,0.0,1295.0,41.0,0.0,8.0,172.0,408.0,2067.0,366.0,48.0,188.0,0.0,0.0,0.0,132.0,0.0,0.0,1139.0,1107.0,0.0,0.0,0.0,1107.0,93.0,8192.0,0.0,0.0,230.0,1295.0,1028.0,0.0,1107.0,13.0,0.0,1107.0,138.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,518.0,0.0,0.0,0.0,131.0,0.0,529.0,0.0,0.0,155000.0,0.0,14.0,1.87,484530018341,48453001834,48453,48453,48,453,001834,1,1500000US484530018341,484530018341,1,BG,4579581,0,"POLYGON Z ((-97.68605099999999 30.333107 0, -97.680775 30.341214 0, -97.67833899999999 30.343989 0, -97.677475 30.345813 0, -97.67685 30.3458 0, -97.67218199999999 30.344198 0, -97.67162599999999 30.344575 0, -97.670338 30.345354 0, -97.65387299999999 30.337555 0, -97.653668 30.337459 0, -97.651538 30.33634 0, -97.65431199999999 30.330305 0, -97.654506 30.329625 0, -97.65480000000001 30.328844 0, -97.65925 30.328657 0, -97.66592299999999 30.328069 0, -97.66892799999999 30.327282 0, -97.67322799999999 30.32572 0, -97.67375899999999 30.326068 0, -97.67392 30.326152 0, -97.67410099999999 30.32628 0, -97.67595799999999 30.327626 0, -97.67889199999999 30.329217 0, -97.68442999999999 30.331877 0, -97.68634499999999 30.332598 0, -97.68605099999999 30.333107 0))"
484530018342,0.0,48,453,001834,2,0.0,165.0,29696.0,24.0,0.0,1403.0,0.0,0.0,293.0,276.0,0.0,119.0,55.0,54.0,18.0,184.0,3878.0,231.0,4367.0,53.0,0.0,0.0,0.0,733.0,0.0,32.0,2581.0,0.0,334.0,74.0,1470.0,6108.0,30.0,0.0,207.0,1147.0,32.9,23.0,85.0,0.0,95.0,915.0,34.0,0.0,0.0,0.0,6125.0,103.0,0.0,25.0,67.0,0.0,27.0,0.0,29.0,5584.0,0.0,2711.0,13.0,0.0,8.0,172.0,473.0,6125.0,366.0,166.0,130.0,68.0,26.0,0.0,111.0,0.0,0.0,3592.0,2581.0,0.0,58.0,0.0,2581.0,93.0,8192.0,0.0,0.0,230.0,2711.0,3277.0,0.0,2581.0,13.0,0.0,2581.0,286.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,1818.0,39.0,0.0,0.0,278.0,0.0,1577.0,0.0,23.0,165400.0,33.0,19.0,2.37,484530018342,48453001834,48453,48453,48,453,001834,2,1500000US484530018342,484530018342,2,BG,10992642,0,"POLYGON Z ((-97.677233 30.346915 0, -97.67598699999999 30.350775 0, -97.67367299999999 30.354602 0, -97.67216499999999 30.356732 0, -97.66862399999999 30.362473 0, -97.66851799999999 30.362912 0, -97.668869 30.367422 0, -97.66863099999999 30.368248 0, -97.665814 30.372403 0, -97.660488 30.3752 0, -97.65989499999999 30.375773 0, -97.65872899999999 30.377284 0, -97.65430000000001 30.379356 0, -97.65004999999999 30.383924 0, -97.649485 30.385094 0, -97.64937399999999 30.385175 0, -97.64938099999999 30.385362 0, -97.648871 30.386531 0, -97.648714 30.386876 0, -97.64859199999999 30.387004 0, -97.64625599999999 30.385604 0, -97.64488799999999 30.384694 0, -97.64406299999999 30.384178 0, -97.64484899999999 30.381097 0, -97.647493 30.367441 0, -97.648292 30.364796 0, -97.64616199999999 30.355762 0, -97.64534399999999 30.352508 0, -97.64522799999999 30.343218 0, -97.64404599999999 30.330179 0, -97.646445 30.330092 0, -97.647301 30.329418 0, -97.65480000000001 30.328844 0, -97.654506 30.329625 0, -97.65431199999999 30.330305 0, -97.651538 30.33634 0, -97.653668 30.337459 0, -97.65387299999999 30.337555 0, -97.670338 30.345354 0, -97.67162599999999 30.344575 0, -97.67218199999999 30.344198 0, -97.67685 30.3458 0, -97.677475 30.345813 0, -97.677233 30.346915 0))"
484530018351,83.0,48,453,001835,1,20.0,138.0,17663.0,0.0,0.0,384.0,0.0,11.0,86.0,125.0,0.0,21.0,104.0,0.0,58.0,112.0,1314.0,306.0,1407.0,134.0,0.0,0.0,0.0,282.0,0.0,0.0,774.0,0.0,60.0,6.0,77.0,2455.0,9.0,0.0,56.0,1123.0,28.7,0.0,10.0,0.0,32.0,72.0,13.0,0.0,0.0,0.0,2455.0,276.0,0.0,25.0,46.0,76.0,30.0,60.0,6.0,2339.0,0.0,801.0,173.0,0.0,25.0,77.0,927.0,2455.0,200.0,138.0,27.0,0.0,1.0,163.0,161.0,25.0,0.0,1195.0,774.0,0.0,0.0,48.0,774.0,41.0,5839.0,0.0,0.0,134.0,801.0,1062.0,0.0,774.0,43.0,0.0,774.0,119.0,53.0,0.0,0.0,0.0,0.0,0.0,69.0,564.0,0.0,0.0,0.0,90.0,0.0,1758.0,0.0,1.0,117100.0,0.0,80.0,3.16,484530018351,48453001835,48453,48453,48,453,001835,1,1500000US484530018351,484530018351,1,BG,918042,0,"POLYGON Z ((-97.661254 30.381891 0, -97.658654 30.385979 0, -97.658236 30.386496 0, -97.656335 30.389492 0, -97.652278 30.387504 0, -97.650841 30.388317 0, -97.64859199999999 30.387004 0, -97.648714 30.386876 0, -97.648871 30.386531 0, -97.64938099999999 30.385362 0, -97.64937399999999 30.385175 0, -97.649485 30.385094 0, -97.65004999999999 30.383924 0, -97.65430000000001 30.379356 0, -97.65872899999999 30.377284 0, -97.659677 30.378089 0, -97.661254 30.381891 0))"
484530018352,0.0,48,453,001835,2,0.0,106.0,28403.0,0.0,26.0,37.0,0.0,37.0,45.0,61.0,0.0,0.0,104.0,0.0,58.0,112.0,666.0,306.0,697.0,0.0,0.0,0.0,0.0,114.0,0.0,9.0,391.0,0.0,9.0,0.0,57.0,965.0,0.0,0.0,0.0,1088.0,49.7,0.0,8.0,0.0,9.0,24.0,0.0,0.0,0.0,0.0,965.0,276.0,0.0,9.0,46.0,0.0,0.0,0.0,0.0,956.0,0.0,426.0,57.0,0.0,25.0,77.0,23.0,965.0,200.0,111.0,35.0,11.0,0.0,0.0,95.0,28.0,0.0,652.0,391.0,0.0,26.0,48.0,391.0,41.0,5839.0,0.0,36.0,134.0,426.0,461.0,0.0,391.0,43.0,0.0,391.0,14.0,114.0,0.0,0.0,9.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,37.0,0.0,518.0,0.0,41.0,111600.0,0.0,47.0,2.47,484530018352,48453001835,48453,48453,48,453,001835,2,1500000US484530018352,484530018352,2,BG,529731,0,"POLYGON Z ((-97.66451699999999 30.384044 0, -97.66296299999999 30.384461 0, -97.661175 30.386923 0, -97.66104799999999 30.387704 0, -97.65904599999999 30.390825 0, -97.656335 30.389492 0, -97.658236 30.386496 0, -97.658654 30.385979 0, -97.661254 30.381891 0, -97.659677 30.378089 0, -97.65872899999999 30.377284 0, -97.65989499999999 30.375773 0, -97.660488 30.3752 0, -97.66305299999999 30.37686 0, -97.663978 30.379282 0, -97.664248 30.381933 0, -97.66475699999999 30.383009 0, -97.66451699999999 30.384044 0))"
484530018353,63.0,48,453,001835,3,0.0,56.0,17846.0,0.0,19.0,496.0,0.0,113.0,168.0,81.0,0.0,0.0,104.0,0.0,58.0,112.0,1124.0,306.0,1257.0,138.0,0.0,0.0,0.0,405.0,0.0,12.0,798.0,0.0,89.0,0.0,398.0,2386.0,9.0,0.0,246.0,1032.0,27.2,0.0,47.0,0.0,11.0,39.0,0.0,0.0,0.0,0.0,2419.0,276.0,0.0,14.0,46.0,15.0,50.0,0.0,0.0,2084.0,0.0,1002.0,50.0,0.0,25.0,77.0,840.0,2419.0,200.0,109.0,204.0,0.0,43.0,0.0,253.0,0.0,0.0,1078.0,798.0,0.0,9.0,48.0,798.0,41.0,5839.0,0.0,0.0,134.0,1002.0,1243.0,0.0,798.0,43.0,0.0,798.0,46.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,179.0,0.0,1312.0,0.0,18.0,106400.0,0.0,0.0,3.03,484530018353,48453001835,48453,48453,48,453,001835,3,1500000US484530018353,484530018353,3,BG,1135472,0,"POLYGON Z ((-97.673391 30.399287 0, -97.67269399999999 30.399072 0, -97.66513999999999 30.39521 0, -97.65904599999999 30.390825 0, -97.66104799999999 30.387704 0, -97.661175 30.386923 0, -97.66296299999999 30.384461 0, -97.66451699999999 30.384044 0, -97.66475699999999 30.383009 0, -97.665228 30.384924 0, -97.66677899999999 30.387382 0, -97.667844 30.387892 0, -97.67256499999999 30.388382 0, -97.671752 30.391862 0, -97.67164299999999 30.393388 0, -97.671774 30.394759 0, -97.673587 30.399294 0, -97.673391 30.399287 0))"
484530018391,13.0,48,453,001839,1,0.0,101.0,31088.0,0.0,0.0,1024.0,0.0,16.0,186.0,115.0,0.0,128.0,82.0,0.0,174.0,231.0,2811.0,105.0,2942.0,16.0,0.0,0.0,0.0,400.0,0.0,57.0,1835.0,0.0,60.0,0.0,502.0,4136.0,21.0,0.0,194.0,951.0,33.6,62.0,38.0,0.0,0.0,1302.0,6.0,13.0,31.0,0.0,4136.0,92.0,0.0,17.0,27.0,25.0,15.0,0.0,0.0,3882.0,0.0,2060.0,0.0,0.0,0.0,54.0,270.0,4136.0,222.0,261.0,225.0,42.0,66.0,0.0,13.0,0.0,0.0,2578.0,1835.0,12.0,0.0,28.0,1835.0,81.0,6727.0,45.0,0.0,193.0,2060.0,2255.0,0.0,1835.0,0.0,0.0,1835.0,233.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1381.0,0.0,0.0,0.0,174.0,0.0,894.0,0.0,13.0,159700.0,22.0,147.0,2.25,484530018391,48453001839,48453,48453,48,453,001839,1,1500000US484530018391,484530018391,1,BG,5780713,0,"POLYGON Z ((-97.67471599999999 30.407991 0, -97.671594 30.424418 0, -97.67119099999999 30.424256 0, -97.67026899999999 30.424043 0, -97.661788 30.419891 0, -97.658541 30.418178 0, -97.654072 30.414011 0, -97.650604 30.411859 0, -97.649265 30.410086 0, -97.648617 30.409541 0, -97.648388 30.409517 0, -97.64312199999999 30.406959 0, -97.64252999999999 30.406627 0, -97.642155 30.406236 0, -97.64143999999999 30.405371 0, -97.639258 30.404095 0, -97.638655 30.403812 0, -97.638453 30.403591 0, -97.64110599999999 30.399414 0, -97.644312 30.394708 0, -97.64427999999999 30.394567 0, -97.646337 30.391249 0, -97.64710599999999 30.389505 0, -97.64859199999999 30.387004 0, -97.650841 30.388317 0, -97.65258 30.391028 0, -97.654782 30.399474 0, -97.65743399999999 30.40247 0, -97.66258499999999 30.404975 0, -97.66492699999999 30.405464 0, -97.668745 30.405744 0, -97.673272 30.407808 0, -97.67471599999999 30.407991 0))"
484530018392,0.0,48,453,001839,2,0.0,145.0,30479.0,0.0,13.0,779.0,0.0,52.0,73.0,173.0,0.0,103.0,82.0,0.0,174.0,231.0,1743.0,105.0,2084.0,31.0,0.0,0.0,0.0,172.0,13.0,24.0,1286.0,0.0,19.0,20.0,440.0,2634.0,52.0,0.0,0.0,931.0,37.1,52.0,41.0,0.0,35.0,530.0,25.0,0.0,23.0,0.0,2634.0,92.0,0.0,0.0,27.0,17.0,0.0,0.0,0.0,2615.0,0.0,1363.0,0.0,0.0,0.0,54.0,423.0,2634.0,222.0,169.0,77.0,33.0,24.0,0.0,136.0,0.0,0.0,1665.0,1286.0,0.0,0.0,28.0,1286.0,81.0,6727.0,0.0,0.0,193.0,1363.0,1259.0,0.0,1286.0,0.0,0.0,1286.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,14.0,0.0,0.0,53.0,0.0,644.0,0.0,32.0,149000.0,0.0,64.0,2.05,484530018392,48453001839,48453,48453,48,453,001839,2,1500000US484530018392,484530018392,2,BG,2420838,0,"POLYGON Z ((-97.67471599999999 30.407991 0, -97.673272 30.407808 0, -97.668745 30.405744 0, -97.66492699999999 30.405464 0, -97.66258499999999 30.404975 0, -97.65743399999999 30.40247 0, -97.654782 30.399474 0, -97.65258 30.391028 0, -97.650841 30.388317 0, -97.652278 30.387504 0, -97.656335 30.389492 0, -97.65904599999999 30.390825 0, -97.66513999999999 30.39521 0, -97.67269399999999 30.399072 0, -97.673391 30.399287 0, -97.673587 30.399294 0, -97.675079 30.403409 0, -97.67471599999999 30.407991 0))"
484530018401,126.0,48,453,001840,1,0.0,258.0,23443.0,94.0,0.0,843.0,14.0,79.0,251.0,196.0,0.0,47.0,197.0,0.0,128.0,315.0,3035.0,348.0,3489.0,164.0,0.0,12.0,13.0,642.0,19.0,21.0,1800.0,57.0,169.0,0.0,867.0,5517.0,13.0,0.0,238.0,1098.0,29.0,52.0,58.0,0.0,86.0,468.0,17.0,0.0,0.0,0.0,5517.0,201.0,0.0,96.0,27.0,31.0,66.0,0.0,734.0,5110.0,0.0,1869.0,155.0,0.0,113.0,250.0,845.0,5517.0,320.0,450.0,69.0,14.0,44.0,37.0,363.0,54.0,0.0,2813.0,1800.0,40.0,0.0,80.0,1800.0,146.0,10059.0,0.0,29.0,124.0,1869.0,2832.0,0.0,1800.0,93.0,0.0,1800.0,222.0,279.0,0.0,10.0,38.0,0.0,0.0,0.0,1407.0,19.0,0.0,0.0,315.0,0.0,2982.0,0.0,0.0,98600.0,0.0,8.0,3.07,484530018401,48453001840,48453,48453,48,453,001840,1,1500000US484530018401,484530018401,1,BG,5256470,5331,"POLYGON Z ((-97.671594 30.424418 0, -97.668526 30.440502 0, -97.666186 30.441103 0, -97.664523 30.441112 0, -97.66371199999999 30.440883 0, -97.65693899999999 30.436991 0, -97.654544 30.435233 0, -97.65305099999999 30.432799 0, -97.64983099999999 30.433732 0, -97.648647 30.434502 0, -97.64586 30.438938 0, -97.64372899999999 30.438244 0, -97.640298 30.436552 0, -97.64541 30.438028 0, -97.64615999999999 30.4369 0, -97.64468199999999 30.435455 0, -97.64472099999999 30.43343 0, -97.64523299999999 30.431852 0, -97.644583 30.429102 0, -97.645355 30.428167 0, -97.643519 30.42676 0, -97.644544 30.424442 0, -97.64313799999999 30.42254 0, -97.645561 30.419323 0, -97.64648799999999 30.417924 0, -97.64835199999999 30.417765 0, -97.65125399999999 30.413496 0, -97.6498 30.412781 0, -97.650604 30.411859 0, -97.654072 30.414011 0, -97.658541 30.418178 0, -97.661788 30.419891 0, -97.67026899999999 30.424043 0, -97.67119099999999 30.424256 0, -97.671594 30.424418 0))"
