index,geometry,MDGRENT,MDHSEVAL,MEDAGE,PERCAP,PPUNIT,QAGEDEP,QASIAN,QBLACK,QCVLUN,QEDLESHI,QESL,QEXTRCT,QFAM,QFEMALE,QFEMLBR,QFHH,QHISPC,QMOHO,QNATIVE,QNOAUTO,QNOHLTH,QPOVTY,QRENTER,QRICH,QSERV,QSSBEN,QUNOCCHU,F1: 1,F1: 2,F1: 3,F1: 4,F1: 5,F1: 6,FA_SVI_Unscaled,FA_SVI_Scaled,FA_SVI_Rank,FA_SVI_Percentile,RM_SVI_Rank,RM_SVI_Percentile
484530023271,"POLYGON ((-97.70213099999999 30.237208, -97.701277 30.237671, -97.70056200000001 30.238578, -97.700434 30.241176, -97.698532 30.24201, -97.69467299999999 30.242569, -97.694605 30.243881, -97.694849 30.245317, -97.693483 30.245414, -97.69128000000001 30.245176, -97.691081 30.243934, -97.692685 30.241739, -97.697315 30.234587, -97.697883 30.23485, -97.70140000000001 30.236477, -97.70213099999999 30.237208))",1097.8214285714287,-230927.21649484537,50.3,-9134.0,1.89,0.987987987987988,0.0,0.0,0.0,0.5104602510460251,0.17417417417417416,0.33695652173913043,0.0,0.6366366366366366,0.0,0.0,0.6486486486486487,0.0,0.0,0.6647727272727273,0.2335752838265401,0.5525525525525525,0.18181818181818182,-0.0,0.6630434782608695,0.6647727272727273,0.12,0.9629231354112117,-0.022240473430436555,0.5592534810057684,0.5117920871125649,0.09000045219515504,-0.2230500014587505,1.878678680835513,1.0,1.0,1.0,100.0,0.8695652173913043
484530022222,"POLYGON ((-97.63589899999999 30.299305, -97.626622 30.301854, -97.622388 30.303006, -97.620842 30.302262, -97.622838 30.29926, -97.62795199999999 30.29124, -97.635662 30.294978, -97.63795399999999 30.296098, -97.63589899999999 30.299305))",1348.0,-165300.0,21.2,-10437.0,3.51,0.7753086419753087,0.0,0.04197530864197531,0.10317460317460317,0.527536231884058,0.37307152875175315,0.6283185840707964,0.16551724137931034,0.6555555555555556,0.37168141592920356,0.1038961038961039,0.8987654320987655,0.033003300330033,0.0,0.22510822510822512,0.19415204678362574,0.5654320987654321,0.7316017316017316,-0.0,0.1504424778761062,0.0,0.2376237623762376,1.3456302925536126,-0.10905762915432686,-0.0906688934258595,0.2922923841018994,0.2394362604558155,-0.19585808655067888,1.4817743279804623,0.8708085987342733,2.0,0.9986824769433466,10.0,0.9881422924901185
484530443003,"POLYGON ((-97.65737900000001 30.424732, -97.65681499999999 30.42999, -97.656583 30.430411, -97.656713 30.430473, -97.655896 30.431448, -97.65309000000001 30.43271, -97.65283100000001 30.432757, -97.65196899999999 30.431138, -97.650739 30.429958, -97.649854 30.429487, -97.648065 30.428833, -97.64476000000001 30.428794, -97.645355 30.428167, -97.643613 30.426306, -97.644544 30.424442, -97.643182 30.422334, -97.645646 30.419288, -97.647649 30.418574, -97.64832699999999 30.418773, -97.64957699999999 30.419629, -97.651062 30.420084, -97.65687699999999 30.4236, -97.65737900000001 30.424732))",1330.0357142857142,-179800.0,36.0,-14032.0,3.48,0.8832214765100671,0.0,0.0,0.0,0.7299813780260708,0.4671140939597315,0.0,1.0,0.6751677852348993,0.3657587548638132,0.26635514018691586,0.9073825503355705,0.5607476635514018,0.0,0.0,0.22697423808722006,0.16778523489932887,0.40186915887850466,-0.0,0.14396887159533073,0.08411214953271028,0.0,1.0043844402054105,-0.014988014867606344,0.0599752891795485,0.04573660805604549,0.23277648516549448,0.05834607915191041,1.386230886890803,0.8397094410975963,3.0,0.997364953886693,101.0,0.8682476943346509
484530407003,"POLYGON ((-97.71875900000001 30.368355, -97.717713 30.36864, -97.715559 30.37203, -97.71059700000001 30.369308, -97.709788 30.368931, -97.71306300000001 30.363616, -97.713432 30.363786, -97.717325 30.365602, -97.717979 30.365531, -97.718363 30.367415, -97.71875900000001 30.368355))",954.0,-236900.0,28.0,-12442.0,2.81,0.7589871834948422,0.0,0.08190059393560488,0.0,0.5284244721169464,0.4309331373989713,0.38358103326256193,0.17339667458432304,0.5764301344170053,0.38075017692852087,0.07023705004389816,0.859643638637074,0.0,0.005626758361988122,0.1044776119402985,0.35959518319241607,0.49528894472361806,0.8902546093064091,-0.0,0.34182590233545646,0.10535557506584724,0.04845446950710108,1.134617838461819,-0.059739577181264096,-0.013905534363949519,0.31469746361360357,0.10972587065323648,-0.1707904901893586,1.3146055709940867,0.8163955750232263,4.0,0.9960474308300395,56.0,0.927536231884058
484530406001,"POLYGON ((-97.706227 30.367436, -97.705856 30.368025, -97.7055 30.369251, -97.700621 30.366977, -97.699629 30.366551, -97.69841700000001 30.365993, -97.69599700000001 30.36487, -97.69695 30.363155, -97.69893 30.364099, -97.699843 30.36453, -97.70161899999999 30.365391, -97.706067 30.367334, -97.706227 30.367436))",981.0,-246565.5922746781,18.6,-7625.0,4.04,0.8847235238987816,0.0,0.15089034676663543,0.15503875968992248,0.4682352941176471,0.14823261117445838,0.10091743119266056,0.6102564102564103,0.6944704779756327,0.5045871559633027,0.3939393939393939,0.6925960637300843,0.0,0.0,0.23863636363636365,0.3022222222222222,0.44048734770384257,1.0,-0.0,0.42813455657492355,0.10606060606060606,0.12871287128712872,0.5683516325947439,-0.0531791115719315,-0.07306138854013923,0.28560617022382184,0.3632138013544702,0.1947994587833954,1.2857305628443607,0.8069968301175873,5.0,0.994729907773386,1.0,1.0
484530022131,"POLYGON ((-97.649762 30.291072, -97.64635699999999 30.299369, -97.64368899999999 30.29823, -97.640878 30.297528, -97.64434199999999 30.293178, -97.647446 30.290482, -97.647845 30.288196, -97.646441 30.283832, -97.647999 30.280828, -97.648205 30.280903, -97.64869299999999 30.281082, -97.649762 30.291072))",1239.4754098360656,-314800.0,51.6,-19770.0,2.45,0.9212962962962963,0.0,0.16666666666666666,0.03896103896103896,0.48534201954397393,0.30787037037037035,0.08108108108108109,0.35,0.6388888888888888,0.5765765765765766,0.4147727272727273,0.7986111111111112,0.0,0.016203703703703703,0.0,0.2789272030651341,0.0,0.11931818181818182,-0.0,0.34234234234234234,0.14772727272727273,0.0,0.5766853702085075,0.011958757211223865,0.24100446667847825,-0.06816597551311539,0.20090610791914662,0.2768496384280649,1.2392383649323058,0.7918637328033953,6.0,0.9934123847167325,49.0,0.9367588932806324
484530009023,"POLYGON ((-97.72299 30.260658, -97.71508799999999 30.257994, -97.711108 30.256628, -97.71278100000001 30.252988, -97.716751 30.254392, -97.72461 30.257132, -97.72299 30.260658))",905.0,-565500.0,29.9,-25010.0,2.38,0.9324618736383442,0.015250544662309368,0.020697167755991286,0.1165644171779141,0.30685920577617326,0.07259073842302878,0.0,1.0,0.6372549019607843,0.4965277777777778,0.3072916666666667,0.5588235294117647,0.0150093808630394,0.0,0.3802083333333333,0.10209473485563314,0.4226579520697168,0.6770833333333334,-0.049479166666666664,0.13541666666666666,0.5859375,0.2795497185741088,0.173923672805048,-0.09002248309985952,0.20688136763750378,0.3732528109461761,0.23480403301161498,0.17652127878089544,1.0753606800813789,0.7385219450659193,7.0,0.9920948616600791,45.0,0.9420289855072463
484530023101,"POLYGON ((-97.666583 30.22082, -97.664739 30.222492, -97.66412699999999 30.222997, -97.660678 30.219691, -97.657988 30.219502, -97.65777 30.218391, -97.654996 30.217904, -97.654051 30.218229, -97.650851 30.214162, -97.65056 30.213568, -97.64528199999999 30.210358, -97.63842200000001 30.208056, -97.638214 30.208057, -97.63936699999999 30.20329, -97.641896 30.204551, -97.660342 30.213826, -97.66892 30.218624, -97.666583 30.22082))",691.0,-149000.0,45.7,-17157.0,2.47,0.6787330316742082,0.0,0.11764705882352941,0.0,0.36156351791530944,0.20745920745920746,0.27,0.4,0.504524886877828,0.205,0.19553072625698323,0.753393665158371,0.23076923076923078,0.0,0.1787709497206704,0.3560899922420481,0.3235294117647059,0.4134078212290503,-0.0,0.405,0.33519553072625696,0.13942307692307693,0.6978011694051021,0.05697763719702352,0.22568202752770786,0.15021681290689762,-0.0858982692846355,0.030531858035162857,1.0753112357872583,0.7385058510684711,8.0,0.9907773386034255,14.0,0.9828722002635046
484530008022,"POLYGON ((-97.707722 30.275704, -97.700329 30.276862, -97.698437 30.274661, -97.697907 30.273556, -97.704829 30.272419, -97.707245 30.272438, -97.710095 30.271413, -97.707722 30.275704))",726.1153846153846,-1024500.0,37.5,-23938.0,2.4,0.8649006622516556,0.0,0.4960264900662252,0.06060606060606061,0.18839200761179828,0.020563594821020565,0.07956989247311828,1.0,0.5251655629139073,0.5182795698924731,0.48870967741935484,0.3966887417218543,0.0,0.0,0.5951612903225807,0.13412953605879652,0.6052980132450331,0.8661290322580645,-0.06290322580645161,0.0989247311827957,0.5112903225806451,0.04024767801857585,-0.023381121236305872,-0.25596500742182016,0.30230902943403976,0.5476745786852777,0.060620071573964776,0.42356374146547826,1.0548212925006344,0.7318364243765925,9.0,0.9894598155467721,64.0,0.9169960474308301
484530021054,"POLYGON ((-97.710448 30.30959, -97.70943 30.311346, -97.7079 30.315224, -97.706891 30.321963, -97.706858 30.322197, -97.706165 30.322295, -97.700954 30.322058, -97.700986 30.321539, -97.70105599999999 30.320434, -97.702209 30.318502, -97.704065 30.317053, -97.70153500000001 30.315813, -97.704955 30.313097, -97.708034 30.310715, -97.709755 30.309108, -97.710448 30.30959))",1082.0,-359877.2016293279,38.4,-21534.0,2.23,0.715690657130085,0.00581135449262405,0.22038444345105052,0.025024061597690085,0.3612750885478158,0.16751977664029782,0.25468904244817375,0.5732758620689655,0.5198927134555208,0.3366238894373149,0.1536926147704591,0.5529727313366115,0.0,0.0,0.3532934131736527,0.26064516129032256,0.40634778721502013,0.9900199600798403,-0.017964071856287425,0.2102665350444225,0.36327345309381237,0.1636060100166945,0.4978585145751763,-0.050648150215257676,0.17836013204435516,0.4425708474500355,-0.01741341221017881,0.0012541688959615948,1.051982100540092,0.7309122743006199,10.0,0.9881422924901185,23.0,0.9710144927536232
