index,geometry,MDGRENT,MDHSEVAL,MEDAGE,PERCAP,PPUNIT,QAGEDEP,QASIAN,QBLACK,QCVLUN,QEDLESHI,QESL,QEXTRCT,QFAM,QFEMALE,QFEMLBR,QFHH,QHISPC,QMOHO,QNATIVE,QNOAUTO,QNOHLTH,QPOVTY,QRENTER,QRICH,QSERV,QSSBEN,QUNOCCHU,F2: 1,F2: 2,F2: 3,F2: 4,F2: 5,FA_SVI_Unscaled,FA_SVI_Scaled,FA_SVI_Rank,FA_SVI_Percentile,RM_SVI_Rank,RM_SVI_Percentile
484530022131,"POLYGON ((-97.649762 30.291072, -97.64635699999999 30.299369, -97.64368899999999 30.29823, -97.640878 30.297528, -97.64434199999999 30.293178, -97.647446 30.290482, -97.647845 30.288196, -97.646441 30.283832, -97.647999 30.280828, -97.64869299999999 30.281082, -97.649762 30.291072))",1189.7142857142858,-114556.37974683545,51.1,-18093.0,2.58,1.0425963488843812,0.0,0.032454361054766734,0.0,0.49575070821529743,0.34279918864097364,0.13023255813953488,0.559322033898305,0.7322515212981744,0.8232558139534883,0.643979057591623,0.9290060851926978,0.0,0.02028397565922921,0.0,0.21557752592235352,0.0,0.0,-0.0,0.5116279069767442,0.19895287958115182,0.0,0.963939890917047,0.0933382946076658,0.25823545341819065,0.509634606572249,-0.11717817423449355,1.7079700712806591,1.0,1.0,1.0,35.0,0.9552042160737813
484530023271,"POLYGON ((-97.70213099999999 30.237208, -97.701277 30.237671, -97.70056200000001 30.238578, -97.700434 30.241176, -97.699268 30.241325, -97.69881100000001 30.24209, -97.69820799999999 30.241719, -97.69743 30.242327, -97.69569 30.242071, -97.69467299999999 30.242569, -97.694605 30.243881, -97.694849 30.245317, -97.693483 30.245414, -97.69128000000001 30.245176, -97.691081 30.243934, -97.692685 30.241739, -97.697315 30.234587, -97.697883 30.23485, -97.70140000000001 30.236477, -97.70213099999999 30.237208))",1123.168449197861,-257931.85269121814,41.9,-5122.0,2.42,0.9517819706498952,0.0,0.49266247379454925,0.631578947368421,0.56957928802589,0.07966457023060797,0.0,1.0,0.6624737945492662,0.0,0.5329949238578681,0.469601677148847,0.0,0.0,0.09137055837563451,0.19903567984570877,0.7232704402515723,0.22842639593908629,-0.0,1.0,0.6040609137055838,0.1004566210045662,0.7772133934191197,0.04364549203895769,0.42744626972897704,0.22113843915698903,0.16859584573336467,1.6380394400774083,0.9770603077513865,2.0,0.9986824769433466,6.0,0.9934123847167325
484530407003,"POLYGON ((-97.71875900000001 30.368355, -97.71810499999999 30.368395, -97.715559 30.37203, -97.71059700000001 30.369308, -97.709788 30.368931, -97.71306300000001 30.363616, -97.713432 30.363786, -97.717325 30.365602, -97.717979 30.365531, -97.718363 30.367415, -97.71875900000001 30.368355))",1117.0,-268100.0,27.8,-10808.0,2.87,0.7773777377737774,0.0036003600360036,0.09720972097209721,0.0,0.5403624382207578,0.4268033946251768,0.4361623616236162,0.18126272912423624,0.6012601260126013,0.4154981549815498,0.0981067125645439,0.843984398439844,0.0,0.0,0.14285714285714285,0.38981261546582213,0.536858006042296,0.887263339070568,-0.0,0.34095940959409593,0.10327022375215146,0.04675963904840033,1.3384366059662125,-0.15882701014516426,0.024529850384086487,0.14522537452127773,0.28346682148570984,1.6328316422121223,0.9753519679542605,3.0,0.997364953886693,38.0,0.9512516469038208
484530431001,"POLYGON ((-97.699707 30.358266, -97.69695 30.363155, -97.693375 30.360882, -97.688109 30.358259, -97.691118 30.353487, -97.694211 30.355084, -97.69752800000001 30.356245, -97.699707 30.358266))",1153.6422222222222,-227800.0,58.4,-25969.0,2.95,0.9649289099526066,0.0,0.0,0.0,0.44558991981672397,0.5020833333333333,0.2145922746781116,0.0,0.4947867298578199,0.3948497854077253,0.0,0.7838862559241706,0.0,0.061611374407582936,0.0,0.24510166358595195,0.0,0.31564245810055863,-0.12011173184357542,0.27896995708154504,0.49162011173184356,0.04533333333333334,1.0572359266181686,-0.04982906835783429,0.526560931270693,-0.06834129545658155,0.04753648885885265,1.5131629829332984,0.9360964633431024,4.0,0.9960474308300395,195.0,0.7444005270092227
484530008022,"POLYGON ((-97.710095 30.271413, -97.707722 30.275704, -97.700329 30.276862, -97.698437 30.274661, -97.697907 30.273556, -97.704829 30.272419, -97.707245 30.272438, -97.707982 30.272332, -97.710095 30.271413))",782.1481481481482,-413025.92184368736,37.5,-17755.0,2.25,0.8820395738203958,0.0,0.4200913242009132,0.10955056179775281,0.22717149220489977,0.02097902097902098,0.10410094637223975,1.0,0.5487062404870624,0.4384858044164038,0.4670138888888889,0.4901065449010654,0.0,0.0,0.6684027777777778,0.1220321674751085,0.7047184170471842,0.8993055555555556,-0.03819444444444445,0.13249211356466878,0.5069444444444444,0.08280254777070063,0.3391156730605038,-0.019370364240148603,0.3349772236541766,0.17542515568958755,0.5183034741378725,1.348451162301992,0.8820652268165922,5.0,0.994729907773386,20.0,0.9749670619235836
484530407002,"POLYGON ((-97.723722 30.372742, -97.72063300000001 30.378359, -97.71961899999999 30.37745, -97.719652 30.375121, -97.71962499999999 30.374512, -97.719292 30.373983, -97.718988 30.373674, -97.715559 30.37203, -97.71810499999999 30.368395, -97.71875900000001 30.368355, -97.720429 30.370439, -97.72391399999999 30.372095, -97.723722 30.372742))",867.0,-302631.55263157893,24.6,-15734.0,1.79,0.7646219686162625,0.0,0.02282453637660485,0.0,0.40476190476190477,0.35008665511265163,0.0,0.7720588235294118,0.5649072753209701,0.5090439276485789,0.26854219948849106,0.8316690442225392,0.0,0.0,0.24040920716112532,0.38981261546582213,0.746077032810271,1.0,-0.0,0.4160206718346253,0.11253196930946291,0.06235011990407674,0.8528260471799823,-0.08016566251097443,-0.01856972028449014,0.18950384769930523,0.3908989108951058,1.3344934229789287,0.8774866002684228,6.0,0.9934123847167325,64.0,0.9169960474308301
484530406001,"POLYGON ((-97.706227 30.367436, -97.705856 30.368025, -97.7055 30.369251, -97.700621 30.366977, -97.69599700000001 30.36487, -97.69695 30.363155, -97.70161899999999 30.365391, -97.706067 30.367334, -97.706227 30.367436))",993.0,-271713.85142857145,20.9,-9874.0,4.37,0.8228228228228228,0.0,0.09084084084084085,0.12794612794612795,0.46959459459459457,0.1926192619261926,0.12355212355212356,0.5086206896551724,0.6569069069069069,0.4749034749034749,0.3344262295081967,0.737987987987988,0.0,0.0,0.11475409836065574,0.3341170323928945,0.32432432432432434,1.0,-0.0,0.5077220077220077,0.05245901639344262,0.05864197530864197,0.9194693074476542,-0.034084995992738856,-0.1158463626049524,0.34820439751275806,0.1785812853701522,1.2963236317328732,0.8649655740841543,7.0,0.9920948616600791,2.0,0.9986824769433466
484530023211,"POLYGON ((-97.70339199999999 30.22499, -97.701493 30.228001, -97.697315 30.234587, -97.692685 30.241739, -97.691081 30.243934, -97.690668 30.242822, -97.68832500000001 30.239734, -97.69067099999999 30.238059, -97.695536 30.231599, -97.698899 30.227059, -97.700776 30.224494, -97.701111 30.224054, -97.7028 30.224802, -97.70339199999999 30.22499))",920.0,-143800.0,47.5,-20039.0,1.94,0.8298611111111112,0.0,0.0,0.09451219512195122,0.4260027662517289,0.06093189964157706,0.050505050505050504,0.6436781609195402,0.5358796296296297,0.6430976430976431,0.16930022573363432,0.6053240740740741,0.0,0.0,0.3837471783295711,0.16482558139534884,0.43453070683661643,0.4153498871331828,-0.0,0.20202020202020202,0.3363431151241535,0.04525862068965517,0.42030119554619516,0.09937913788166347,0.31655425181175273,0.1340537415261383,0.24721995741468605,1.2175082841804357,0.8391113842075385,8.0,0.9907773386034255,19.0,0.9762845849802372
484530010005,"POLYGON ((-97.73648300000001 30.255864, -97.734295 30.25633, -97.730283 30.254935, -97.726294 30.25352, -97.727485 30.250843, -97.729095 30.249864, -97.727814 30.248369, -97.72590700000001 30.247139, -97.728976 30.247907, -97.734424 30.250209, -97.73599400000001 30.250611, -97.73727 30.257326, -97.73648300000001 30.255864))",739.0,-478600.0,66.6,-40776.0,1.37,0.9487704918032787,0.0430327868852459,0.15163934426229508,0.0,0.25614754098360654,0.02459016393442623,0.11244979919678715,,0.430327868852459,0.36947791164658633,0.0,0.2766393442622951,0.0,0.0,0.4606741573033708,0.09455920861216177,0.11475409836065574,0.851123595505618,-0.042134831460674156,0.1686746987951807,0.6769662921348315,0.1543942992874109,0.07818816857205493,0.02699565936613668,0.747954135870847,-0.15084033871163288,0.484058011821978,1.1863556369193837,0.8288922266137642,9.0,0.9894598155467721,176.0,0.769433465085639
484530021053,"POLYGON ((-97.702209 30.318502, -97.70105599999999 30.320434, -97.700986 30.321539, -97.700954 30.322058, -97.69538799999999 30.321472, -97.695858 30.320781, -97.699617 30.317289, -97.70153500000001 30.315813, -97.704065 30.317053, -97.702209 30.318502))",1148.0,-380815.51836734696,29.8,-13351.0,2.77,0.9373848987108656,0.027624309392265192,0.18232044198895028,0.0967741935483871,0.11371237458193979,0.12663755458515283,0.10714285714285714,0.8,0.7034990791896869,0.5297619047619048,0.25510204081632654,0.6629834254143646,0.0,0.0,0.22448979591836735,0.18200179533213645,0.6721915285451197,1.0,-0.0,0.5714285714285714,0.05102040816326531,0.0,0.35245885710854646,0.013348537851142267,0.009888902199536342,0.4377096860530954,0.3175019456446935,1.130907928857014,0.810703439569288,10.0,0.9881422924901185,5.0,0.994729907773386
