index,key_0,geometry,MDGRENT,MDHSEVAL,MEDAGE,PERCAP,PPUNIT,QAGEDEP,QASIAN,QBLACK,QCVLUN,QEDLESHI,QESL,QEXTRCT,QFAM,QFEMALE,QFEMLBR,QFHH,QHISPC,QMOHO,QNATIVE,QNOAUTO,QNOHLTH,QPOVTY,QRENTER,QRICH,QSERV,QSSBEN,QUNOCCHU,F2: 1,F2: 2,F2: 3,F2: 4,F2: 5,FA_SVI_Unscaled,FA_SVI_Scaled,FA_SVI_Rank,FA_SVI_Percentile,RM_SVI_Rank,RM_SVI_Percentile
484530022022,484530022022,"POLYGON ((-97.63793299999999 30.296087999999997, -97.63517499999999 30.297352, -97.63421699999999 30.299128999999997, -97.629727 30.301202999999997, -97.628751 30.301121, -97.62787499999999 30.298679, -97.62416999999999 30.299888, -97.622923 30.299300000000002, -97.622838 30.29926, -97.627952 30.29124, -97.635662 30.294977999999997, -97.63793299999999 30.296087999999997))",1092.0,-148740.05755395684,26.0,-7658.0,4.29,0.7353383458646616,0.0,0.04586466165413534,0.04753820033955857,0.6626686656671664,0.3546931407942238,0.29233511586452765,0.32547169811320753,0.5684210526315789,0.47593582887700536,0.22258064516129034,0.924812030075188,0.10098522167487685,0.0,0.2161290322580645,0.35995670995671,0.5300751879699248,0.6935483870967742,-0.0,0.23529411764705882,0.0,0.23645320197044334,1.3592990999920358,-0.09703012218629495,-0.017225757881601994,0.18370240788742598,0.13348457314376505,1.5622302009553297,1.0,1.0,1.0,5.0,0.9930555555555556
484530022082,484530022082,"POLYGON ((-97.65382699999999 30.291506, -97.64822 30.300237, -97.646357 30.299369, -97.643689 30.29823, -97.64174 30.297766, -97.644498 30.296947, -97.64557599999999 30.29411, -97.648878 30.29169, -97.64944299999999 30.289028, -97.64963399999999 30.288657999999998, -97.648693 30.281081999999998, -97.65317999999999 30.282769, -97.652749 30.284743, -97.653624 30.285649, -97.65440699999999 30.28927, -97.65382699999999 30.291506))",931.0,-111956.04347826086,21.7,-10835.0,4.75,0.7386162034299231,0.0,0.03784742755765819,0.17953020134228187,0.6045627376425855,0.35306859205776175,0.21881390593047034,0.3470790378006873,0.5044352454169131,0.34355828220858897,0.28370786516853935,0.9450029568302779,0.6576819407008087,0.0,0.0,0.3210249671484888,0.319337670017741,0.4101123595505618,-0.0,0.3476482617586912,0.18258426966292135,0.04043126684636118,1.3450995774721908,-0.03075994162440439,-0.04428586182995172,0.06643178109191522,-0.07646585795655726,1.2600196971531925,0.8907032503376374,2.0,0.9982638888888888,22.0,0.9635416666666666
484530018192,484530018192,"POLYGON ((-97.706227 30.367435999999998, -97.705856 30.368025, -97.7055 30.369251, -97.700621 30.366977, -97.69599699999999 30.36487, -97.69695 30.363155, -97.70606699999999 30.367334, -97.706227 30.367435999999998))",815.0,-165922.92993630574,26.9,-10865.0,3.5,0.5469043151969981,0.0,0.020637898686679174,0.0,0.7157190635451505,0.4552683896620278,0.40654205607476634,0.1411042944785276,0.4718574108818011,0.29906542056074764,0.03278688524590164,0.8583489681050657,0.0,0.0,0.20655737704918034,0.2759360839494395,0.4981238273921201,0.9442622950819672,-0.0,0.397196261682243,0.09836065573770492,0.040880503144654086,1.2751337956827715,-0.15861950403323918,-0.004674818955886233,-0.1564223539867233,0.26644704196558383,1.2218641606725065,0.8769040075366888,3.0,0.9965277777777778,183.0,0.6840277777777778
484530018122,484530018122,"POLYGON ((-97.695146 30.32858, -97.69224899999999 30.333154999999998, -97.692381 30.335124999999998, -97.693271 30.335828, -97.68638399999999 30.332617, -97.687826 30.330769999999998, -97.689951 30.329677999999998, -97.693123 30.324855999999997, -97.695162 30.325893999999998, -97.695146 30.32858))",938.0,-183823.17647058822,27.4,-11876.0,3.06,0.6646673936750273,0.008178844056706653,0.08805888767720829,0.03323442136498516,0.4539440203562341,0.395457373988799,0.32351135666052794,0.30885529157667385,0.49127589967284624,0.36095764272559855,0.2148829431438127,0.745092693565976,0.0,0.0,0.12876254180602006,0.3327431389907677,0.43365253077975374,0.9531772575250836,-0.0,0.3984039287906691,0.21153846153846154,0.08422664624808576,0.9598352423680078,-0.056302725561335566,0.051354552857957037,-0.03760000183279322,0.25350862675944336,1.1707956945912794,0.8584347045750184,4.0,0.9947916666666666,20.0,0.9670138888888888
484530018332,484530018332,"POLYGON ((-97.680712 30.369949, -97.676155 30.377056999999997, -97.67558299999999 30.376949, -97.66582299999999 30.372460999999998, -97.66863099999999 30.368247999999998, -97.668869 30.367421999999998, -97.66851799999999 30.362911999999998, -97.672985 30.362917999999997, -97.68147499999999 30.366920999999998, -97.680712 30.369949))",1097.0,-186500.0,56.7,-30091.0,1.78,1.0,0.06625766871165645,0.1668711656441718,0.0861244019138756,0.1216012084592145,0.022208121827411168,0.0,0.3673469387755102,0.5760736196319018,0.5200698080279232,0.05583126550868486,0.1558282208588957,0.0,0.030061349693251534,0.1774193548387097,0.302918118466899,0.1456445993031359,0.6600496277915633,-0.05831265508684864,0.06980802792321117,0.43672456575682383,0.0,-0.06286545606358919,0.16131584301584045,0.5853055173630564,0.18260238656251399,0.26735406795179645,1.133712358829618,0.8450232313985556,5.0,0.9930555555555556,92.0,0.8420138888888888
484530021093,484530021093,"POLYGON ((-97.682628 30.285861999999998, -97.672506 30.286808999999998, -97.66940699999999 30.286310999999998, -97.67076499999999 30.284249, -97.676648 30.282498, -97.679355 30.280435999999998, -97.682435 30.279605999999998, -97.688769 30.276169999999997, -97.682628 30.285861999999998))",783.0,-230400.0,43.6,-19734.0,2.32,0.8915808600847971,0.0,0.5741974560872198,0.019393939393939394,0.2445095168374817,0.03708206686930091,0.10754017305315204,0.816793893129771,0.6529376135675349,0.6378244746600742,0.25464949928469244,0.2828588734100545,0.0,0.0,0.23032904148783978,0.19453125,0.22652937613567534,0.44206008583690987,-0.0,0.24351050679851668,0.2575107296137339,0.09102730819245773,0.21630789510477286,0.13222583552099984,0.2461822548676457,0.3647358057552133,0.1581359574543562,1.117587748702988,0.8391916423100197,6.0,0.9913194444444444,14.0,0.9774305555555556
484530004022,484530004022,"POLYGON ((-97.715443 30.284889, -97.706313 30.286265, -97.70394499999999 30.282572, -97.708497 30.281826, -97.714288 30.280956999999997, -97.715053 30.282902999999997, -97.715443 30.284889))",896.0,-242700.0,32.2,-18116.0,2.79,1.0755649717514124,0.029661016949152543,0.3488700564971751,0.03709428129829984,0.1755485893416928,0.041916167664670656,0.025682182985553772,0.6589147286821705,0.7005649717514124,0.6324237560192616,0.2624113475177305,0.13559322033898305,0.006369426751592357,0.0,0.08274231678486997,0.16092317420170724,0.22900763358778625,0.6146572104018913,-0.04018912529550828,0.3451043338683788,0.19858156028368795,0.10191082802547771,0.23575724205997617,0.0629930699798681,0.13647511234451112,0.5590367995072576,0.12278747973703709,1.1170497036286502,0.8389970541767249,7.0,0.9895833333333334,19.0,0.96875
484530018224,484530018224,"POLYGON ((-97.704419 30.370966, -97.703203 30.372111999999998, -97.70196999999999 30.370648, -97.700521 30.372163999999998, -97.699441 30.371824999999998, -97.698529 30.371961, -97.696298 30.370889, -97.696624 30.370213999999997, -97.69943599999999 30.371399, -97.70039399999999 30.369543999999998, -97.699754 30.368658, -97.700621 30.366977, -97.7055 30.369251, -97.704419 30.370966))",927.0,-167013.20833333334,28.5,-15092.0,3.01,0.5796460176991151,0.0,0.0050568900126422255,0.02653927813163482,0.5233830845771145,0.4400595681310499,0.33587786259541985,0.6042780748663101,0.4026548672566372,0.3227917121046892,0.20722433460076045,0.838811630847029,0.0,0.0,0.19771863117870722,0.4095158364727222,0.4020227560050569,0.9125475285171103,-0.0,0.366412213740458,0.0779467680608365,0.04189435336976321,1.0501529850249185,-0.0613487018399614,0.06154237348583829,-0.19389234464075045,0.2584958411390422,1.114950153169087,0.838237735628576,8.0,0.9878472222222222,109.0,0.8125
484530024131,484530024131,"POLYGON ((-97.744675 30.195959, -97.744129 30.197001, -97.74248899999999 30.20001, -97.742218 30.201598999999998, -97.739785 30.200744999999998, -97.741177 30.198441, -97.73978 30.197754999999997, -97.741103 30.194032999999997, -97.743089 30.194093, -97.744621 30.193997, -97.744675 30.195959))",1013.0,-121958.58108108108,27.7,-9832.0,3.49,0.6533637400228051,0.0,0.013683010262257697,0.11488250652741515,0.4717741935483871,0.25105782792665726,0.5575221238938053,0.2905405405405405,0.43557582668187,0.30973451327433627,0.17131474103585656,0.9863169897377423,0.0,0.0,0.09163346613545817,0.2571140262361251,0.5210946408209807,0.9043824701195219,-0.0,0.21238938053097345,0.11553784860557768,0.0,1.0561366710191396,-0.053325918537161524,0.060881182797938006,-0.13478531913808806,0.14505467691391855,1.0739612930557465,0.823413799576087,9.0,0.9861111111111112,99.0,0.8298611111111112
484530023122,484530023122,"POLYGON ((-97.70077599999999 30.224494, -97.698899 30.227058999999997, -97.690671 30.238059, -97.68955899999999 30.238853, -97.689742 30.237880999999998, -97.690406 30.234371, -97.691338 30.233297, -97.692021 30.232222999999998, -97.688925 30.230891999999997, -97.689528 30.228566999999998, -97.696809 30.222029, -97.698334 30.222709, -97.701179 30.223971, -97.70077599999999 30.224494))",1101.0,-47500.0,27.5,-12257.0,3.88,0.6993559718969555,0.0,0.04537470725995316,0.1345769487008661,0.5146666666666667,0.25972222222222224,0.17705927636643573,0.2854122621564482,0.48565573770491804,0.4472671285604311,0.23068181818181818,0.8931498829039812,0.3230429988974642,0.0,0.03295454545454545,0.2546440521518403,0.27546838407494145,0.43636363636363634,-0.015909090909090907,0.3117782909930716,0.11931818181818182,0.029768467475192944,0.9896775354086501,0.03707063597574906,-0.017401472674664267,0.05453444753431482,-0.04625424864825338,1.0176268975957963,0.8030400328125136,10.0,0.984375,30.0,0.9496527777777778
