index,B25024_001E,state,county,tract,block group,B16004_029E,B25044_010E,B19301_001E,B15003_002E,B15003_001E,B27001_023E,B15003_004E,B15003_016E,B01001_026E,B16004_051E,B19055_001E,B15003_003E,B16004_066E,B27001_017E,B01001_021E,B01001_027E,B16004_035E,B15003_005E,C24010_001E,B16004_007E,B15003_013E,B01001_049E,B25024_010E,B16004_062E,B03002_001E,B01001_024E,B01001_001E,B16004_022E,B16004_018E,B15003_008E,B17021_002E,B03002_005E,B03002_012E,B27001_005E,B25044_003E,B01001_048E,B16004_034E,B27001_033E,B03002_006E,C24010_038E,B16004_030E,B15003_006E,B25002_001E,C24010_068E,B16004_061E,B15003_014E,B17021_001E,B16004_052E,B15003_010E,B27001_042E,B16004_001E,B25002_003E,B25010_001E,B27001_011E,B27001_020E,B16004_040E,B15003_015E,C24010_055E,B01001_022E,B16004_067E,B27001_026E,B27001_048E,B01001_023E,B01002_001E,B27001_014E,B01001_045E,B16004_057E,B01001_044E,B27001_036E,B19001_017E,B03002_004E,C24010_032E,B23025_003E,B19055_002E,B25003_003E,B27001_057E,B01001_046E,B15003_011E,B27001_045E,B16004_039E,B16004_012E,B01001_025E,B16004_008E,B27001_001E,B16004_017E,B11005_005E,B25077_001E,B15003_007E,B27001_029E,B15003_012E,B01001_003E,B16004_045E,B25003_001E,B16004_023E,B15003_009E,B11001_006E,B23025_005E,B16004_044E,B25044_001E,B27001_008E,B27001_039E,B16004_056E,B16004_013E,C24010_019E,B01001_020E,B11005_003E,B25064_001E,B27001_054E,B19001_001E,B27001_051E,B11001_001E,B01001_047E,bg_fips,tract_fips,country_fips,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
482013429002,1226.0,48,201,342900,2,54.0,93.0,39729.0,13.0,1888.0,36.0,0.0,0.0,1621.0,59.0,1092.0,0.0,0.0,91.0,16.0,0.0,0.0,0.0,1296.0,0.0,23.0,64.0,13.0,0.0,2896.0,0.0,2896.0,0.0,0.0,0.0,784.0,0.0,1473.0,13.0,0.0,16.0,0.0,0.0,1.0,688.0,22.0,0.0,1226.0,0.0,0.0,0.0,2896.0,0.0,54.0,125.0,2880.0,134.0,2.64,39.0,1.0,0.0,94.0,182.0,41.0,0.0,0.0,22.0,31.0,42.5,181.0,93.0,0.0,16.0,0.0,81.0,20.0,115.0,1432.0,376.0,294.0,0.0,18.0,17.0,118.0,0.0,0.0,32.0,0.0,6231.0,0.0,157.0,144100.0,59.0,0.0,72.0,16.0,0.0,1092.0,0.0,0.0,78.0,136.0,0.0,1092.0,79.0,26.0,0.0,0.0,123.0,63.0,382.0,983.0,0.0,1092.0,16.0,1092.0,16.0,482013429002,48201342900,48201,48201,48,201,342900,2,1500000US482013429002,482013429002,2,BG,1024539,1097,"POLYGON ((-95.123278 29.679204, -95.113118 29.679369, -95.113006 29.673116, -95.11318 29.672035, -95.113096 29.669314, -95.11691999999999 29.66925, -95.11941899999999 29.669208, -95.119469 29.670879, -95.12308 29.670828, -95.12321999999999 29.676446, -95.123278 29.679204))"
482013429003,848.0,48,201,342900,3,0.0,49.0,36675.0,13.0,1706.0,36.0,0.0,30.0,1284.0,0.0,809.0,0.0,0.0,91.0,18.0,157.0,0.0,0.0,1190.0,0.0,0.0,0.0,0.0,0.0,2589.0,0.0,2589.0,0.0,0.0,0.0,450.0,0.0,250.0,13.0,0.0,0.0,0.0,0.0,20.0,599.0,0.0,0.0,848.0,0.0,0.0,19.0,2538.0,0.0,0.0,125.0,2335.0,39.0,3.2,39.0,1.0,0.0,0.0,107.0,33.0,0.0,0.0,22.0,33.0,32.8,181.0,15.0,0.0,16.0,0.0,87.0,0.0,76.0,1276.0,169.0,185.0,0.0,48.0,0.0,118.0,0.0,0.0,0.0,0.0,6231.0,0.0,223.0,142700.0,0.0,0.0,0.0,97.0,0.0,809.0,0.0,0.0,180.0,86.0,0.0,809.0,79.0,26.0,0.0,0.0,114.0,15.0,348.0,1725.0,0.0,809.0,16.0,809.0,0.0,482013429003,48201342900,48201,48201,48,201,342900,3,1500000US482013429003,482013429003,3,BG,4274894,0,"POLYGON ((-95.11318 29.672035, -95.113006 29.673116, -95.113118 29.679369, -95.10221799999999 29.679604, -95.087976 29.679815, -95.08781399999999 29.679817, -95.087712 29.674597, -95.087075 29.670879, -95.08691999999999 29.664381, -95.08712299999999 29.664376, -95.100622 29.664068, -95.10659299999999 29.66402, -95.11288499999999 29.663882, -95.113096 29.669314, -95.11318 29.672035))"
482013430001,1244.0,48,201,343000,1,0.0,30.0,24392.0,0.0,1514.0,34.0,0.0,0.0,1705.0,0.0,990.0,0.0,0.0,71.0,13.0,209.0,0.0,0.0,1601.0,0.0,0.0,0.0,0.0,0.0,2886.0,14.0,2886.0,0.0,0.0,0.0,450.0,0.0,1121.0,0.0,0.0,0.0,0.0,0.0,67.0,880.0,0.0,0.0,1244.0,52.0,0.0,0.0,2886.0,0.0,0.0,113.0,2625.0,254.0,2.92,122.0,43.0,0.0,0.0,227.0,14.0,0.0,0.0,97.0,0.0,26.4,125.0,56.0,0.0,14.0,105.0,0.0,35.0,0.0,1649.0,143.0,650.0,0.0,45.0,62.0,17.0,18.0,0.0,14.0,0.0,7070.0,0.0,179.0,169200.0,0.0,0.0,0.0,52.0,0.0,990.0,0.0,0.0,177.0,48.0,0.0,990.0,53.0,104.0,0.0,0.0,77.0,0.0,354.0,1125.0,52.0,990.0,16.0,990.0,0.0,482013430001,48201343000,48201,48201,48,201,343000,1,1500000US482013430001,482013430001,1,BG,2523889,7713,"POLYGON ((-95.132672 29.663504, -95.13144799999999 29.663526, -95.123268 29.663729, -95.12294799999999 29.663732, -95.116968 29.663815, -95.11683499999999 29.663817, -95.11675699999999 29.663818, -95.11397699999999 29.6639, -95.11288499999999 29.663882, -95.10659299999999 29.66402, -95.10677199999999 29.659321, -95.107056 29.658636, -95.11177499999999 29.658649, -95.11131999999999 29.650786, -95.11256399999999 29.650769, -95.11641299999999 29.650719, -95.116586 29.65071, -95.121273 29.650469, -95.12237499999999 29.650484, -95.124224 29.653454, -95.131861 29.662035, -95.132672 29.663504))"
482013430002,809.0,48,201,343000,2,29.0,83.0,24792.0,0.0,1511.0,34.0,0.0,24.0,1022.0,0.0,809.0,0.0,0.0,71.0,0.0,66.0,0.0,0.0,787.0,0.0,0.0,0.0,61.0,0.0,1952.0,13.0,1952.0,0.0,0.0,15.0,324.0,0.0,916.0,0.0,0.0,15.0,0.0,0.0,0.0,428.0,0.0,0.0,809.0,0.0,0.0,0.0,1952.0,0.0,0.0,113.0,1886.0,0.0,2.41,122.0,43.0,0.0,81.0,130.0,69.0,0.0,0.0,97.0,47.0,47.3,125.0,49.0,0.0,0.0,105.0,0.0,47.0,15.0,948.0,308.0,231.0,0.0,73.0,0.0,17.0,0.0,0.0,12.0,0.0,7070.0,0.0,44.0,136500.0,0.0,0.0,52.0,0.0,0.0,809.0,0.0,0.0,86.0,161.0,0.0,809.0,53.0,104.0,0.0,0.0,69.0,0.0,152.0,502.0,52.0,809.0,16.0,809.0,39.0,482013430002,48201343000,48201,48201,48,201,343000,2,1500000US482013430002,482013430002,2,BG,1518232,0,"POLYGON ((-95.11177499999999 29.658649, -95.107056 29.658636, -95.10677199999999 29.659321, -95.10659299999999 29.66402, -95.100622 29.664068, -95.10042199999999 29.660469, -95.098236 29.660485, -95.09788399999999 29.651017, -95.109855 29.650815, -95.11131999999999 29.650786, -95.11177499999999 29.658649))"
482013430003,769.0,48,201,343000,3,0.0,46.0,29116.0,0.0,1461.0,34.0,0.0,0.0,1100.0,0.0,753.0,0.0,52.0,71.0,42.0,84.0,0.0,0.0,1188.0,0.0,24.0,0.0,169.0,0.0,2232.0,0.0,2232.0,0.0,0.0,0.0,342.0,0.0,886.0,0.0,0.0,14.0,0.0,0.0,0.0,500.0,160.0,0.0,769.0,0.0,0.0,0.0,2232.0,0.0,53.0,113.0,2070.0,16.0,2.96,122.0,43.0,0.0,0.0,145.0,14.0,0.0,0.0,97.0,46.0,35.6,125.0,39.0,0.0,0.0,105.0,0.0,226.0,80.0,1206.0,173.0,225.0,0.0,85.0,0.0,17.0,0.0,0.0,0.0,0.0,7070.0,0.0,16.0,154800.0,20.0,0.0,0.0,78.0,0.0,753.0,0.0,52.0,35.0,18.0,0.0,753.0,53.0,104.0,0.0,0.0,53.0,0.0,304.0,1046.0,52.0,753.0,16.0,753.0,55.0,482013430003,48201343000,48201,48201,48,201,343000,3,1500000US482013430003,482013430003,3,BG,1699345,0,"POLYGON ((-95.100622 29.664068, -95.08712299999999 29.664376, -95.08691999999999 29.664381, -95.086759 29.659952, -95.08642399999999 29.651413, -95.08855199999999 29.651175, -95.09788399999999 29.651017, -95.098236 29.660485, -95.10042199999999 29.660469, -95.100622 29.664068))"
482013431001,747.0,48,201,343100,1,0.0,0.0,31435.0,0.0,1318.0,15.0,0.0,37.0,1211.0,0.0,747.0,0.0,0.0,0.0,9.0,47.0,0.0,0.0,1140.0,0.0,24.0,8.0,0.0,0.0,2051.0,17.0,2051.0,0.0,0.0,0.0,73.0,13.0,345.0,0.0,0.0,0.0,0.0,13.0,9.0,665.0,0.0,0.0,747.0,0.0,0.0,0.0,2051.0,0.0,0.0,22.0,1985.0,0.0,2.74,11.0,93.0,0.0,9.0,45.0,0.0,0.0,0.0,32.0,0.0,32.8,54.0,0.0,0.0,9.0,1.0,42.0,54.0,32.0,1149.0,150.0,283.0,0.0,23.0,0.0,54.0,0.0,0.0,8.0,0.0,4813.0,0.0,145.0,123800.0,0.0,26.0,13.0,19.0,0.0,747.0,0.0,0.0,191.0,9.0,0.0,747.0,0.0,0.0,0.0,0.0,63.0,31.0,297.0,1019.0,24.0,747.0,18.0,747.0,8.0,482013431001,48201343100,48201,48201,48,201,343100,1,1500000US482013431001,482013431001,1,BG,691795,0,"POLYGON ((-95.086759 29.659952, -95.08437599999999 29.659216, -95.084317 29.656185, -95.08261 29.656187, -95.076757 29.657756, -95.07652 29.659225, -95.07575799999999 29.657061, -95.075744 29.652552, -95.075722 29.651813, -95.083714 29.6517, -95.08642399999999 29.651413, -95.086759 29.659952))"
482013431002,374.0,48,201,343100,2,0.0,0.0,32804.0,19.0,790.0,15.0,0.0,8.0,588.0,26.0,340.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,517.0,0.0,8.0,15.0,34.0,0.0,1124.0,12.0,1124.0,0.0,0.0,0.0,54.0,84.0,386.0,0.0,0.0,0.0,0.0,13.0,7.0,229.0,0.0,0.0,374.0,0.0,0.0,0.0,1124.0,24.0,8.0,22.0,1035.0,34.0,3.31,11.0,93.0,0.0,6.0,6.0,8.0,0.0,0.0,32.0,33.0,33.8,54.0,27.0,0.0,25.0,1.0,26.0,23.0,40.0,558.0,88.0,6.0,0.0,40.0,0.0,54.0,0.0,0.0,16.0,0.0,4813.0,0.0,23.0,153700.0,0.0,26.0,0.0,43.0,0.0,340.0,0.0,0.0,16.0,41.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,1066.0,24.0,340.0,18.0,340.0,20.0,482013431002,48201343100,48201,48201,48,201,343100,2,1500000US482013431002,482013431002,2,BG,622242,970,"POLYGON ((-95.078406 29.664469, -95.07056899999999 29.664588, -95.07084999999999 29.660989, -95.07152099999999 29.659476, -95.07282499999999 29.656038, -95.07317499999999 29.654435, -95.073363 29.652619, -95.073323 29.651852, -95.075722 29.651813, -95.075744 29.652552, -95.07575799999999 29.657061, -95.07652 29.659225, -95.07834 29.664132, -95.078406 29.664469))"
482013431003,622.0,48,201,343100,3,38.0,0.0,34595.0,18.0,1278.0,15.0,0.0,0.0,750.0,0.0,622.0,0.0,0.0,0.0,18.0,49.0,0.0,0.0,747.0,0.0,26.0,0.0,0.0,0.0,1648.0,34.0,1648.0,0.0,0.0,0.0,208.0,28.0,698.0,0.0,11.0,52.0,0.0,13.0,8.0,319.0,0.0,0.0,622.0,0.0,0.0,10.0,1648.0,0.0,9.0,22.0,1585.0,0.0,2.65,11.0,93.0,0.0,19.0,41.0,41.0,0.0,0.0,32.0,33.0,42.1,54.0,15.0,0.0,8.0,1.0,17.0,0.0,39.0,826.0,200.0,76.0,0.0,72.0,0.0,54.0,0.0,0.0,14.0,0.0,4813.0,0.0,58.0,131400.0,0.0,26.0,8.0,14.0,0.0,622.0,0.0,0.0,74.0,79.0,0.0,622.0,0.0,0.0,17.0,0.0,44.0,35.0,217.0,1700.0,24.0,622.0,18.0,622.0,0.0,482013431003,48201343100,48201,48201,48,201,343100,3,1500000US482013431003,482013431003,3,BG,701738,0,"POLYGON ((-95.08691999999999 29.664381, -95.078406 29.664469, -95.07834 29.664132, -95.07652 29.659225, -95.076757 29.657756, -95.08261 29.656187, -95.084317 29.656185, -95.08437599999999 29.659216, -95.086759 29.659952, -95.08691999999999 29.664381))"
482013432001,1034.0,48,201,343200,1,13.0,0.0,33913.0,0.0,2160.0,42.0,0.0,8.0,1575.0,11.0,1026.0,0.0,0.0,38.0,20.0,50.0,0.0,0.0,1744.0,0.0,48.0,0.0,0.0,0.0,3368.0,0.0,3368.0,0.0,0.0,0.0,87.0,0.0,968.0,0.0,0.0,18.0,0.0,19.0,16.0,714.0,0.0,0.0,1034.0,12.0,8.0,0.0,3368.0,0.0,0.0,35.0,3227.0,8.0,3.28,10.0,61.0,0.0,10.0,110.0,53.0,0.0,0.0,0.0,21.0,37.2,131.0,39.0,0.0,34.0,0.0,35.0,20.0,79.0,1876.0,241.0,50.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5224.0,0.0,59.0,164200.0,31.0,0.0,0.0,91.0,0.0,1026.0,0.0,35.0,51.0,132.0,0.0,1026.0,14.0,0.0,0.0,0.0,119.0,47.0,445.0,1488.0,0.0,1026.0,0.0,1026.0,22.0,482013432001,48201343200,48201,48201,48,201,343200,1,1500000US482013432001,482013432001,1,BG,1045787,0,"POLYGON ((-95.07282499999999 29.656038, -95.07152099999999 29.659476, -95.07084999999999 29.660989, -95.07056899999999 29.664588, -95.059331 29.66479, -95.05931099999999 29.659906, -95.06025199999999 29.65753, -95.06809 29.657727, -95.06869499999999 29.656132, -95.06956599999999 29.65352, -95.07317499999999 29.654435, -95.07282499999999 29.656038))"
482013432002,654.0,48,201,343200,2,39.0,0.0,41791.0,11.0,1377.0,42.0,0.0,29.0,792.0,0.0,654.0,0.0,0.0,38.0,27.0,53.0,0.0,0.0,1120.0,0.0,72.0,0.0,0.0,0.0,1865.0,0.0,1865.0,0.0,0.0,0.0,10.0,0.0,874.0,0.0,0.0,0.0,0.0,19.0,0.0,502.0,0.0,0.0,654.0,0.0,0.0,38.0,1865.0,0.0,0.0,35.0,1737.0,0.0,2.85,10.0,61.0,0.0,31.0,10.0,14.0,0.0,0.0,0.0,7.0,39.9,131.0,27.0,0.0,15.0,0.0,45.0,80.0,30.0,1153.0,140.0,45.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5224.0,0.0,13.0,156800.0,0.0,0.0,0.0,75.0,0.0,654.0,0.0,0.0,79.0,33.0,0.0,654.0,14.0,0.0,0.0,0.0,108.0,22.0,140.0,932.0,0.0,654.0,0.0,654.0,40.0,482013432002,48201343200,48201,48201,48,201,343200,2,1500000US482013432002,482013432002,2,BG,3517657,1537,"POLYGON ((-95.073363 29.652619, -95.07317499999999 29.654435, -95.06956599999999 29.65352, -95.06869499999999 29.656132, -95.06809 29.657727, -95.06025199999999 29.65753, -95.05931099999999 29.659906, -95.059331 29.66479, -95.046385 29.665002, -95.039174 29.66514, -95.03874599999999 29.652143, -95.05855799999999 29.651774, -95.06272199999999 29.65212, -95.073323 29.651852, -95.073363 29.652619))"
482013433011,633.0,48,201,343301,1,0.0,0.0,31514.0,22.0,1424.0,11.0,0.0,0.0,1064.0,0.0,633.0,0.0,0.0,177.0,34.0,90.0,0.0,0.0,1066.0,0.0,6.0,0.0,0.0,0.0,2163.0,0.0,2163.0,0.0,0.0,0.0,249.0,0.0,792.0,13.0,0.0,0.0,0.0,0.0,151.0,409.0,0.0,0.0,633.0,0.0,22.0,10.0,2163.0,0.0,0.0,150.0,2011.0,0.0,3.42,41.0,71.0,0.0,0.0,26.0,0.0,0.0,22.0,55.0,11.0,34.7,60.0,13.0,0.0,0.0,29.0,61.0,0.0,245.0,1095.0,132.0,54.0,0.0,13.0,0.0,57.0,0.0,0.0,19.0,0.0,4948.0,0.0,103.0,140900.0,0.0,0.0,0.0,62.0,0.0,633.0,0.0,0.0,95.0,29.0,0.0,633.0,97.0,14.0,0.0,0.0,37.0,48.0,365.0,1160.0,0.0,633.0,40.0,633.0,18.0,482013433011,48201343301,48201,48201,48,201,343301,1,1500000US482013433011,482013433011,1,BG,1697886,3333,"POLYGON ((-95.08788899999999 29.684992, -95.07263999999999 29.685261, -95.07244399999999 29.674893, -95.079223 29.674767, -95.087712 29.674597, -95.08781399999999 29.679817, -95.08788899999999 29.684992))"
482013433012,491.0,48,201,343301,2,66.0,0.0,30985.0,0.0,983.0,11.0,0.0,0.0,806.0,0.0,485.0,0.0,0.0,177.0,13.0,76.0,0.0,0.0,786.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.0,0.0,0.0,356.0,0.0,624.0,13.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,491.0,0.0,0.0,12.0,1495.0,0.0,0.0,150.0,1379.0,6.0,3.09,41.0,71.0,0.0,0.0,33.0,60.0,0.0,22.0,55.0,20.0,36.1,60.0,0.0,0.0,35.0,29.0,29.0,0.0,11.0,850.0,119.0,72.0,0.0,0.0,12.0,57.0,0.0,0.0,0.0,0.0,4948.0,0.0,107.0,145600.0,0.0,0.0,0.0,45.0,0.0,485.0,0.0,0.0,83.0,64.0,0.0,485.0,97.0,14.0,0.0,0.0,90.0,31.0,184.0,1039.5,0.0,485.0,40.0,485.0,20.0,482013433012,48201343301,48201,48201,48,201,343301,2,1500000US482013433012,482013433012,2,BG,6960685,24768,"POLYGON ((-95.08843399999999 29.703176, -95.04696899999999 29.690733, -95.046938 29.689881, -95.03662299999999 29.686744, -95.038866 29.685843, -95.03962 29.684398, -95.039435 29.681143, -95.039174 29.66514, -95.046385 29.665002, -95.046561 29.675368, -95.046842 29.685726, -95.07263999999999 29.685261, -95.08788899999999 29.684992, -95.08823099999999 29.695331, -95.088403 29.70238, -95.08843399999999 29.703176))"
482013433013,445.0,48,201,343301,3,46.0,0.0,39746.0,0.0,768.0,11.0,0.0,0.0,701.0,0.0,411.0,0.0,0.0,177.0,28.0,204.0,0.0,0.0,568.0,0.0,23.0,0.0,154.0,0.0,1285.0,20.0,1285.0,0.0,0.0,0.0,46.0,0.0,390.0,13.0,0.0,13.0,0.0,0.0,38.0,211.0,31.0,0.0,445.0,0.0,0.0,32.0,1285.0,0.0,11.0,150.0,1081.0,34.0,3.13,41.0,71.0,0.0,16.0,70.0,20.0,0.0,22.0,55.0,12.0,42.3,60.0,20.0,0.0,31.0,29.0,18.0,0.0,40.0,613.0,138.0,21.0,0.0,12.0,0.0,57.0,0.0,0.0,0.0,0.0,4948.0,0.0,93.0,125000.0,0.0,0.0,35.0,0.0,0.0,411.0,0.0,0.0,0.0,45.0,0.0,411.0,97.0,14.0,0.0,0.0,26.0,7.0,164.0,2729.1666666666665,0.0,411.0,40.0,411.0,19.0,482013433013,48201343301,48201,48201,48,201,343301,3,1500000US482013433013,482013433013,3,BG,2858886,6484,"POLYGON ((-95.07263999999999 29.685261, -95.046842 29.685726, -95.046561 29.675368, -95.07244399999999 29.674893, -95.07263999999999 29.685261))"
482013433021,1040.0,48,201,343302,1,63.0,0.0,34148.0,32.0,1932.0,2.0,11.0,41.0,1557.0,35.0,1040.0,0.0,0.0,99.0,11.0,69.0,0.0,0.0,1697.0,0.0,54.0,0.0,0.0,0.0,3058.0,0.0,3058.0,0.0,0.0,0.0,120.0,16.0,1068.0,46.0,27.0,46.0,0.0,0.0,51.0,710.0,0.0,0.0,1040.0,23.0,0.0,20.0,3058.0,0.0,45.0,31.0,2866.0,0.0,2.93,37.0,0.0,0.0,0.0,101.0,52.0,0.0,0.0,0.0,15.0,36.8,29.0,95.0,0.0,20.0,103.0,72.0,194.0,93.0,1768.0,248.0,23.0,0.0,74.0,0.0,37.0,0.0,0.0,14.0,0.0,4978.0,0.0,58.0,155800.0,0.0,0.0,0.0,123.0,0.0,1040.0,0.0,11.0,116.0,71.0,0.0,1040.0,41.0,23.0,0.0,0.0,55.0,8.0,397.0,2227.8225806451615,0.0,1040.0,80.0,1040.0,35.0,482013433021,48201343302,48201,48201,48,201,343302,1,1500000US482013433021,482013433021,1,BG,3591249,1514,"POLYGON ((-95.079223 29.674767, -95.07244399999999 29.674893, -95.046561 29.675368, -95.046385 29.665002, -95.059331 29.66479, -95.07056899999999 29.664588, -95.078406 29.664469, -95.079223 29.674767))"
482013433022,722.0,48,201,343302,2,77.0,0.0,35325.0,12.0,1443.0,2.0,0.0,45.0,925.0,15.0,722.0,0.0,0.0,99.0,12.0,21.0,0.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,1920.0,0.0,1920.0,0.0,0.0,0.0,40.0,0.0,465.0,46.0,15.0,25.0,0.0,0.0,0.0,402.0,0.0,69.0,722.0,0.0,0.0,0.0,1908.0,0.0,15.0,31.0,1782.0,0.0,2.66,37.0,0.0,0.0,29.0,51.0,21.0,0.0,0.0,0.0,31.0,42.3,29.0,31.0,0.0,0.0,103.0,51.0,203.0,93.0,1083.0,183.0,284.0,0.0,19.0,15.0,37.0,0.0,0.0,12.0,0.0,4978.0,0.0,19.0,137000.0,0.0,0.0,24.0,117.0,0.0,722.0,0.0,0.0,74.0,23.0,0.0,722.0,41.0,23.0,0.0,0.0,35.0,0.0,178.0,960.0,0.0,722.0,80.0,722.0,15.0,482013433022,48201343302,48201,48201,48,201,343302,2,1500000US482013433022,482013433022,2,BG,923037,1103,"POLYGON ((-95.087712 29.674597, -95.079223 29.674767, -95.078406 29.664469, -95.08691999999999 29.664381, -95.087075 29.670879, -95.087712 29.674597))"
482013436001,562.0,48,201,343600,1,15.0,43.0,34632.0,22.0,829.0,39.0,0.0,11.0,616.0,10.0,505.0,0.0,0.0,30.0,34.0,0.0,0.0,0.0,425.0,0.0,21.0,39.0,0.0,0.0,1073.0,8.0,1073.0,0.0,0.0,0.0,123.0,0.0,250.0,0.0,31.0,19.0,0.0,0.0,0.0,204.0,0.0,0.0,562.0,2.0,0.0,10.0,1026.0,0.0,2.0,30.0,1055.0,57.0,1.96,13.0,99.0,0.0,14.0,34.0,46.0,0.0,0.0,18.0,11.0,51.2,41.0,49.0,0.0,17.0,0.0,22.0,59.0,6.0,521.0,250.0,136.0,0.0,69.0,0.0,40.0,0.0,0.0,25.0,0.0,2922.0,0.0,48.0,95200.0,0.0,0.0,0.0,18.0,0.0,505.0,0.0,0.0,51.0,96.0,0.0,505.0,8.0,9.0,0.0,0.0,11.0,5.0,88.0,423.0,0.0,505.0,16.0,505.0,34.0,482013436001,48201343600,48201,48201,48,201,343600,1,1500000US482013436001,482013436001,1,BG,51859864,16874197,"POLYGON ((-95.152795 29.715036, -95.14944 29.71907, -95.14913399999999 29.719457, -95.14811 29.720977, -95.14775 29.722274, -95.14703399999999 29.728202, -95.14694799999999 29.728902, -95.146934 29.729019, -95.146064 29.736096, -95.14214199999999 29.735385, -95.137052 29.735, -95.13118799999999 29.733782, -95.128035 29.734883, -95.124679 29.734301, -95.122787 29.735026, -95.117414 29.738613, -95.11527599999999 29.739561, -95.10884899999999 29.740481, -95.10661399999999 29.741601, -95.10068799999999 29.747004, -95.10040000000001 29.748024, -95.096108 29.750929, -95.093605 29.753561, -95.09245399999999 29.756939, -95.08944299999999 29.761147, -95.087508 29.762926, -95.08653099999999 29.763451, -95.082685 29.764138, -95.079475 29.7637, -95.070661 29.758745, -95.06808199999999 29.756369, -95.06482 29.75078, -95.05949099999999 29.740099, -95.058331 29.738581, -95.04832999999999 29.732617, -95.04476099999999 29.731179, -95.041848 29.730746, -95.034566 29.730281, -95.028301 29.729444, -95.02488099999999 29.72768, -95.023388 29.726402, -95.021142 29.723412, -95.020439 29.70992, -95.02014899999999 29.708133, -95.01841899999999 29.704948, -95.01769299999999 29.703748, -95.017141 29.703215, -95.01377099999999 29.701727, -95.006001 29.700629, -95.0024998309122 29.6998004718923, -95.000728 29.696765, -94.993954 29.690055, -94.990151 29.685822, -94.98931899999999 29.682724, -94.987656 29.681382, -94.98433 29.682094, -94.982783 29.681898, -94.98215399999999 29.676865, -94.98383699999999 29.675908, -94.98649630662611 29.6741814906075, -94.9978361283101 29.6668193051208, -95.00164199999999 29.664388, -95.00187699999999 29.663623, -95.002399 29.663738, -95.0019394967394 29.6633913600794, -95.002281 29.662878, -95.002614962107 29.6625017167405, -95.00522199999999 29.664222, -95.008297 29.660717, -95.006445 29.659453, -95.007796 29.658163, -95.00996099999999 29.660189, -95.014602 29.66772, -95.016435 29.666873, -95.01714799999999 29.668, -95.01733999999999 29.673305, -95.019425 29.673254, -95.019688 29.680975, -95.019621 29.681628, -95.030508 29.684943, -95.03662299999999 29.686744, -95.046938 29.689881, -95.04696899999999 29.690733, -95.08843399999999 29.703176, -95.092933 29.704667, -95.097061 29.705913, -95.11298499999999 29.710519, -95.114779 29.710948, -95.116131 29.711183, -95.124005 29.711497, -95.134056 29.711414, -95.13865199999999 29.711552, -95.140063 29.711598, -95.14492 29.711723, -95.153368 29.71208, -95.152795 29.715036))"
482013436002,493.0,48,201,343600,2,38.0,31.0,21174.0,11.0,757.0,39.0,0.0,0.0,654.0,0.0,462.0,0.0,0.0,30.0,19.0,25.0,0.0,0.0,496.0,0.0,38.0,9.0,0.0,0.0,1189.0,8.0,1189.0,0.0,0.0,0.0,338.0,0.0,599.0,0.0,9.0,26.0,0.0,0.0,21.0,204.0,0.0,0.0,493.0,0.0,0.0,0.0,1189.0,0.0,48.0,30.0,1143.0,31.0,2.57,13.0,99.0,0.0,0.0,62.0,8.0,0.0,0.0,18.0,0.0,45.2,41.0,19.0,0.0,0.0,0.0,21.0,0.0,97.0,520.0,142.0,210.0,0.0,26.0,0.0,40.0,0.0,0.0,0.0,0.0,2922.0,0.0,59.0,117600.0,0.0,0.0,0.0,21.0,0.0,462.0,0.0,0.0,59.0,24.0,0.0,462.0,8.0,9.0,0.0,0.0,16.0,8.0,130.0,770.0,0.0,462.0,16.0,462.0,32.0,482013436002,48201343600,48201,48201,48,201,343600,2,1500000US482013436002,482013436002,2,BG,1436875,27993,"POLYGON ((-95.01912999999999 29.656378, -95.01749199999999 29.65668, -95.014668 29.657983, -95.00996099999999 29.660189, -95.007796 29.658163, -95.006445 29.659453, -95.008297 29.660717, -95.00522199999999 29.664222, -95.002614962107 29.6625017167405, -95.005398 29.659366, -95.01102490450819 29.6508034360037, -95.01168299999999 29.649802, -95.01435632393439 29.64280591194, -95.01796 29.645688, -95.01884099999999 29.645952, -95.019013 29.652482, -95.01912999999999 29.656378))"
