index,B25024_001E,state,county,tract,block group,B16004_029E,B25044_010E,B19301_001E,B15003_002E,B15003_001E,B27001_023E,B15003_004E,B15003_016E,B01001_026E,B16004_051E,B19055_001E,B15003_003E,B16004_066E,B27001_017E,B01001_021E,B01001_027E,B16004_035E,B15003_005E,C24010_001E,B16004_007E,B15003_013E,B01001_049E,B25024_010E,B16004_062E,B03002_001E,B01001_024E,B01001_001E,B16004_022E,B16004_018E,B15003_008E,B17021_002E,B03002_005E,B03002_012E,B27001_005E,B25044_003E,B01001_048E,B16004_034E,B27001_033E,B03002_006E,C24010_038E,B16004_030E,B15003_006E,B25002_001E,C24010_068E,B16004_061E,B15003_014E,B17021_001E,B16004_052E,B15003_010E,B27001_042E,B16004_001E,B25002_003E,B25010_001E,B27001_011E,B27001_020E,B16004_040E,B15003_015E,C24010_055E,B01001_022E,B16004_067E,B27001_026E,B27001_048E,B01001_023E,B01002_001E,B27001_014E,B01001_045E,B16004_057E,B01001_044E,B27001_036E,B19001_017E,B03002_004E,C24010_032E,B23025_003E,B19055_002E,B25003_003E,B27001_057E,B01001_046E,B15003_011E,B27001_045E,B16004_039E,B16004_012E,B01001_025E,B16004_008E,B27001_001E,B16004_017E,B11005_005E,B25077_001E,B15003_007E,B27001_029E,B15003_012E,B01001_003E,B16004_045E,B25003_001E,B16004_023E,B15003_009E,B11001_006E,B23025_005E,B16004_044E,B25044_001E,B27001_008E,B27001_039E,B16004_056E,B16004_013E,C24010_019E,B01001_020E,B11005_003E,B25064_001E,B27001_054E,B19001_001E,B27001_051E,B11001_001E,B01001_047E,bg_fips,tract_fips,country_fips,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
482012204002,803.0,48,201,220400,2,105.0,18.0,15073.0,94.0,1274.0,100.0,0.0,0.0,902.0,112.0,622.0,0.0,0.0,140.0,4.0,81.0,0.0,0.0,795.0,50.0,154.0,25.0,26.0,0.0,1933.0,54.0,1933.0,0.0,0.0,26.0,587.0,8.0,1791.0,0.0,26.0,14.0,0.0,0.0,0.0,186.0,289.0,40.0,803.0,0.0,0.0,34.0,1933.0,44.0,255.0,112.0,1746.0,181.0,3.11,35.0,94.0,0.0,48.0,17.0,16.0,0.0,17.0,123.0,18.0,34.1,296.0,8.0,0.0,27.0,35.0,0.0,27.0,304.0,832.0,168.0,291.0,14.0,74.0,27.0,21.0,0.0,0.0,0.0,0.0,4190.0,0.0,72.0,69900.0,0.0,0.0,35.0,106.0,0.0,622.0,0.0,70.0,43.0,37.0,0.0,622.0,58.0,91.0,0.0,0.0,65.0,9.0,207.0,824.0,30.0,622.0,59.0,622.0,12.0,482012204002,48201220400,48201,48201,48,201,220400,2,1500000US482012204002,482012204002,2,BG,1121203,0,"POLYGON ((-95.368189 29.837583, -95.36026099999999 29.837637, -95.356928 29.837428, -95.355115 29.830238, -95.355166 29.828941, -95.365911 29.828844, -95.36770399999999 29.828451, -95.367896 29.832545, -95.368121 29.832995, -95.368189 29.837583))"
482012204003,273.0,48,201,220400,3,20.0,0.0,16678.0,57.0,654.0,100.0,0.0,0.0,378.0,47.0,273.0,0.0,0.0,140.0,27.0,15.0,0.0,25.0,357.0,0.0,38.0,0.0,0.0,0.0,834.0,7.0,834.0,0.0,0.0,0.0,254.0,0.0,755.0,0.0,54.0,0.0,0.0,0.0,0.0,141.0,100.0,0.0,273.0,0.0,0.0,16.0,834.0,17.0,31.0,112.0,819.0,0.0,3.05,35.0,94.0,0.0,0.0,20.0,8.0,0.0,17.0,123.0,33.0,42.3,296.0,19.0,0.0,0.0,35.0,0.0,31.0,0.0,357.0,126.0,18.0,14.0,56.0,7.0,21.0,0.0,0.0,0.0,0.0,4190.0,0.0,27.0,87900.0,0.0,0.0,55.0,0.0,0.0,273.0,0.0,46.0,63.0,0.0,0.0,273.0,58.0,91.0,0.0,0.0,110.0,17.0,60.0,1015.5,30.0,273.0,59.0,273.0,0.0,482012204003,48201220400,48201,48201,48,201,220400,3,1500000US482012204003,482012204003,3,BG,428443,0,"POLYGON ((-95.37590999999999 29.83317, -95.371512 29.833225, -95.37038099999999 29.834569, -95.37033199999999 29.832583, -95.367896 29.832545, -95.36770399999999 29.828451, -95.37619599999999 29.828365, -95.37590999999999 29.83317))"
482012205001,195.0,48,201,220500,1,0.0,33.0,8496.0,0.0,252.0,49.0,0.0,0.0,227.0,0.0,140.0,0.0,0.0,64.0,24.0,43.0,0.0,0.0,231.0,0.0,22.0,0.0,0.0,0.0,504.0,0.0,504.0,0.0,0.0,0.0,454.0,0.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,116.0,21.0,195.0,0.0,0.0,73.0,504.0,24.0,14.0,124.0,384.0,55.0,3.6,180.0,107.0,0.0,0.0,88.0,8.0,0.0,0.0,85.0,0.0,25.5,122.0,0.0,0.0,0.0,22.0,0.0,17.0,42.0,240.0,8.0,120.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3606.0,0.0,0.0,50077.0,24.0,0.0,0.0,77.0,0.0,140.0,0.0,0.0,0.0,9.0,0.0,140.0,15.0,45.0,0.0,0.0,68.0,0.0,65.0,933.0,28.0,140.0,20.0,140.0,0.0,482012205001,48201220500,48201,48201,48,201,220500,1,1500000US482012205001,482012205001,1,BG,849622,0,"POLYGON ((-95.38440799999999 29.834598, -95.375833 29.834757, -95.37590999999999 29.83317, -95.37619599999999 29.828365, -95.376463 29.824142, -95.376076 29.823238, -95.375349 29.821537, -95.37522899999999 29.819463, -95.378047 29.819389, -95.378525 29.820346, -95.38017599999999 29.824348, -95.381199 29.828574, -95.381771 29.829716, -95.384514 29.833202, -95.38440799999999 29.834598))"
482012205002,713.0,48,201,220500,2,86.0,185.0,21129.0,32.0,957.0,49.0,0.0,10.0,553.0,0.0,620.0,0.0,0.0,64.0,14.0,11.0,0.0,0.0,673.0,0.0,113.0,0.0,48.0,0.0,1405.0,23.0,1405.0,0.0,0.0,0.0,390.0,0.0,1073.0,0.0,18.0,15.0,0.0,0.0,27.0,228.0,280.0,0.0,713.0,0.0,0.0,20.0,1405.0,45.0,181.0,124.0,1330.0,93.0,2.26,180.0,107.0,0.0,48.0,117.0,0.0,0.0,0.0,85.0,0.0,36.0,122.0,0.0,0.0,12.0,22.0,29.0,61.0,121.0,714.0,148.0,379.0,0.0,22.0,0.0,11.0,0.0,0.0,0.0,0.0,3606.0,0.0,61.0,73900.0,24.0,0.0,27.0,64.0,0.0,620.0,0.0,23.0,75.0,41.0,0.0,620.0,15.0,45.0,0.0,0.0,41.0,9.0,145.0,416.0,28.0,620.0,20.0,620.0,0.0,482012205002,48201220500,48201,48201,48,201,220500,2,1500000US482012205002,482012205002,2,BG,671285,0,"POLYGON ((-95.38434099999999 29.845513, -95.377743 29.845595, -95.37550499999999 29.840451, -95.37568399999999 29.837574, -95.381265 29.837386, -95.38130000000001 29.838641, -95.384275 29.838595, -95.38434099999999 29.845513))"
482012205003,1052.0,48,201,220500,3,26.0,434.0,12377.0,72.0,1390.0,49.0,0.0,42.0,816.0,86.0,1001.0,9.0,0.0,64.0,73.0,0.0,0.0,0.0,388.0,0.0,212.0,42.0,0.0,9.0,1697.0,47.0,1697.0,0.0,0.0,10.0,751.0,20.0,958.0,0.0,17.0,46.0,0.0,0.0,45.0,120.0,97.0,0.0,1052.0,0.0,9.0,31.0,1697.0,65.0,39.0,124.0,1697.0,51.0,1.68,180.0,107.0,0.0,27.0,72.0,133.0,0.0,0.0,85.0,59.0,62.7,122.0,81.0,0.0,70.0,22.0,0.0,497.0,68.0,388.0,662.0,885.0,0.0,112.0,60.0,11.0,0.0,0.0,0.0,0.0,3606.0,0.0,37.0,166000.0,17.0,0.0,120.0,0.0,0.0,1001.0,0.0,4.0,78.0,0.0,0.0,1001.0,15.0,45.0,0.0,0.0,64.0,24.0,47.0,423.0,28.0,1001.0,20.0,1001.0,59.0,482012205003,48201220500,48201,48201,48,201,220500,3,1500000US482012205003,482012205003,3,BG,881155,0,"POLYGON ((-95.39240799999999 29.845533, -95.39083699999999 29.845544, -95.38956499999999 29.845504, -95.38734599999999 29.84551, -95.385036 29.845536, -95.384478 29.845521, -95.38434099999999 29.845513, -95.384275 29.838595, -95.38130000000001 29.838641, -95.381265 29.837386, -95.37568399999999 29.837574, -95.375833 29.834757, -95.38440799999999 29.834598, -95.384514 29.833202, -95.39040199999999 29.841666, -95.392955 29.845524, -95.39240799999999 29.845533))"
482012206001,852.0,48,201,220600,1,101.0,84.0,11135.0,13.0,1356.0,75.0,0.0,122.0,1317.0,13.0,759.0,10.0,0.0,144.0,0.0,163.0,0.0,0.0,966.0,111.0,162.0,41.0,0.0,0.0,2814.0,38.0,2814.0,0.0,0.0,0.0,1156.0,0.0,2025.0,30.0,0.0,0.0,0.0,102.0,0.0,387.0,238.0,0.0,852.0,0.0,0.0,70.0,2814.0,0.0,133.0,74.0,2435.0,93.0,3.71,90.0,65.0,0.0,103.0,122.0,54.0,0.0,0.0,46.0,0.0,24.4,39.0,38.0,0.0,13.0,167.0,0.0,722.0,134.0,1076.0,181.0,398.0,0.0,11.0,38.0,202.0,0.0,0.0,0.0,0.0,3940.0,0.0,223.0,102600.0,0.0,0.0,5.0,216.0,0.0,759.0,0.0,10.0,225.0,110.0,0.0,759.0,83.0,11.0,0.0,0.0,98.0,9.0,422.0,605.0,0.0,759.0,105.0,759.0,0.0,482012206001,48201220600,48201,48201,48,201,220600,1,1500000US482012206001,482012206001,1,BG,964232,0,"POLYGON ((-95.36832899999999 29.846191, -95.360294 29.846301, -95.35905099999999 29.846498, -95.356928 29.837428, -95.36026099999999 29.837637, -95.368189 29.837583, -95.36832899999999 29.846191))"
482012206002,307.0,48,201,220600,2,107.0,0.0,17514.0,30.0,644.0,75.0,0.0,6.0,546.0,0.0,307.0,0.0,0.0,144.0,0.0,24.0,0.0,0.0,460.0,10.0,9.0,12.0,0.0,0.0,1126.0,0.0,1126.0,0.0,0.0,0.0,250.0,0.0,1090.0,30.0,0.0,0.0,0.0,102.0,0.0,121.0,203.0,0.0,307.0,0.0,0.0,31.0,1126.0,12.0,178.0,74.0,1078.0,0.0,3.67,90.0,65.0,0.0,0.0,63.0,0.0,0.0,0.0,46.0,0.0,33.7,39.0,0.0,0.0,0.0,167.0,0.0,0.0,100.0,475.0,32.0,117.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,3940.0,0.0,25.0,104700.0,10.0,0.0,60.0,24.0,0.0,307.0,0.0,0.0,15.0,15.0,0.0,307.0,83.0,11.0,0.0,0.0,21.0,0.0,160.0,1085.0,0.0,307.0,105.0,307.0,0.0,482012206002,48201220600,48201,48201,48,201,220600,2,1500000US482012206002,482012206002,2,BG,696670,0,"POLYGON ((-95.377743 29.845595, -95.37176599999999 29.845669, -95.36935199999999 29.846089, -95.36832899999999 29.846191, -95.368189 29.837583, -95.37568399999999 29.837574, -95.37550499999999 29.840451, -95.377743 29.845595))"
482012207001,393.0,48,201,220700,1,0.0,55.0,11272.0,32.0,571.0,132.0,0.0,42.0,454.0,14.0,343.0,0.0,0.0,135.0,46.0,111.0,0.0,0.0,258.0,44.0,60.0,8.0,0.0,0.0,909.0,10.0,909.0,0.0,0.0,0.0,351.0,0.0,524.0,66.0,0.0,9.0,0.0,44.0,0.0,123.0,84.0,0.0,393.0,0.0,0.0,16.0,909.0,0.0,0.0,221.0,770.0,50.0,2.64,187.0,236.0,0.0,31.0,85.0,35.0,0.0,0.0,94.0,0.0,33.3,270.0,0.0,0.0,12.0,55.0,0.0,274.0,57.0,329.0,125.0,193.0,0.0,13.0,9.0,173.0,0.0,0.0,0.0,0.0,6554.0,0.0,44.0,66100.0,25.0,0.0,22.0,28.0,0.0,343.0,0.0,0.0,60.0,71.0,0.0,343.0,148.0,305.0,0.0,0.0,1.0,48.0,107.0,674.0,0.0,343.0,100.0,343.0,0.0,482012207001,48201220700,48201,48201,48,201,220700,1,1500000US482012207001,482012207001,1,BG,661606,0,"POLYGON ((-95.349795 29.848065, -95.348629 29.848072, -95.34290299999999 29.848151, -95.34293599999999 29.847898, -95.342906 29.846171, -95.342806 29.840442, -95.34275799999999 29.837015, -95.348191 29.836986, -95.34814399999999 29.845974, -95.349683 29.845942, -95.349795 29.848065))"
482012207002,328.0,48,201,220700,2,71.0,0.0,13555.0,17.0,573.0,132.0,0.0,39.0,506.0,11.0,289.0,0.0,0.0,135.0,0.0,55.0,0.0,0.0,480.0,0.0,21.0,0.0,0.0,0.0,1068.0,0.0,1068.0,0.0,0.0,0.0,252.0,0.0,950.0,66.0,35.0,0.0,0.0,44.0,0.0,157.0,83.0,0.0,328.0,0.0,0.0,58.0,1068.0,0.0,64.0,221.0,931.0,39.0,3.7,187.0,236.0,0.0,10.0,22.0,0.0,0.0,0.0,94.0,0.0,28.6,270.0,0.0,0.0,11.0,55.0,0.0,118.0,62.0,537.0,22.0,67.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,6554.0,0.0,120.0,88400.0,14.0,0.0,31.0,82.0,0.0,289.0,0.0,0.0,98.0,57.0,0.0,289.0,148.0,305.0,0.0,0.0,31.0,17.0,173.0,929.0,0.0,289.0,100.0,289.0,0.0,482012207002,48201220700,48201,48201,48,201,220700,2,1500000US482012207002,482012207002,2,BG,486119,0,"POLYGON ((-95.350961 29.833678, -95.34812099999999 29.833873, -95.348191 29.836986, -95.34275799999999 29.837015, -95.342682 29.831944, -95.34263199999999 29.82872, -95.345339 29.828699, -95.34539799999999 29.831231, -95.35092499999999 29.831153, -95.35093999999999 29.832413, -95.350961 29.833678))"
482012207003,164.0,48,201,220700,3,0.0,0.0,17523.0,39.0,255.0,132.0,0.0,0.0,210.0,0.0,144.0,0.0,0.0,135.0,0.0,30.0,0.0,23.0,181.0,40.0,0.0,8.0,0.0,0.0,446.0,9.0,446.0,0.0,0.0,0.0,24.0,0.0,319.0,66.0,26.0,8.0,0.0,44.0,0.0,26.0,93.0,0.0,164.0,0.0,0.0,0.0,446.0,9.0,0.0,221.0,416.0,20.0,3.1,187.0,236.0,0.0,0.0,0.0,8.0,0.0,0.0,94.0,0.0,38.2,270.0,0.0,0.0,9.0,55.0,0.0,127.0,85.0,193.0,51.0,45.0,0.0,16.0,18.0,173.0,0.0,0.0,0.0,0.0,6554.0,0.0,0.0,49200.0,9.0,0.0,0.0,0.0,0.0,144.0,0.0,8.0,16.0,12.0,0.0,144.0,148.0,305.0,0.0,0.0,30.0,0.0,43.0,734.5041322314049,0.0,144.0,100.0,144.0,0.0,482012207003,48201220700,48201,48201,48,201,220700,3,1500000US482012207003,482012207003,3,BG,536672,0,"POLYGON ((-95.35086899999999 29.828698, -95.345339 29.828699, -95.34263199999999 29.82872, -95.342584 29.824907, -95.342523 29.8219, -95.348772 29.821838, -95.348806 29.824871, -95.35085199999999 29.824866, -95.350871 29.826215, -95.35086899999999 29.828698))"
482012207004,552.0,48,201,220700,4,246.0,23.0,9304.0,93.0,936.0,132.0,0.0,0.0,847.0,0.0,454.0,0.0,0.0,135.0,0.0,156.0,0.0,0.0,691.0,42.0,191.0,0.0,0.0,0.0,1735.0,0.0,1735.0,0.0,0.0,0.0,982.0,0.0,1657.0,66.0,0.0,34.0,0.0,44.0,0.0,200.0,274.0,0.0,552.0,18.0,0.0,103.0,1735.0,81.0,134.0,221.0,1521.0,98.0,3.82,187.0,236.0,0.0,114.0,74.0,0.0,0.0,0.0,94.0,0.0,29.2,270.0,0.0,0.0,23.0,55.0,0.0,66.0,282.0,710.0,30.0,311.0,0.0,0.0,70.0,173.0,0.0,0.0,31.0,33.0,6554.0,0.0,219.0,69400.0,0.0,0.0,35.0,58.0,0.0,454.0,0.0,0.0,131.0,19.0,0.0,454.0,148.0,305.0,0.0,0.0,45.0,0.0,297.0,779.0,0.0,454.0,100.0,454.0,0.0,482012207004,48201220700,48201,48201,48,201,220700,4,1500000US482012207004,482012207004,4,BG,1000731,0,"POLYGON ((-95.35610199999999 29.821901, -95.355166 29.828941, -95.354311 29.82881, -95.35480799999999 29.832324, -95.35093999999999 29.832413, -95.35092499999999 29.831153, -95.34539799999999 29.831231, -95.345339 29.828699, -95.35086899999999 29.828698, -95.350871 29.826215, -95.35085199999999 29.824866, -95.348806 29.824871, -95.348772 29.821838, -95.342523 29.8219, -95.34248699999999 29.819858, -95.35208299999999 29.819739, -95.352373 29.819732, -95.355586 29.819696, -95.35610199999999 29.821901))"
482012207005,672.0,48,201,220700,5,208.0,34.0,10790.0,97.0,1067.0,132.0,0.0,39.0,1352.0,18.0,608.0,0.0,0.0,135.0,24.0,111.0,0.0,0.0,701.0,92.0,123.0,0.0,12.0,0.0,2396.0,0.0,2396.0,0.0,0.0,0.0,1185.0,0.0,1816.0,66.0,21.0,26.0,0.0,44.0,0.0,382.0,273.0,68.0,672.0,20.0,0.0,46.0,2396.0,105.0,49.0,221.0,2214.0,64.0,3.94,187.0,236.0,0.0,62.0,165.0,42.0,0.0,0.0,94.0,4.0,22.9,270.0,0.0,0.0,4.0,55.0,12.0,391.0,218.0,759.0,153.0,270.0,0.0,15.0,41.0,173.0,0.0,0.0,0.0,21.0,6554.0,0.0,213.0,84400.0,4.0,0.0,57.0,71.0,0.0,608.0,0.0,34.0,234.0,58.0,0.0,608.0,148.0,305.0,0.0,0.0,10.0,14.0,392.0,794.0,0.0,608.0,100.0,608.0,37.0,482012207005,48201220700,48201,48201,48,201,220700,5,1500000US482012207005,482012207005,5,BG,1477643,0,"POLYGON ((-95.358823 29.846537, -95.352074 29.84804, -95.349795 29.848065, -95.349683 29.845942, -95.34814399999999 29.845974, -95.348191 29.836986, -95.34812099999999 29.833873, -95.350961 29.833678, -95.35093999999999 29.832413, -95.35480799999999 29.832324, -95.354311 29.82881, -95.355166 29.828941, -95.355115 29.830238, -95.356928 29.837428, -95.35905099999999 29.846498, -95.358823 29.846537))"
482012208001,431.0,48,201,220800,1,57.0,25.0,10529.0,8.0,962.0,56.0,0.0,19.0,937.0,0.0,404.0,0.0,0.0,90.0,0.0,81.0,0.0,67.0,606.0,48.0,0.0,0.0,0.0,0.0,1688.0,0.0,1688.0,0.0,0.0,0.0,741.0,16.0,1433.0,23.0,34.0,9.0,0.0,82.0,0.0,227.0,308.0,0.0,431.0,0.0,0.0,20.0,1688.0,152.0,307.0,173.0,1518.0,27.0,4.18,57.0,111.0,0.0,64.0,63.0,0.0,0.0,27.0,95.0,37.0,28.3,69.0,8.0,0.0,56.0,138.0,0.0,239.0,188.0,606.0,53.0,212.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,3740.0,0.0,117.0,76900.0,50.0,37.0,48.0,89.0,0.0,404.0,0.0,50.0,142.0,0.0,0.0,404.0,80.0,157.0,0.0,0.0,25.0,60.0,198.0,778.0,23.0,404.0,34.0,404.0,32.0,482012208001,48201220800,48201,48201,48,201,220800,1,1500000US482012208001,482012208001,1,BG,773213,0,"POLYGON ((-95.342806 29.840442, -95.337013 29.840644, -95.333648 29.840759, -95.33367799999999 29.837381, -95.334976 29.83116, -95.334943 29.832986, -95.337772 29.832965, -95.33777599999999 29.832406, -95.342682 29.831944, -95.34275799999999 29.837015, -95.342806 29.840442))"
482012208002,824.0,48,201,220800,2,36.0,273.0,7788.0,19.0,936.0,56.0,0.0,28.0,1222.0,0.0,666.0,0.0,0.0,90.0,25.0,174.0,0.0,0.0,430.0,0.0,55.0,0.0,0.0,0.0,2052.0,9.0,2052.0,0.0,0.0,0.0,1478.0,0.0,742.0,23.0,0.0,29.0,0.0,82.0,0.0,234.0,87.0,0.0,824.0,0.0,0.0,56.0,2052.0,25.0,61.0,173.0,1850.0,158.0,3.08,57.0,111.0,0.0,48.0,66.0,10.0,0.0,27.0,95.0,0.0,20.1,69.0,29.0,0.0,9.0,138.0,0.0,1236.0,47.0,482.0,192.0,570.0,0.0,9.0,0.0,137.0,0.0,0.0,9.0,0.0,3740.0,0.0,291.0,78900.0,20.0,37.0,99.0,28.0,0.0,666.0,0.0,25.0,286.0,52.0,0.0,666.0,80.0,157.0,0.0,0.0,14.0,20.0,345.0,676.0,23.0,666.0,34.0,666.0,56.0,482012208002,48201220800,48201,48201,48,201,220800,2,1500000US482012208002,482012208002,2,BG,961435,0,"POLYGON ((-95.342682 29.831944, -95.33777599999999 29.832406, -95.337772 29.832965, -95.334943 29.832986, -95.334976 29.83116, -95.335387 29.829212, -95.335572 29.827711, -95.33550000000001 29.820081, -95.335494 29.819891, -95.340577 29.819811, -95.342097 29.819835, -95.34248699999999 29.819858, -95.342523 29.8219, -95.342584 29.824907, -95.34263199999999 29.82872, -95.342682 29.831944))"
482012209001,272.0,48,201,220900,1,29.0,27.0,11829.0,66.0,503.0,66.0,0.0,7.0,578.0,31.0,236.0,0.0,0.0,55.0,28.0,65.0,0.0,0.0,405.0,0.0,85.0,0.0,0.0,0.0,1047.0,0.0,1047.0,0.0,0.0,0.0,286.0,0.0,767.0,6.0,7.0,0.0,0.0,13.0,0.0,167.0,131.0,0.0,272.0,0.0,0.0,21.0,1044.0,0.0,3.0,58.0,966.0,36.0,4.44,100.0,27.0,0.0,13.0,62.0,19.0,0.0,0.0,98.0,9.0,24.1,85.0,13.0,0.0,9.0,12.0,0.0,269.0,77.0,437.0,52.0,123.0,0.0,17.0,11.0,55.0,0.0,0.0,0.0,9.0,1796.0,0.0,47.0,81100.0,0.0,0.0,6.0,16.0,0.0,236.0,0.0,0.0,43.0,32.0,0.0,236.0,55.0,108.0,0.0,0.0,50.0,0.0,120.0,781.0,13.0,236.0,23.0,236.0,0.0,482012209001,48201220900,48201,48201,48,201,220900,1,1500000US482012209001,482012209001,1,BG,927886,0,"POLYGON ((-95.34293599999999 29.847898, -95.34290299999999 29.848151, -95.342615 29.848961, -95.335213 29.861282, -95.33484199999999 29.861911, -95.334515 29.861781, -95.33359399999999 29.861344, -95.33369399999999 29.859339, -95.333961 29.851379, -95.333789 29.84872, -95.33404399999999 29.84629, -95.336034 29.846437, -95.342906 29.846171, -95.34293599999999 29.847898))"
482012209002,299.0,48,201,220900,2,65.0,0.0,16447.0,6.0,445.0,66.0,0.0,12.0,437.0,0.0,238.0,0.0,0.0,55.0,0.0,23.0,0.0,0.0,325.0,20.0,37.0,0.0,12.0,0.0,749.0,0.0,749.0,0.0,0.0,0.0,171.0,0.0,547.0,6.0,0.0,0.0,0.0,13.0,0.0,130.0,91.0,0.0,299.0,0.0,0.0,46.0,749.0,0.0,19.0,58.0,718.0,61.0,3.15,100.0,27.0,0.0,12.0,60.0,10.0,0.0,0.0,98.0,0.0,34.2,85.0,0.0,0.0,0.0,12.0,0.0,120.0,78.0,361.0,50.0,96.0,0.0,26.0,13.0,55.0,0.0,0.0,0.0,26.0,1796.0,0.0,49.0,73100.0,0.0,0.0,57.0,8.0,0.0,238.0,0.0,11.0,68.0,36.0,0.0,238.0,55.0,108.0,0.0,0.0,0.0,0.0,107.0,867.0,13.0,238.0,23.0,238.0,7.0,482012209002,48201220900,48201,48201,48,201,220900,2,1500000US482012209002,482012209002,2,BG,569462,0,"POLYGON ((-95.342906 29.846171, -95.336034 29.846437, -95.33404399999999 29.84629, -95.333789 29.84872, -95.333648 29.840759, -95.337013 29.840644, -95.342806 29.840442, -95.342906 29.846171))"
482012210001,549.0,48,201,221000,1,81.0,74.0,12947.0,84.0,1045.0,44.0,0.0,24.0,890.0,0.0,507.0,10.0,0.0,131.0,39.0,39.0,0.0,0.0,737.0,68.0,70.0,17.0,22.0,0.0,1706.0,0.0,1706.0,0.0,0.0,33.0,554.0,0.0,1199.0,37.0,17.0,15.0,0.0,19.0,0.0,301.0,245.0,11.0,549.0,0.0,0.0,28.0,1706.0,15.0,101.0,165.0,1620.0,42.0,3.36,201.0,48.0,0.0,119.0,126.0,0.0,0.0,0.0,57.0,10.0,35.3,85.0,0.0,0.0,24.0,16.0,0.0,316.0,78.0,757.0,125.0,232.0,0.0,29.0,0.0,123.0,0.0,0.0,0.0,12.0,4205.0,0.0,124.0,82700.0,8.0,0.0,20.0,47.0,0.0,507.0,0.0,0.0,156.0,20.0,0.0,507.0,70.0,57.0,0.0,0.0,141.0,11.0,194.0,929.0,0.0,507.0,10.0,507.0,8.0,482012210001,48201221000,48201,48201,48,201,221000,1,1500000US482012210001,482012210001,1,BG,1085968,6520,"POLYGON ((-95.351778 29.870992, -95.34109699999999 29.871073, -95.34118099999999 29.868635, -95.342574 29.866331, -95.341387 29.86411, -95.337987 29.862176, -95.33484199999999 29.861911, -95.335213 29.861282, -95.336033 29.861637, -95.34312399999999 29.86173, -95.34312 29.859484, -95.349904 29.85944, -95.349999 29.867341, -95.35189099999999 29.870992, -95.351778 29.870992))"
482012210002,687.0,48,201,221000,2,116.0,15.0,10201.0,102.0,1197.0,44.0,9.0,34.0,1401.0,0.0,536.0,0.0,0.0,131.0,7.0,207.0,0.0,48.0,754.0,63.0,62.0,0.0,17.0,0.0,2499.0,0.0,2499.0,0.0,0.0,17.0,1036.0,0.0,2364.0,37.0,7.0,30.0,0.0,19.0,0.0,187.0,328.0,0.0,687.0,0.0,0.0,73.0,2499.0,70.0,196.0,165.0,2143.0,151.0,4.66,201.0,48.0,0.0,37.0,48.0,15.0,0.0,0.0,57.0,5.0,24.3,85.0,31.0,0.0,6.0,16.0,0.0,77.0,183.0,806.0,73.0,278.0,0.0,11.0,44.0,123.0,0.0,0.0,0.0,0.0,4205.0,0.0,199.0,95000.0,25.0,0.0,13.0,149.0,0.0,536.0,0.0,0.0,123.0,52.0,0.0,536.0,70.0,57.0,0.0,0.0,59.0,29.0,374.0,897.0,0.0,536.0,10.0,536.0,30.0,482012210002,48201221000,48201,48201,48,201,221000,2,1500000US482012210002,482012210002,2,BG,1393641,5429,"POLYGON ((-95.349904 29.85944, -95.34312 29.859484, -95.34312399999999 29.86173, -95.336033 29.861637, -95.335213 29.861282, -95.342615 29.848961, -95.34290299999999 29.848151, -95.348629 29.848072, -95.34972399999999 29.850217, -95.34985499999999 29.853562, -95.349904 29.85944))"
482012211001,444.0,48,201,221100,1,160.0,10.0,12824.0,32.0,894.0,39.0,7.0,62.0,866.0,0.0,397.0,0.0,0.0,103.0,7.0,82.0,0.0,0.0,559.0,73.0,86.0,0.0,18.0,0.0,1471.0,0.0,1471.0,0.0,0.0,0.0,326.0,126.0,1182.0,6.0,0.0,9.0,0.0,0.0,0.0,297.0,199.0,0.0,444.0,11.0,0.0,65.0,1471.0,0.0,103.0,104.0,1383.0,47.0,3.69,166.0,110.0,0.0,11.0,109.0,45.0,0.0,0.0,98.0,0.0,32.3,144.0,30.0,0.0,23.0,35.0,0.0,14.0,81.0,577.0,141.0,98.0,0.0,5.0,7.0,123.0,0.0,0.0,7.0,0.0,3830.0,0.0,86.0,81700.0,10.0,29.0,24.0,6.0,0.0,397.0,0.0,37.0,89.0,18.0,0.0,397.0,47.0,84.0,0.0,0.0,5.0,0.0,179.0,938.0,18.0,397.0,61.0,397.0,0.0,482012211001,48201221100,48201,48201,48,201,221100,1,1500000US482012211001,482012211001,1,BG,1650215,2733,"POLYGON ((-95.36508499999999 29.870732, -95.35189099999999 29.870992, -95.349999 29.867341, -95.349904 29.85944, -95.36196699999999 29.859214, -95.362218 29.859198, -95.36508499999999 29.870732))"
