482011000001,B25077_001E,Interpolated
482011000002,B25077_001E,Interpolated
482012101001,B25077_001E,Interpolated
482012104003,B25064_001E,Interpolated
482012104004,B25077_001E,Interpolated
482012106003,B25064_001E,Interpolated
482012111005,B25077_001E,Interpolated
482012112003,B25064_001E,Interpolated
482012114001,B25077_001E,Interpolated
482012115001,B25077_001E,Interpolated
482012123001,B25077_001E,Interpolated
482012204003,B25064_001E,Interpolated
482012205001,B25077_001E,Interpolated
482012207003,B25064_001E,Interpolated
482012213005,B25064_001E,Interpolated
482012215002,B25077_001E,Interpolated
482012216002,B25064_001E,Interpolated
482012216003,B25064_001E,Interpolated
482012217003,B25064_001E,Interpolated
482012218001,B25077_001E,Interpolated
482012225021,B25077_001E,Interpolated
482012225032,B25077_001E,Interpolated
482012226001,B25077_001E,Interpolated
482012226002,B25077_001E,Interpolated
482012229001,B25064_001E,Interpolated
482012302002,B25064_001E,Interpolated
482012307003,B25077_001E,Interpolated
482012309004,B25064_001E,Interpolated
482012319002,B25064_001E,Interpolated
482012319004,B25064_001E,Interpolated
482012320001,B25064_001E,Interpolated
482012321001,B25064_001E,Interpolated
482012322001,B25077_001E,Interpolated
482012322002,B25077_001E,Interpolated
482012322002,B25064_001E,Interpolated
482012323013,B25077_001E,Interpolated
482012323023,B25077_001E,Interpolated
482012323023,B25064_001E,Interpolated
482012327013,B25077_001E,Interpolated
482012327021,B25077_001E,Interpolated
482012327022,B25077_001E,Interpolated
482012330012,B25077_001E,Interpolated
482012335002,B25064_001E,Interpolated
482012335004,B25064_001E,Interpolated
482012401001,B25077_001E,Interpolated
482012405012,B25077_001E,Interpolated
482012405022,B25077_001E,Interpolated
482012405023,B25077_001E,Interpolated
482012406001,B25077_001E,Interpolated
482012408012,B25077_001E,Interpolated
482012408014,B25077_001E,Interpolated
482012409021,B25064_001E,Interpolated
482012409023,B25064_001E,Interpolated
482012410001,B25064_001E,Interpolated
482012411023,B25064_001E,Interpolated
482012413002,B25064_001E,Interpolated
482012415001,B25077_001E,Interpolated
482012415002,B25064_001E,Interpolated
482012415004,B25077_001E,Interpolated
482012415004,B25064_001E,Interpolated
482012504012,B25064_001E,Interpolated
482012504022,B25064_001E,Interpolated
482012506001,B25077_001E,Interpolated
482012507012,B25064_001E,Interpolated
482012507021,B25064_001E,Interpolated
482012508003,B25064_001E,Interpolated
482012509001,B25064_001E,Interpolated
482012509003,B25064_001E,Interpolated
482012509004,B25064_001E,Interpolated
482012510002,B25064_001E,Interpolated
482012511001,B25064_001E,Interpolated
482012511003,B25064_001E,Interpolated
482012511004,B25064_001E,Interpolated
482012512001,B25064_001E,Interpolated
482012512003,B25064_001E,Interpolated
482012513002,B25064_001E,Interpolated
482012513003,B25064_001E,Interpolated
482012513004,B25064_001E,Interpolated
482012515021,B25064_001E,Interpolated
482012515023,B25064_001E,Interpolated
482012515024,B25064_001E,Interpolated
482012517003,B25064_001E,Interpolated
482012519012,B25077_001E,Interpolated
482012519012,B25064_001E,Interpolated
482012519013,B25064_001E,Interpolated
482012519021,B25064_001E,Interpolated
482012522001,B25064_001E,Interpolated
482012523012,B25064_001E,Interpolated
482012523022,B25077_001E,Interpolated
482012524003,B25064_001E,Interpolated
482012525002,B25064_001E,Interpolated
482012525003,B25064_001E,Interpolated
482012526001,B25077_001E,Interpolated
482012526002,B25077_001E,Interpolated
482012529003,B25064_001E,Interpolated
482012530001,B25064_001E,Interpolated
482012532003,B25064_001E,Interpolated
482012532005,B25064_001E,Interpolated
482012533001,B25064_001E,Interpolated
482012535002,B25064_001E,Interpolated
482012535004,B25064_001E,Interpolated
482012536004,B25077_001E,Interpolated
482012538003,B25077_001E,Interpolated
482012538003,B25064_001E,Interpolated
482012541002,B25064_001E,Interpolated
482012544003,B25064_001E,Interpolated
482012544004,B25064_001E,Interpolated
482013106004,B25077_001E,Interpolated
482013108001,B25077_001E,Interpolated
482013109004,B25077_001E,Interpolated
482013110001,B25064_001E,Interpolated
482013115003,B25064_001E,Interpolated
482013116003,B25077_001E,Interpolated
482013118003,B25077_001E,Interpolated
482013122001,B25077_001E,Interpolated
482013124002,B25077_001E,Interpolated
482013132004,B25064_001E,Interpolated
482013138001,B25077_001E,Interpolated
482013139003,B25077_001E,Interpolated
482013140011,B25077_001E,Interpolated
482013140011,B25064_001E,Interpolated
482013140021,B25077_001E,Interpolated
482013140022,B25077_001E,Interpolated
482013140024,B25077_001E,Interpolated
482013140025,B25077_001E,Interpolated
482013143001,B25077_001E,Interpolated
482013143002,B25077_001E,Interpolated
482013202002,B25077_001E,Interpolated
482013202002,B25064_001E,Interpolated
482013209001,B25077_001E,Interpolated
482013209003,B25064_001E,Interpolated
482013209004,B25064_001E,Interpolated
482013210001,B25064_001E,Interpolated
482013210002,B25064_001E,Interpolated
482013210003,B25077_001E,Interpolated
482013210004,B25064_001E,Interpolated
482013212001,B25077_001E,Interpolated
482013213001,B25077_001E,Interpolated
482013216002,B25064_001E,Interpolated
482013216005,B25064_001E,Interpolated
482013220001,B25077_001E,Interpolated
482013220003,B25077_001E,Interpolated
482013234003,B25077_001E,Interpolated
482013235002,B25077_001E,Interpolated
482013235003,B25077_001E,Interpolated
482013236002,B25077_001E,Interpolated
482013236004,B25064_001E,Interpolated
482013237011,B25077_001E,Interpolated
482013238021,B25077_001E,Interpolated
