index,B03002_021E,state,county,tract,block group,bg_fips,tract_fips,country_fips,B16004_040E,B23025_003E,B27001_017E,B27001_057E,B16004_045E,B03002_005E,B11001_001E,B16004_001E,B27001_045E,B01002_001E,B16004_012E,B16004_061E,B25003_001E,B01001_001E,B01001_048E,B01001_023E,B23025_005E,B01001_047E,B01001_045E,B16004_039E,B15003_011E,B15003_001E,B25024_001E,B16004_030E,B16004_035E,B03002_012E,B15003_012E,B15003_004E,B25010_001E,B25044_001E,B27001_005E,B16004_034E,B25002_001E,B16004_007E,B15003_014E,B27001_011E,B15003_008E,B16004_008E,B15003_003E,B16004_022E,B16004_018E,B03002_001E,C24010_032E,B19301_001E,B01001_024E,B27001_054E,B17021_002E,C24010_055E,B27001_042E,B17021_001E,B15003_010E,B19001_001E,B27001_036E,B15003_016E,C24010_019E,B25044_003E,B01001_022E,B27001_033E,B11001_006E,B25024_010E,B27001_023E,B16004_051E,B15003_006E,B15003_013E,B01001_049E,B01001_027E,B19001_017E,B01001_021E,B25077_001E,B27001_039E,B01001_046E,B01001_003E,B16004_052E,B15003_007E,B01001_044E,B15003_015E,C24010_068E,B19055_001E,B27001_051E,B27001_029E,B27001_008E,B15003_009E,C24010_001E,B25044_010E,B16004_029E,B16004_066E,B15003_005E,B01001_026E,B19055_002E,B25064_001E,B01001_025E,B15003_002E,B03002_004E,B27001_020E,B11005_005E,B25002_003E,B11005_003E,B16004_056E,B16004_044E,B27001_001E,B16004_057E,B25003_003E,B16004_017E,B16004_023E,B01001_020E,B16004_013E,B16004_062E,B27001_014E,B16004_067E,B03002_006E,B27001_026E,B27001_048E,C24010_038E,county_fips,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry
482013241004,0.0,48,201,324100,4,482013241004,48201324100,48201,0.0,327.0,165.0,0.0,0.0,0.0,251.0,688.0,125.0,27.6,0.0,0.0,251.0,853.0,0.0,4.0,27.0,0.0,0.0,0.0,21.0,480.0,272.0,41.0,0.0,690.0,21.0,0.0,3.4,251.0,0.0,0.0,272.0,0.0,0.0,115.0,17.0,0.0,0.0,0.0,0.0,853.0,99.0,13960.0,17.0,57.0,42.0,19.0,209.0,853.0,27.0,251.0,111.0,0.0,24.0,0.0,11.0,57.0,56.0,0.0,22.0,17.0,0.0,11.0,17.0,106.0,0.0,0.0,53418.36734693877,110.0,17.0,59.0,33.0,0.0,33.0,0.0,0.0,251.0,108.0,0.0,74.0,0.0,300.0,4.0,44.0,0.0,0.0,368.0,54.0,851.0,0.0,50.0,98.0,184.0,46.0,21.0,107.0,0.0,0.0,5463.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,11.0,18.0,59.0,48201,48,201,324100,4,1500000US482013241004,482013241004,4,BG,674970,0,"POLYGON ((-95.21166099999999 29.712563, -95.201273 29.712653, -95.201273 29.712109, -95.201078 29.705445, -95.20840299999999 29.705337, -95.20943899999999 29.705351, -95.20952899999999 29.711352, -95.21162799999999 29.711159, -95.21166099999999 29.712563))"
482013241005,0.0,48,201,324100,5,482013241005,48201324100,48201,0.0,735.0,165.0,0.0,0.0,0.0,385.0,1326.0,125.0,31.1,0.0,0.0,385.0,1487.0,0.0,0.0,71.0,5.0,0.0,0.0,22.0,944.0,445.0,18.0,0.0,1344.0,18.0,0.0,3.86,385.0,0.0,0.0,445.0,0.0,29.0,115.0,0.0,0.0,0.0,0.0,0.0,1487.0,219.0,20558.0,5.0,57.0,212.0,52.0,209.0,1487.0,59.0,385.0,111.0,19.0,21.0,0.0,24.0,57.0,27.0,15.0,22.0,24.0,0.0,101.0,0.0,89.0,18.0,0.0,77000.0,110.0,6.0,72.0,0.0,0.0,7.0,66.0,0.0,385.0,108.0,0.0,74.0,18.0,664.0,0.0,236.0,0.0,0.0,645.0,65.0,1133.0,0.0,28.0,23.0,184.0,19.0,60.0,216.0,0.0,0.0,5463.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,11.0,18.0,192.0,48201,48,201,324100,5,1500000US482013241005,482013241005,5,BG,326593,0,"POLYGON ((-95.209417 29.701718, -95.20106199999999 29.701812, -95.201047 29.698129, -95.20315099999999 29.698162, -95.209369 29.698058, -95.209417 29.701718))"
482013242001,0.0,48,201,324200,1,482013242001,48201324200,48201,0.0,488.0,115.0,0.0,0.0,0.0,381.0,971.0,33.0,40.6,0.0,0.0,381.0,1087.0,0.0,7.0,44.0,19.0,22.0,0.0,17.0,743.0,461.0,59.0,0.0,1029.0,5.0,0.0,2.85,381.0,13.0,0.0,461.0,0.0,15.0,36.0,19.0,0.0,0.0,0.0,0.0,1087.0,91.0,17647.0,9.0,10.0,275.0,88.0,45.0,1069.0,92.0,381.0,48.0,0.0,19.0,22.0,4.0,7.0,21.0,9.0,16.0,54.0,0.0,61.0,5.0,66.0,6.0,39.0,68100.0,24.0,18.0,50.0,71.0,22.0,59.0,16.0,10.0,381.0,9.0,0.0,78.0,40.0,444.0,4.0,89.0,0.0,11.0,538.0,108.0,797.0,0.0,46.0,16.0,57.0,55.0,80.0,121.0,0.0,0.0,1087.0,0.0,169.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,60.0,193.0,48201,48,201,324200,1,1500000US482013242001,482013242001,1,BG,6467438,812952,"POLYGON ((-95.26646799999999 29.711158, -95.266311 29.711899, -95.266204 29.72234, -95.26651299999999 29.724855, -95.266525 29.724939, -95.266291 29.724899, -95.260544 29.726526, -95.256613 29.726628, -95.253412 29.725428, -95.25107299999999 29.723416, -95.249112 29.721728, -95.24552 29.719727, -95.242812 29.719228, -95.24112199999999 29.719368, -95.24065499999999 29.719407, -95.23754 29.720777, -95.23712399999999 29.721013, -95.23648399999999 29.721423, -95.23321199999999 29.723528, -95.228212 29.725195, -95.22371199999999 29.725328, -95.22354199999999 29.725275, -95.22381899999999 29.721197, -95.22144399999999 29.720123, -95.220017 29.718748, -95.220016 29.717577, -95.220016 29.717426, -95.22001499999999 29.716091, -95.226102 29.716037, -95.22618 29.715598, -95.226091 29.70995, -95.22820999999999 29.709773, -95.228138 29.707658, -95.22881599999999 29.707505, -95.23642099999999 29.706787, -95.24515599999999 29.706027, -95.25689799999999 29.707815, -95.26717699999999 29.709909, -95.26646799999999 29.711158))"
482013301001,0.0,48,201,330100,1,482013301001,48201330100,48201,0.0,926.0,50.0,0.0,0.0,0.0,434.0,1630.0,246.0,30.2,0.0,0.0,434.0,1857.0,0.0,0.0,46.0,70.0,19.0,0.0,0.0,1027.0,434.0,0.0,0.0,21.0,0.0,0.0,4.24,434.0,75.0,0.0,434.0,0.0,9.0,260.0,0.0,0.0,0.0,0.0,0.0,1857.0,62.0,17169.0,11.0,0.0,325.0,116.0,293.0,1857.0,0.0,434.0,133.0,53.0,59.0,29.0,26.0,0.0,203.0,0.0,75.0,0.0,0.0,25.0,0.0,116.0,0.0,7.0,86400.0,124.0,7.0,111.0,0.0,0.0,7.0,0.0,0.0,434.0,44.0,0.0,64.0,0.0,880.0,0.0,32.0,0.0,0.0,1171.0,173.0,983.0,0.0,0.0,1800.0,216.0,116.0,0.0,215.0,0.0,0.0,9589.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,19.0,179.0,506.0,48201,48,201,330100,1,1500000US482013301001,482013301001,1,BG,303632,0,"POLYGON ((-95.43002199999999 29.641776, -95.427019 29.641437, -95.422738 29.641479, -95.422793 29.637856, -95.423676 29.637826, -95.424121 29.637083, -95.427066 29.637561, -95.429931 29.638393, -95.43002199999999 29.641776))"
482013301002,0.0,48,201,330100,2,482013301002,48201330100,48201,0.0,545.0,50.0,0.0,0.0,0.0,420.0,1114.0,246.0,38.2,0.0,0.0,420.0,1159.0,0.0,0.0,117.0,13.0,101.0,0.0,0.0,775.0,420.0,0.0,0.0,191.0,0.0,0.0,2.76,420.0,75.0,0.0,420.0,0.0,39.0,260.0,0.0,0.0,0.0,0.0,0.0,1159.0,0.0,20435.0,0.0,0.0,504.0,131.0,293.0,1159.0,0.0,420.0,133.0,70.0,81.0,0.0,8.0,0.0,130.0,0.0,75.0,0.0,0.0,21.0,0.0,45.0,25.0,47.0,71900.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,44.0,0.0,64.0,0.0,428.0,0.0,21.0,0.0,0.0,638.0,140.0,1105.0,0.0,0.0,837.0,216.0,96.0,0.0,123.0,0.0,0.0,9589.0,0.0,168.0,0.0,0.0,25.0,0.0,0.0,326.0,0.0,26.0,19.0,179.0,257.0,48201,48,201,330100,2,1500000US482013301002,482013301002,2,BG,361156,0,"POLYGON ((-95.429931 29.638393, -95.427066 29.637561, -95.424121 29.637083, -95.423676 29.637826, -95.422793 29.637856, -95.422738 29.641479, -95.42231 29.641496, -95.422051 29.640471, -95.421875 29.634139, -95.42251899999999 29.633389, -95.42685299999999 29.633639, -95.429833 29.634425, -95.429931 29.638393))"
482013301003,31.0,48,201,330100,3,482013301003,48201330100,48201,0.0,1211.0,50.0,0.0,0.0,0.0,793.0,2979.0,246.0,27.6,0.0,0.0,793.0,3178.0,11.0,0.0,52.0,0.0,71.0,0.0,0.0,1624.0,793.0,0.0,0.0,1726.0,75.0,0.0,4.01,793.0,75.0,0.0,793.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,3178.0,0.0,15956.0,0.0,0.0,459.0,302.0,293.0,3169.0,36.0,793.0,133.0,0.0,226.0,18.0,23.0,0.0,310.0,0.0,75.0,0.0,0.0,38.0,0.0,189.0,0.0,27.0,69000.0,124.0,7.0,10.0,0.0,108.0,132.0,108.0,0.0,793.0,44.0,0.0,64.0,0.0,1159.0,62.0,323.0,0.0,0.0,1863.0,237.0,1371.0,0.0,0.0,1426.0,216.0,248.0,0.0,426.0,0.0,0.0,9589.0,0.0,431.0,0.0,0.0,55.0,0.0,0.0,326.0,0.0,0.0,19.0,179.0,557.0,48201,48,201,330100,3,1500000US482013301003,482013301003,3,BG,487462,1101,"POLYGON ((-95.429833 29.634425, -95.42685299999999 29.633639, -95.42251899999999 29.633389, -95.421875 29.634139, -95.42162999999999 29.627995, -95.429559 29.62785, -95.429709 29.632784, -95.429833 29.634425))"
482013301004,0.0,48,201,330100,4,482013301004,48201330100,48201,0.0,1625.0,50.0,0.0,0.0,0.0,830.0,3122.0,246.0,29.3,0.0,0.0,830.0,3395.0,0.0,0.0,68.0,39.0,10.0,0.0,0.0,1903.0,878.0,0.0,0.0,1951.0,0.0,0.0,4.09,830.0,75.0,0.0,878.0,0.0,5.0,260.0,0.0,0.0,0.0,0.0,0.0,3395.0,171.0,21411.0,0.0,0.0,89.0,44.0,293.0,3321.0,0.0,830.0,133.0,72.0,58.0,0.0,90.0,0.0,63.0,0.0,75.0,0.0,0.0,143.0,0.0,180.0,0.0,49.0,96800.0,124.0,0.0,93.0,35.0,19.0,13.0,100.0,0.0,830.0,44.0,0.0,64.0,14.0,1557.0,0.0,40.0,0.0,4.0,1590.0,211.0,1422.0,0.0,26.0,1405.0,216.0,169.0,48.0,512.0,0.0,0.0,9589.0,0.0,189.0,0.0,0.0,66.0,0.0,0.0,326.0,0.0,0.0,19.0,179.0,800.0,48201,48,201,330100,4,1500000US482013301004,482013301004,4,BG,1419737,0,"POLYGON ((-95.422051 29.640471, -95.410178 29.640576, -95.408979 29.640273, -95.413983 29.62769, -95.41690199999999 29.628036, -95.42162999999999 29.627995, -95.421875 29.634139, -95.422051 29.640471))"
482013302001,0.0,48,201,330200,1,482013302001,48201330200,48201,0.0,1208.0,196.0,0.0,0.0,0.0,614.0,2225.0,103.0,31.9,0.0,0.0,614.0,2435.0,10.0,14.0,31.0,24.0,0.0,0.0,0.0,1487.0,673.0,11.0,0.0,1422.0,0.0,0.0,3.89,614.0,34.0,0.0,673.0,0.0,34.0,118.0,0.0,0.0,0.0,0.0,0.0,2435.0,141.0,19227.0,10.0,0.0,133.0,200.0,147.0,2422.0,0.0,614.0,121.0,42.0,154.0,0.0,17.0,0.0,119.0,0.0,137.0,10.0,0.0,48.0,9.0,53.0,6.0,18.0,107100.0,129.0,73.0,157.0,0.0,0.0,17.0,112.0,0.0,614.0,38.0,0.0,82.0,0.0,1177.0,8.0,208.0,0.0,0.0,1174.0,159.0,1454.0,22.0,252.0,905.0,116.0,80.0,59.0,299.0,0.0,0.0,4438.0,0.0,210.0,0.0,0.0,29.0,0.0,0.0,163.0,0.0,0.0,0.0,215.0,507.0,48201,48,201,330200,1,1500000US482013302001,482013302001,1,BG,3481827,11841,"POLYGON ((-95.46374299999999 29.647875, -95.44954899999999 29.653306, -95.446618 29.654507, -95.44637399999999 29.641117, -95.446308 29.636567, -95.446157 29.627567, -95.456473 29.627373, -95.45664099999999 29.634067, -95.457937 29.634027, -95.458097 29.640886, -95.463572 29.640807, -95.463736 29.64749, -95.46374299999999 29.647875))"
482013302002,0.0,48,201,330200,2,482013302002,48201330200,48201,0.0,958.0,196.0,0.0,0.0,0.0,687.0,1900.0,103.0,32.7,0.0,0.0,687.0,2003.0,18.0,17.0,56.0,54.0,30.0,0.0,53.0,1303.0,735.0,52.0,0.0,1165.0,23.0,0.0,2.92,687.0,34.0,0.0,735.0,0.0,39.0,118.0,26.0,0.0,0.0,0.0,0.0,2003.0,83.0,19390.0,27.0,0.0,554.0,124.0,147.0,2003.0,37.0,687.0,121.0,0.0,124.0,4.0,22.0,0.0,88.0,0.0,137.0,0.0,0.0,34.0,19.0,60.0,32.0,0.0,107000.0,129.0,36.0,43.0,0.0,0.0,0.0,38.0,0.0,687.0,38.0,0.0,82.0,32.0,902.0,10.0,305.0,0.0,0.0,1080.0,180.0,898.0,0.0,0.0,806.0,116.0,43.0,48.0,251.0,0.0,0.0,4438.0,0.0,411.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,215.0,432.0,48201,48,201,330200,2,1500000US482013302002,482013302002,2,BG,950207,1192,"POLYGON ((-95.46502 29.628708, -95.46410399999999 29.630345, -95.463482 29.63198, -95.463572 29.640807, -95.458097 29.640886, -95.457937 29.634027, -95.45664099999999 29.634067, -95.456473 29.627373, -95.46296599999999 29.627294, -95.46518499999999 29.62728, -95.46502 29.628708))"
482013303011,94.0,48,201,330301,1,482013303011,48201330301,48201,29.0,3472.0,349.0,0.0,0.0,0.0,1524.0,5636.0,299.0,32.1,0.0,14.0,1524.0,6001.0,0.0,34.0,136.0,4.0,35.0,32.0,46.0,3620.0,1524.0,212.0,0.0,4083.0,107.0,14.0,3.94,1524.0,46.0,0.0,1524.0,158.0,57.0,139.0,12.0,0.0,14.0,0.0,0.0,6001.0,352.0,20735.0,24.0,15.0,762.0,453.0,95.0,6001.0,226.0,1524.0,137.0,75.0,340.0,14.0,59.0,45.0,296.0,0.0,33.0,82.0,24.0,183.0,0.0,171.0,41.0,74.0,126300.0,119.0,57.0,194.0,102.0,73.0,51.0,64.0,0.0,1524.0,46.0,0.0,142.0,85.0,3336.0,0.0,650.0,0.0,0.0,2946.0,338.0,1394.0,0.0,219.0,1538.0,254.0,280.0,0.0,843.0,0.0,0.0,8737.0,0.0,237.0,0.0,0.0,91.0,0.0,12.0,314.0,0.0,236.0,0.0,195.0,1504.0,48201,48,201,330301,1,1500000US482013303011,482013303011,1,BG,2406184,3058,"POLYGON ((-95.48018399999999 29.641091, -95.471604 29.644537, -95.463736 29.64749, -95.463572 29.640807, -95.463482 29.63198, -95.46410399999999 29.630345, -95.46502 29.628708, -95.46518499999999 29.62728, -95.47067699999999 29.627304, -95.473489 29.627903, -95.47301299999999 29.630276, -95.47468699999999 29.630238, -95.47510699999999 29.628806, -95.476787 29.630264, -95.47675 29.630922, -95.471746 29.630985, -95.47184799999999 29.633867, -95.47336799999999 29.635595, -95.47394199999999 29.633965, -95.47530399999999 29.633929, -95.475301 29.63231, -95.47614399999999 29.632238, -95.476163 29.633945, -95.47909 29.633947, -95.47970599999999 29.636445, -95.47887299999999 29.636782, -95.478948 29.639759, -95.47986299999999 29.639602, -95.48018399999999 29.641091))"
482013303012,0.0,48,201,330301,2,482013303012,48201330301,48201,0.0,1734.0,349.0,0.0,0.0,0.0,720.0,2543.0,299.0,32.1,0.0,0.0,720.0,2736.0,11.0,0.0,39.0,0.0,9.0,0.0,27.0,1561.0,720.0,29.0,0.0,2198.0,144.0,0.0,3.8,720.0,46.0,0.0,720.0,13.0,12.0,139.0,0.0,0.0,0.0,0.0,0.0,2736.0,140.0,21434.0,0.0,15.0,0.0,354.0,95.0,2736.0,51.0,720.0,137.0,49.0,219.0,0.0,0.0,45.0,100.0,0.0,33.0,11.0,0.0,105.0,0.0,72.0,0.0,0.0,128800.0,119.0,0.0,121.0,0.0,83.0,32.0,43.0,0.0,720.0,46.0,0.0,142.0,0.0,1695.0,0.0,293.0,0.0,0.0,1425.0,65.0,1388.0,0.0,47.0,412.0,254.0,77.0,0.0,388.0,0.0,0.0,8737.0,0.0,57.0,16.0,0.0,13.0,0.0,0.0,314.0,0.0,0.0,0.0,195.0,833.0,48201,48,201,330301,2,1500000US482013303012,482013303012,2,BG,778977,0,"POLYGON ((-95.48234099999999 29.640268, -95.48018399999999 29.641091, -95.47986299999999 29.639602, -95.478948 29.639759, -95.47887299999999 29.636782, -95.47970599999999 29.636445, -95.47909 29.633947, -95.476163 29.633945, -95.47614399999999 29.632238, -95.475301 29.63231, -95.47530399999999 29.633929, -95.47394199999999 29.633965, -95.47336799999999 29.635595, -95.47184799999999 29.633867, -95.471746 29.630985, -95.47675 29.630922, -95.476787 29.630264, -95.47510699999999 29.628806, -95.47468699999999 29.630238, -95.47301299999999 29.630276, -95.473489 29.627903, -95.47592899999999 29.628399, -95.482069 29.628412, -95.482371 29.63397, -95.48234099999999 29.640268))"
482013303021,0.0,48,201,330302,1,482013303021,48201330302,48201,0.0,1380.0,195.0,34.0,0.0,0.0,750.0,2796.0,171.0,25.7,0.0,9.0,750.0,2885.0,8.0,11.0,120.0,11.0,0.0,0.0,11.0,1478.0,750.0,0.0,0.0,2148.0,35.0,0.0,3.83,750.0,29.0,0.0,750.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,2885.0,80.0,15574.0,12.0,0.0,700.0,187.0,107.0,2871.0,231.0,750.0,66.0,34.0,202.0,0.0,0.0,28.0,317.0,0.0,46.0,31.0,0.0,32.0,0.0,46.0,0.0,42.0,92400.0,97.0,30.0,43.0,82.0,44.0,29.0,28.0,0.0,750.0,98.0,0.0,107.0,56.0,1260.0,37.0,338.0,0.0,9.0,1417.0,61.0,1145.0,0.0,90.0,690.0,185.0,284.0,0.0,392.0,0.0,0.0,6526.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,9.0,0.0,99.0,615.0,48201,48,201,330302,1,1500000US482013303021,482013303021,1,BG,2511338,2523,"POLYGON ((-95.48351 29.610213, -95.48331499999999 29.611072, -95.483373 29.616199, -95.47462299999999 29.616248, -95.46497099999999 29.616371, -95.464913 29.61524, -95.46487999999999 29.607266, -95.46471799999999 29.605794, -95.46445299999999 29.601642, -95.464585 29.600666, -95.46504499999999 29.599599, -95.475911 29.604676, -95.476919 29.605033, -95.48442799999999 29.608545, -95.48351 29.610213))"
482013303022,0.0,48,201,330302,2,482013303022,48201330302,48201,0.0,862.0,195.0,34.0,0.0,0.0,489.0,1763.0,171.0,37.9,0.0,0.0,489.0,1904.0,38.0,43.0,35.0,37.0,21.0,10.0,42.0,1250.0,489.0,112.0,0.0,1144.0,11.0,0.0,3.89,489.0,29.0,0.0,489.0,0.0,58.0,210.0,12.0,0.0,0.0,0.0,0.0,1904.0,127.0,17226.0,0.0,0.0,244.0,135.0,107.0,1904.0,157.0,489.0,66.0,58.0,205.0,0.0,32.0,28.0,77.0,0.0,46.0,6.0,0.0,81.0,13.0,71.0,9.0,27.0,101100.0,97.0,30.0,70.0,56.0,75.0,60.0,58.0,0.0,489.0,98.0,0.0,107.0,26.0,827.0,45.0,208.0,0.0,0.0,953.0,228.0,28750.0,0.0,51.0,528.0,185.0,71.0,0.0,229.0,0.0,0.0,6526.0,0.0,127.0,0.0,0.0,8.0,0.0,0.0,154.0,0.0,31.0,0.0,99.0,321.0,48201,48,201,330302,2,1500000US482013303022,482013303022,2,BG,700130,0,"POLYGON ((-95.474547 29.621341, -95.47361099999999 29.623727, -95.467218 29.623625, -95.467209 29.621868, -95.465065 29.621678, -95.46497099999999 29.616371, -95.47462299999999 29.616248, -95.474547 29.621341))"
482013303023,0.0,48,201,330302,3,482013303023,48201330302,48201,0.0,801.0,195.0,34.0,0.0,0.0,516.0,1641.0,171.0,30.2,0.0,0.0,516.0,1751.0,48.0,0.0,86.0,67.0,18.0,0.0,17.0,1081.0,516.0,12.0,0.0,483.0,19.0,0.0,3.39,516.0,29.0,0.0,516.0,0.0,12.0,210.0,0.0,0.0,0.0,0.0,0.0,1751.0,89.0,19060.0,0.0,0.0,167.0,114.0,107.0,1751.0,0.0,516.0,66.0,37.0,54.0,0.0,46.0,28.0,100.0,0.0,46.0,0.0,0.0,11.0,10.0,48.0,0.0,31.0,102900.0,97.0,94.0,62.0,0.0,8.0,0.0,0.0,0.0,516.0,98.0,0.0,107.0,14.0,715.0,9.0,22.0,0.0,0.0,985.0,198.0,1298.0,45.0,59.0,1238.0,185.0,66.0,0.0,195.0,0.0,0.0,6526.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,8.0,0.0,99.0,315.0,48201,48,201,330302,3,1500000US482013303023,482013303023,3,BG,2816813,0,"POLYGON ((-95.49503799999999 29.61339, -95.49178499999999 29.61756, -95.48764799999999 29.623964, -95.483555 29.626091, -95.48262299999999 29.627069, -95.482069 29.628412, -95.47592899999999 29.628399, -95.473489 29.627903, -95.47067699999999 29.627304, -95.46518499999999 29.62728, -95.465065 29.621678, -95.467209 29.621868, -95.467218 29.623625, -95.47361099999999 29.623727, -95.474547 29.621341, -95.47462299999999 29.616248, -95.483373 29.616199, -95.48331499999999 29.611072, -95.48351 29.610213, -95.48442799999999 29.608545, -95.490899 29.611774, -95.49281999999999 29.612633, -95.49503799999999 29.61339))"
482013303031,0.0,48,201,330303,1,482013303031,48201330303,48201,0.0,651.0,115.0,0.0,0.0,0.0,532.0,1413.0,90.0,25.4,0.0,0.0,532.0,1596.0,17.0,0.0,61.0,0.0,15.0,0.0,26.0,823.0,629.0,35.0,0.0,863.0,50.0,0.0,3.0,532.0,20.0,0.0,629.0,0.0,13.0,95.0,0.0,0.0,0.0,0.0,0.0,1596.0,20.0,31674.0,20.0,0.0,103.0,70.0,119.0,1514.0,55.0,532.0,66.0,24.0,74.0,0.0,0.0,20.0,196.0,0.0,43.0,0.0,0.0,44.0,0.0,107.0,24.0,6.0,149177.63157894736,29.0,7.0,76.0,0.0,0.0,30.0,23.0,12.0,532.0,104.0,0.0,40.0,0.0,590.0,29.0,110.0,0.0,0.0,853.0,121.0,936.0,0.0,29.0,467.0,50.0,169.0,97.0,212.0,0.0,0.0,4231.0,0.0,449.0,0.0,0.0,8.0,0.0,0.0,67.0,0.0,0.0,0.0,83.0,227.0,48201,48,201,330303,1,1500000US482013303031,482013303031,1,BG,1157462,0,"POLYGON ((-95.507542 29.630619, -95.49725699999999 29.634611, -95.493166 29.636101, -95.493566 29.630551, -95.49293999999999 29.626039, -95.50482199999999 29.62571, -95.505263 29.62587, -95.507329 29.625845, -95.507542 29.630619))"
482013303032,0.0,48,201,330303,2,482013303032,48201330303,48201,0.0,878.0,115.0,0.0,0.0,0.0,588.0,1413.0,90.0,39.0,0.0,0.0,588.0,1528.0,0.0,0.0,16.0,47.0,0.0,25.0,0.0,1085.0,608.0,0.0,0.0,827.0,30.0,0.0,2.6,588.0,20.0,0.0,608.0,42.0,88.0,95.0,0.0,0.0,0.0,0.0,0.0,1528.0,100.0,26363.0,0.0,0.0,467.0,130.0,119.0,1528.0,44.0,588.0,66.0,30.0,28.0,0.0,19.0,20.0,61.0,17.0,43.0,9.0,0.0,31.0,18.0,49.0,10.0,22.0,83400.0,29.0,0.0,66.0,9.0,56.0,21.0,20.0,0.0,588.0,104.0,0.0,40.0,26.0,862.0,0.0,118.0,0.0,0.0,766.0,93.0,1265.0,6.0,18.0,303.0,50.0,70.0,20.0,168.0,0.0,0.0,4231.0,0.0,367.0,0.0,0.0,19.0,0.0,0.0,67.0,0.0,0.0,0.0,83.0,381.0,48201,48,201,330303,2,1500000US482013303032,482013303032,2,BG,2760678,1781,"POLYGON ((-95.520921 29.625533, -95.519401 29.626119, -95.518559 29.626798, -95.514365 29.628405, -95.508174 29.630748, -95.50757899999999 29.630975, -95.507542 29.630619, -95.507329 29.625845, -95.505263 29.62587, -95.50482199999999 29.62571, -95.49293999999999 29.626039, -95.483555 29.626091, -95.48764799999999 29.623964, -95.49178499999999 29.61756, -95.49503799999999 29.61339, -95.50861399999999 29.61978, -95.509975 29.620404, -95.513155 29.621857, -95.513786 29.621358, -95.515856 29.623099, -95.520645 29.625401, -95.520921 29.625533))"
482013303033,0.0,48,201,330303,3,482013303033,48201330303,48201,0.0,550.0,115.0,0.0,0.0,0.0,510.0,1011.0,90.0,48.5,0.0,0.0,510.0,1107.0,8.0,0.0,19.0,31.0,31.0,0.0,0.0,897.0,510.0,0.0,0.0,241.0,0.0,0.0,2.17,510.0,20.0,0.0,510.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,1107.0,0.0,34839.0,0.0,0.0,146.0,36.0,119.0,1107.0,11.0,510.0,66.0,39.0,7.0,0.0,0.0,20.0,52.0,0.0,43.0,0.0,0.0,30.0,9.0,56.0,34.0,51.0,151000.0,29.0,60.0,40.0,0.0,0.0,20.0,22.0,0.0,510.0,104.0,0.0,40.0,0.0,531.0,79.0,41.0,0.0,0.0,692.0,273.0,1087.0,9.0,0.0,773.0,50.0,34.0,0.0,116.0,0.0,0.0,4231.0,0.0,194.0,0.0,0.0,27.0,0.0,0.0,67.0,0.0,24.0,0.0,83.0,302.0,48201,48,201,330303,3,1500000US482013303033,482013303033,3,BG,1415767,2089,"POLYGON ((-95.493166 29.636101, -95.48234099999999 29.640268, -95.482371 29.63397, -95.482069 29.628412, -95.48262299999999 29.627069, -95.483555 29.626091, -95.49293999999999 29.626039, -95.493566 29.630551, -95.493166 29.636101))"
482013304001,10.0,48,201,330400,1,482013304001,48201330400,48201,0.0,574.0,169.0,0.0,0.0,0.0,289.0,1041.0,210.0,29.0,0.0,0.0,289.0,1123.0,0.0,0.0,64.0,33.0,0.0,0.0,14.0,633.0,303.0,0.0,0.0,1009.0,11.0,0.0,3.89,289.0,49.0,0.0,303.0,13.0,49.0,148.0,0.0,0.0,0.0,0.0,0.0,1123.0,45.0,14632.0,0.0,0.0,300.0,113.0,138.0,1123.0,41.0,289.0,129.0,19.0,72.0,0.0,18.0,94.0,43.0,0.0,53.0,8.0,37.0,60.0,0.0,42.0,0.0,0.0,91500.0,142.0,0.0,40.0,0.0,0.0,0.0,39.0,0.0,289.0,10.0,0.0,63.0,0.0,510.0,0.0,135.0,0.0,0.0,596.0,32.0,978.0,0.0,39.0,30.0,172.0,52.0,14.0,142.0,0.0,0.0,4863.0,0.0,51.0,0.0,0.0,22.0,0.0,0.0,72.0,0.0,0.0,0.0,131.0,232.0,48201,48,201,330400,1,1500000US482013304001,482013304001,1,BG,1076873,0,"POLYGON ((-95.46296599999999 29.627294, -95.456473 29.627373, -95.446157 29.627567, -95.44598499999999 29.620252, -95.44967299999999 29.619059, -95.45397899999999 29.619728, -95.45402 29.622501, -95.46090099999999 29.62256, -95.460955 29.625579, -95.462868 29.625575, -95.46296599999999 29.627294))"
